YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W
0.0000000	0.4093479	0.9663187	1.1204142	0.2249669	0.9790139	0.8545610	0.9941515	0.9327726	0.0817952
0.0004516	0.0000000	1.1321310	1.0124756	0.1999619	1.0265047	0.9084516	1.0159642	0.9944247	0.1049506
0.8989480	0.9717391	0.0000000	0.9911615	0.1955444	1.0955247	0.8887437	0.9333604	0.9827720	0.0884465
0.8692042	0.9435580	0.0313559	0.0000000	0.2284346	0.9746046	0.8084982	0.9962246	1.0590965	0.1228318
0.4509100	0.2730958	1.0291084	1.0376979	0.0000000	1.0720226	0.8737846	0.9852936	1.0079497	0.0017355
0.9564215	0.8576387	0.7502986	0.0575823	1.1202366	0.0000000	0.5242707	0.6887699	0.0197783	0.9297567
0.6329752	0.3717572	0.9392279	1.0240071	0.2042343	0.9827803	0.0000000	0.9148624	0.9785450	0.1487804
0.5137871	0.2466416	1.1016496	1.0468336	0.2057317	1.0653997	0.6286180	0.0000000	1.0605711	0.1020352
0.3643076	0.2856891	0.9964078	1.0337553	0.2251741	1.0550133	0.9451745	0.6927411	0.0000000	0.1831543
0.5797543	0.2516944	1.0064766	0.9516868	0.1740788	1.0258947	0.9357804	1.0155461	1.0598210	0.0000000
