YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W
0.3932847	0.0302703	0.0895260	0.5967623	0.7462764	0.6085437	0.2193484	0.5867001	0.6872438	0.6963804
0.9212039	0.0363360	0.0809719	0.7671784	0.7661880	0.7993781	0.1377975	0.6246059	0.7029786	0.7836692
0.7692237	0.0488732	0.0317955	0.7278860	0.8931620	0.7980865	0.1744962	0.4566049	0.6652072	0.6610347
0.7426462	0.0207012	0.0944580	0.3596722	0.6319225	0.7244954	0.1392952	0.6637727	0.5769852	0.6962245
0.7064082	0.0191006	0.0790083	0.6802437	0.3479859	0.7313203	0.1315872	0.6231802	0.5849206	0.8040366
0.6677969	0.0376421	0.0740906	0.7208694	0.6169812	0.2878066	0.3124868	0.5398689	0.6499499	0.7781734
0.7479503	0.0238931	0.0729096	0.6611531	0.6943411	0.6908752	0.0695312	0.6737358	0.7308914	0.7385241
0.6972815	0.0345082	0.0851646	0.6865414	0.6934220	0.8221340	0.2464397	0.2260182	0.7076905	0.7868859
0.7049568	0.0515283	0.1096011	0.7714675	0.7920450	0.7691581	0.2311726	0.4059397	0.2642040	0.8855121
0.7298304	0.0252791	0.0596322	0.7279499	0.7059527	0.7436730	0.3182793	0.5805761	0.6729607	0.3902225
