"Time"	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W	YOR028C

0	0.3851563	0.8014442	0.8307299	0.0828429	0.7878193	0.6429705	0.7108771	0.9085591	0.7394479	0.6068030
50	0.2663593	0.7125659	0.6805755	0.0846623	0.6690297	0.6705991	0.7376970	0.7568595	0.7756938	0.6439020
100	0.3664919	0.9200445	0.5884119	0.0481265	0.7379591	0.5386731	0.7665295	0.6745906	0.7980128	0.5945317
150	0.2205010	0.6919355	0.5806233	0.0640328	0.7111339	0.5993487	0.6370382	0.6911275	0.7321966	0.5552656
200	0.2517975	0.6899591	0.7603185	0.1202251	0.7332251	0.5912639	0.8026763	0.7176419	0.8482515	0.6047794
250	0.2596184	0.8484962	0.7767684	0.1593694	0.6917244	0.5640619	0.7365980	0.6663614	0.7788302	0.7300368
300	0.2103889	0.6805791	0.6149880	0.1274096	0.7021923	0.5652670	0.7517020	0.8096204	0.6723797	0.6937516
350	0.2140548	0.6517495	0.6729806	0.0978930	0.5774833	0.6225514	0.7451595	0.6011292	0.7074377	0.7026759
400	0.2101548	0.7951176	0.6371243	0.1298057	0.6303376	0.5874670	0.5834956	0.7733056	0.7603917	0.6699909
450	0.2085659	0.7003805	0.6736989	0.1253159	0.7011934	0.5483141	0.6989698	0.7265047	0.6106418	0.6819794
500	0.2108584	0.7800335	0.6634039	0.1127785	0.6274063	0.5621243	0.7029379	0.7409588	0.6452353	0.7590080
550	0.2716430	0.6472123	0.5987123	0.0761880	0.7029473	0.5812789	0.7320186	0.8344320	0.6561478	0.7287394
600	0.1915447	0.6448804	0.7331324	0.0874377	0.6623442	0.7912234	0.7767473	0.6048088	0.7051045	0.6334872
650	0.2341089	0.7041601	0.6656793	0.0763971	0.7299146	0.7118144	0.6911950	0.8009022	0.8801774	0.7774986
700	0.2731759	0.7753041	0.7997640	0.0657750	0.6141677	0.7116359	0.6073860	0.7808238	0.8182465	0.6611805
750	0.2408571	0.7779437	0.6356399	0.1063168	0.7210232	0.7298655	0.8069539	0.7691614	0.7887402	0.7980982
800	0.2743149	0.6447363	0.8525028	0.1058446	0.8569579	0.7370968	0.7296820	0.7222327	0.7361368	0.8668302
850	0.3400802	0.6199181	0.6573206	0.0642496	0.7468115	0.7393912	0.7072789	0.6608795	0.7477118	0.6921729
900	0.2983788	0.7683672	0.5741649	0.0711062	0.6662767	0.7167218	0.7939351	0.6482469	0.6198250	0.7639419
950	0.2770517	0.7244385	0.6648021	0.1066602	0.5531319	0.6826699	0.8799482	0.8762296	0.6517771	0.7836691
1000	0.2402625	0.5665894	0.8885495	0.1271789	0.7068594	0.8235048	0.7502408	0.8247977	0.8573880	0.6676777

0	0.2231921	0.6775376	0.7290798	0.0718022	0.7695105	0.6406720	0.6696485	0.9053840	0.7076573	0.7203355
50	0.3546351	0.7803239	0.6876671	0.0915194	0.8006156	0.6977426	0.7907776	0.6333244	0.8388481	0.9754093
100	0.4534731	0.8468711	0.6122803	0.0870511	0.9096505	0.7285961	0.7426958	0.3833202	0.5793456	0.7479477
150	0.4112449	0.7516395	0.7109998	0.0949021	0.8515713	0.6719620	0.6921325	0.2897841	0.6304802	0.6638732
200	0.4508528	0.6566265	0.6640040	0.0736710	0.7695803	0.7358836	0.9074232	0.2580984	0.7600360	0.8600435
250	0.4054868	0.7089571	0.6938076	0.0648369	0.7525564	0.7303730	0.6995675	0.2207345	0.6950373	0.5756628
300	0.4441081	0.7270904	0.6868098	0.0724292	0.9436943	0.7294722	0.5881083	0.1918011	0.7591885	0.7051403
350	0.5537727	0.8181090	0.5879594	0.0764613	0.7710909	0.8221273	0.7952912	0.2680153	0.7187206	0.7243295
400	0.5978071	0.7057799	0.5954673	0.0829064	0.7176438	0.8220887	0.6028184	0.2271799	0.7443730	0.7787152
450	0.6917454	0.8528275	0.6342908	0.0798022	0.7899951	0.6204992	0.7432296	0.1744138	0.8658588	0.7491188
500	0.6361226	0.7438227	0.6957521	0.0753759	0.6778142	0.7489870	0.6696072	0.1679508	0.7185729	0.6560747
550	0.4122831	0.7699748	0.7210664	0.0853939	0.7637882	0.7103815	0.6581338	0.4119317	0.8291693	0.7215320
600	0.3538976	0.7254732	0.7230002	0.1436497	0.7293859	0.8554072	0.6369050	0.5800331	0.7641676	0.7462989
650	0.3691011	0.6446488	0.6700538	0.0902010	0.6229333	0.7571877	0.7314253	0.6302007	0.7670333	0.9093478
700	0.3188560	0.6775999	0.7401454	0.0843668	0.7820942	0.7230417	0.6555535	0.7132132	0.8737473	0.6918575
750	0.2104264	0.7978772	0.6334699	0.0933980	0.7264752	0.8401439	0.7580458	0.6984452	0.7026147	0.8134215
800	0.3315479	0.9284445	0.6962044	0.0971287	0.8416673	0.8190275	0.6851007	0.7771472	0.7149787	0.8490074
850	0.2785167	0.7405145	0.8501876	0.1089011	0.7163339	0.7250631	0.6281867	0.7499327	0.6874391	0.7016415
900	0.2441482	0.7703066	0.7020419	0.1125924	0.7102172	0.8337681	0.7113836	0.7534876	0.8549574	0.8312730
950	0.2935762	0.7684780	0.6824063	0.1144611	0.8705333	0.7140829	0.8074315	0.7776659	0.8493443	0.6229404
1000	0.3567008	0.7881959	0.8086349	0.0995963	0.8462728	0.7426309	0.6956990	0.7112137	0.7270443	0.7648537

0	0.3201964	0.6925506	0.7487813	0.0422018	0.8309468	0.7680860	0.6507110	0.7727419	0.6963271	0.8028744
50	0.3949535	0.8374565	0.7533337	0.0556480	0.5710332	0.6675051	0.7051342	0.8380796	0.6045944	0.5411901
100	0.4249054	0.8799653	0.6288610	0.0811062	0.5198271	0.8863467	0.6611768	0.7741052	0.6492094	0.3502164
150	0.4457677	0.8789599	0.6982767	0.1003196	0.4773151	0.7893245	0.6890629	0.6660184	0.8042725	0.1948811
200	0.4016642	0.8209862	0.6898702	0.0931928	0.3770110	0.8244419	0.7373461	0.6477106	0.5461980	0.1238068
250	0.4292737	0.6695386	0.6450512	0.0950594	0.4337890	0.7345084	0.6671402	0.6427941	0.7140584	0.1053623
300	0.5164073	0.7074701	0.7575147	0.1472596	0.4568935	0.8363989	0.6856799	0.6986157	0.8535503	0.1635315
350	0.4584781	0.7040119	0.6452863	0.0764816	0.5150324	0.7696585	0.6327905	0.6963564	0.7808347	0.1600477
400	0.4397047	0.6183361	0.6591869	0.1649830	0.3648154	0.7314002	0.6739923	0.7201476	0.8740460	0.1006413
