YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C
0.1385578	0.3571281	0.6007769	0.7528643	0.0496866	0.1833212	0.7311478	0.2393532	0.1709027	0.6692480
0.4707071	0.1946676	0.5523566	0.6771110	0.0823658	0.1159761	0.7125147	0.0681429	0.2237419	0.7374550
0.3281979	0.4394536	0.2664234	0.8453970	0.0715590	0.2335883	0.7331133	0.1911716	0.1869870	0.8504468
0.2148713	0.2838110	0.5857108	0.3741638	0.0607207	0.2152744	0.7707916	0.1333171	0.1686536	0.8030491
0.3529578	0.3368494	0.5679248	0.9357764	0.0389015	0.2176443	0.7701925	0.0979336	0.1790765	0.6861307
0.2791293	0.3960317	0.5509271	0.7838985	0.0200277	0.0703786	0.5686616	0.2727618	0.1151745	0.7076737
0.2790719	0.3994987	0.5377510	0.7361508	0.1492272	0.2441614	0.4288182	0.2065554	0.3273350	0.8128818
0.3178361	0.4626324	0.5406144	0.8351229	0.0389746	0.1989018	0.7714450	0.0848947	0.1814948	0.8709162
0.3208224	0.2757894	0.5074347	0.7115462	0.0400964	0.0794402	0.7484423	0.1870506	0.0525037	0.7248794
0.2909566	0.3031803	0.5562633	0.8536330	0.0440446	0.3071381	0.7836532	0.1620368	0.3208284	0.3935575
