"Time"	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C

0	1.0766847	0.7589297	0.4355407	0.2423319	0.1471274	0.0940422	0.7557541	0.8230459	0.4423605	1.0524585
50	0.9406117	0.9393511	0.4275764	0.1364332	0.1545455	0.0862752	0.9170059	0.7890878	0.4733512	0.4507339
100	0.9433333	0.8259977	0.3548497	0.2006439	0.1951585	0.0904463	0.9400341	0.6976895	0.5619003	0.3900086
150	0.9657366	0.7537247	0.4438130	0.1833894	0.2351903	0.0831177	0.9134855	0.6561179	0.6446935	0.3668596
200	1.0457132	0.8086321	0.4681598	0.3174060	0.2196744	0.0880700	0.9520193	0.5904009	0.6362336	0.3439747
250	1.0186949	0.8467730	0.4899435	0.3314992	0.1666383	0.0797695	0.8908436	0.4732098	0.6489221	0.3163297
300	1.0059909	0.8605411	0.5345459	0.2321648	0.1567315	0.0989626	0.8838569	0.4182313	0.7248742	0.2827542
350	0.9339093	0.8815777	0.5225085	0.2115584	0.2319387	0.0915942	0.8294117	0.2700649	0.7864125	0.3056307
400	0.9718578	0.9281952	0.5223438	0.3351875	0.1907007	0.1050944	0.8258389	0.2826466	0.8219642	0.3627760
450	1.0151401	0.9181124	0.6563763	0.2675820	0.1870285	0.1021745	0.8032125	0.2352236	0.7568731	0.3506473
500	1.0031410	0.9795854	0.5769100	0.2058942	0.2279821	0.1087660	0.8071078	0.1939279	0.7523038	0.3601708
550	0.9870714	1.0389557	0.5419535	0.2970779	0.2330505	0.0859096	0.7507894	0.1585067	0.7052262	0.8728623
600	1.0460488	0.8532359	0.5886483	0.3715982	0.2634966	0.1004747	0.7970168	0.2318965	0.6200113	0.9398220
650	1.0844797	0.9026092	0.6414335	0.4185637	0.1555349	0.1245278	0.7097909	0.4136059	0.4565180	0.9287635
700	1.0199403	0.8197015	0.6455770	0.3149815	0.2056964	0.1113791	0.6862468	0.7607553	0.3989186	0.9129169
750	1.0175350	0.8479729	0.6489160	0.2300982	0.2554719	0.1174148	0.6746070	0.8181690	0.4103543	0.9712200
800	1.0198327	0.8957026	0.4949237	0.3106734	0.2525557	0.1230071	0.7614492	0.7984451	0.3606580	0.9284991
850	0.9877209	0.8724822	0.5221955	0.3823617	0.2403087	0.1329602	0.7015524	0.8352516	0.4424147	0.9449829
900	0.9042805	0.8510964	0.6134814	0.3211292	0.2336486	0.1063447	0.7444637	0.8718690	0.4111119	1.0179225
950	1.0366770	0.9007289	0.6762045	0.3458731	0.2385361	0.1067322	0.7240199	0.7800775	0.4228539	1.0238377
1000	0.9968422	0.9062659	0.6447125	0.3799077	0.2227306	0.0949198	0.7183959	0.8705596	0.4371935	1.0562622

0	1.0766847	0.7589297	0.4355407	0.2423319	0.1471274	0.0940422	0.7557541	0.8230459	0.4423605	1.0524585
50	0.9312999	0.8181828	0.4423940	0.2494641	0.2299424	0.0669959	0.9532686	0.3200617	0.4310971	0.7005558
100	0.9197780	0.8633607	0.5760958	0.1995294	0.1493609	0.0906182	0.8384239	0.2036248	0.4821233	0.5552392
150	0.9640312	1.0029136	0.4366339	0.1870243	0.2608487	0.0972962	0.7351401	0.1497445	0.5267819	0.6382096
200	0.9432647	1.0057847	0.3633198	0.2471832	0.2181645	0.1010510	0.8047927	0.1022505	0.5081646	0.6317332
250	1.0514748	0.9355498	0.5571195	0.2647009	0.1234705	0.0914402	0.8632863	0.1110471	0.4864812	0.6564640
300	1.0614865	0.9924944	0.5604065	0.2190307	0.1156758	0.0653563	0.8967524	0.1274430	0.5534256	0.6197534
350	0.9939554	0.9928483	0.4355599	0.1612526	0.1010791	0.0752033	0.8568429	0.0936513	0.5908519	0.5822615
400	1.0821202	0.9993739	0.4505500	0.1654948	0.0903569	0.0836256	0.8411820	0.0742273	0.5481710	0.6677981
450	1.1167576	0.9231124	0.4108470	0.1227133	0.1337103	0.0950643	0.8177540	0.1252530	0.5531988	0.6020433
500	0.9330252	1.0166325	0.3470622	0.1256990	0.0881576	0.0664582	0.9011834	0.0936947	0.5313178	0.5882797
550	1.0184557	0.7970822	0.3187079	0.0917131	0.0858133	0.0849991	0.9223988	0.4767114	0.5450453	0.9485857
600	1.0032135	0.7885633	0.3070431	0.1000565	0.1279857	0.0987858	0.9610516	0.6777984	0.4931675	0.9425581
650	0.9811133	0.7948107	0.3010654	0.0918153	0.1159617	0.1103284	0.9228812	0.6533304	0.4155125	1.0311575
700	0.8948867	0.8143885	0.3568203	0.1986150	0.1606073	0.0677073	0.8960919	0.6877164	0.3784435	0.9868721
750	0.9657247	0.8299711	0.4138569	0.1906957	0.1445365	0.0701915	0.8626259	0.8792951	0.3602169	0.9988552
800	0.9450388	0.9119476	0.4175109	0.1611433	0.1468850	0.0861159	0.8370122	0.8450282	0.3767864	0.9554447
850	0.9695117	0.8943763	0.3969192	0.1672739	0.1755621	0.0860453	0.8183763	0.8791192	0.3719732	0.9448615
900	0.9858488	0.8012732	0.3533603	0.1787581	0.2009686	0.0962542	0.7718133	0.9379054	0.3292499	0.9489346
950	0.9927691	0.8094213	0.4521571	0.2224772	0.1480888	0.0720480	0.7786094	0.9168503	0.3346978	0.9725281
