YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W
0.0000042	0.0131622	0.0533205	0.8563352	0.9229055	1.0000000	0.0373546	0.9985368	0.0458552	1.0000000
0.9999979	0.0000056	0.0533205	0.8563352	0.9229055	1.0000000	0.0373545	0.9985368	0.0458552	1.0000000
0.3058937	0.9999981	0.0000000	0.8410321	0.9099052	0.8486854	0.6407289	0.9985368	0.0458552	1.0000000
0.9999987	0.0004066	0.9999563	0.0000038	0.9229055	1.0000000	0.0373545	0.9985368	0.0458552	1.0000000
0.9996570	0.0093956	0.0559350	0.6905566	0.0000002	1.0000000	0.0373546	0.9985368	0.0458552	1.0000000
0.9999991	0.0004058	0.9999810	0.0027765	0.0511194	0.0000000	0.0373545	0.9985368	0.0458552	1.0000000
0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	1.0000000	0.0000069	0.9985368	0.0458552	1.0000000
0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	1.0000000	0.0373545	0.0000055	0.0458552	1.0000000
0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	1.0000000	0.0294386	0.9999992	0.0000017	1.0000000
0.9993805	0.0128880	0.0534943	0.8392961	0.9087968	0.8395741	0.6485710	0.2655293	1.0000000	0.0000000
