YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C
0.1467905	0.2408335	0.0356637	0.0592315	0.9986663	0.6418182	0.5304383	0.5525698	0.9966548	1.0000000
0.2930694	0.1204169	0.0356637	0.0592315	0.9986663	0.6418182	0.5304383	0.5525698	0.9966548	1.0000000
0.2935763	0.2404762	0.0178318	0.0592315	0.9986663	0.6418182	0.5304383	0.5525698	0.9966548	1.0000000
0.2935784	0.2406384	0.0214069	0.0296158	0.9986663	0.6418182	0.5304383	0.5525698	0.9966548	1.0000000
0.2935822	0.2409392	0.0394211	0.0656299	0.4993342	0.6418182	0.5304383	0.5525698	0.9966548	1.0000000
0.3539779	0.2408384	0.0358847	0.0596334	0.7238975	0.2019449	0.3418945	0.5525698	0.9966548	1.0000000
0.4321176	0.3619286	0.2192581	0.2701073	0.2964665	0.1377788	0.1696063	0.5525698	0.9966548	1.0000000
0.4862356	0.4259432	0.6945702	0.9999790	0.0263166	0.0494006	0.0790347	0.2762849	0.9966548	1.0000000
0.4902400	0.4363686	0.6945522	0.9999764	0.0258930	0.0475273	0.0758148	0.2512258	0.4983274	1.0000000
0.2992423	0.2424571	0.0356637	0.0592316	0.9984685	0.6216939	0.5088637	0.5460289	0.9828424	0.5000000
