"Time"	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W

0	0.3446179	0.7577375	0.0403501	0.8530715	0.0683337	0.1915114	0.8148441	0.7137437	0.6232914	0.2068192
50	0.4061806	0.4108360	0.0053970	0.7659409	0.0783988	0.0437755	0.7208564	0.6711943	0.6141199	0.1970880
100	0.2775946	0.4077729	0.0045603	0.8168215	0.0836119	0.0793510	0.7658721	0.6833195	0.6007318	0.1427189
150	0.1772907	0.3650878	0.0024701	0.8162444	0.0682622	0.0312540	0.5863159	0.6260280	0.5775230	0.3146233
200	0.2319007	0.4100477	0.0048668	0.6939454	0.0500384	0.0531021	0.7164007	0.7953234	0.5614258	0.1255569
250	0.2587521	0.3681020	0.0046447	0.7210310	0.0497147	0.0091264	0.7581689	0.7561362	0.6397225	0.1844378
300	0.3412377	0.3975820	0.0000091	0.7281543	0.0808662	0.0167846	0.7133859	0.8517785	0.5213782	0.2332004
350	0.2955583	0.4180685	0.0013226	0.7798236	0.0971926	0.0339786	0.7462647	0.7234937	0.7787440	0.1321825
400	0.1900859	0.4234611	0.0012907	0.7402517	0.0643144	0.0210246	0.6706143	0.7392729	0.6493270	0.1665488
450	0.1626929	0.3538401	0.0030611	0.8170494	0.0507778	0.0201336	0.8574950	0.7862224	0.7618986	0.1190865
500	0.3021149	0.3009487	0.0044180	0.7845268	0.0686924	0.0290507	0.6504211	0.6828498	0.6431016	0.1468069
550	0.2343141	0.5115169	0.0116243	0.7876802	0.0379202	0.1573704	0.6939734	0.6829391	0.6202153	0.1150553
600	0.2908825	0.4699354	0.0191192	0.6678300	0.0473737	0.1969379	0.7030749	0.7426213	0.5971887	0.1339044
650	0.2842251	0.4261122	0.0113184	0.8409560	0.0648088	0.2609441	0.7848828	0.6430414	0.5756939	0.2697215
700	0.3221991	0.5602026	0.0299847	0.6650881	0.0356814	0.2231891	0.6598736	0.7992352	0.5128402	0.2980429
750	0.3417238	0.4832795	0.0335810	0.7549676	0.1048779	0.1722115	0.7995962	0.8233300	0.6966227	0.2820884
800	0.3665303	0.4203157	0.0661556	0.6991422	0.0580565	0.1759160	0.7121553	0.7302680	0.5776985	0.2201436
850	0.3242925	0.6228193	0.0950610	0.8956681	0.0835861	0.1496166	0.7867104	0.7617403	0.6276137	0.1765602
900	0.4122813	0.6900555	0.0110745	0.7025576	0.1059073	0.2011459	0.7991777	0.6406414	0.6167177	0.2919129
950	0.3463265	0.5790734	0.0235655	0.8902173	0.0624720	0.2709667	0.7003505	0.6582342	0.5226629	0.1982413
1000	0.4215184	0.5154056	0.0323914	0.7487676	0.1021290	0.2032084	0.9775514	0.7127630	0.5037525	0.2034805

0	0.3582352	0.6676835	0.0382347	0.7535319	0.0545298	0.2585161	0.8695589	0.7104811	0.5576355	0.1597945
50	0.3199072	0.1464606	0.0099522	0.5765861	0.0674445	0.1693288	0.7651985	0.6720467	0.6333705	0.0849767
100	0.1587042	0.0934892	0.0073557	0.7170869	0.0597537	0.2141247	0.7055625	0.6830222	0.7915712	0.1085190
150	0.0887507	0.0690339	0.0130594	0.6824446	0.0616928	0.2760903	0.7093005	0.6696425	0.7545236	0.0526988
200	0.0290179	0.0469360	0.0096034	0.7606927	0.0795526	0.2047029	0.8390950	0.6113691	0.7094177	0.1090040
250	0.0311259	0.0645869	0.0047789	0.5402454	0.0803585	0.2182424	0.7017755	0.7080776	0.7369778	0.1066737
300	0.0350858	0.0378615	0.0019953	0.5566089	0.0869380	0.1776247	0.9237036	0.5609206	0.7915156	0.0663317
350	0.0357751	0.0488975	0.0011033	0.6304285	0.0802025	0.2394576	0.7038857	0.8065119	0.5668501	0.0804597
400	0.0681352	0.0648288	0.0050223	0.5925347	0.0566192	0.2334150	0.8558449	0.8561169	0.7253081	0.1368191
450	0.0531483	0.0709365	0.0081814	0.7029288	0.1283946	0.2122599	0.8687108	0.6776418	0.7149496	0.0731508
500	0.0448882	0.0547200	0.0047003	0.7146396	0.0924704	0.1689878	0.8340181	0.6210343	0.6378278	0.0720880
550	0.1165407	0.2882080	0.0353449	0.7605784	0.0834804	0.2104537	0.6837400	0.7052071	0.7938285	0.1424337
600	0.1381370	0.3759430	0.0252423	0.6863978	0.0736738	0.2166553	0.7333683	0.7379347	0.5759085	0.0865895
650	0.1486198	0.4604175	0.0283792	0.5974384	0.1024266	0.1831407	0.7089209	0.8857018	0.6938493	0.1562610
700	0.2394222	0.4736849	0.0382364	0.5507820	0.0694872	0.2344889	0.7494840	0.7992249	0.6436034	0.1707781
750	0.3112590	0.6020295	0.0271019	0.6682607	0.0645567	0.1791139	0.7820897	0.6151588	0.6061919	0.1339645
800	0.3102526	0.5993814	0.0481106	0.5815164	0.1014798	0.1801020	0.7332294	0.6200847	0.5846141	0.1885113
850	0.3347414	0.5384209	0.0318170	0.7276171	0.0514648	0.2980852	0.6847197	0.5438395	0.6876024	0.1626077
900	0.3292027	0.4820414	0.0328905	0.5866073	0.0949925	0.2312966	0.8283993	0.5658975	0.6893996	0.1202884
950	0.2169730	0.4762746	0.0466100	0.6633670	0.0495665	0.2347799	0.8235944	0.8009744	0.6327568	0.1481616
1000	0.2524109	0.5165655	0.0568303	0.4954248	0.0754820	0.1875087	0.8473474	0.7534394	0.6223940	0.1246086

0	0.3652274	0.6662064	0.0530779	0.7502227	0.0701929	0.2337165	0.7635004	0.6656479	0.6748092	0.2059578
50	0.4801736	0.5908863	0.0688372	0.6921725	0.4045613	0.2977671	0.6999773	0.6520833	0.5721595	0.3513029
100	0.5352374	0.5661309	0.0519391	0.6142317	0.5652808	0.1572552	0.6427568	0.6368743	0.7234895	0.2338433
150	0.6949264	0.5917223	0.0598383	0.6285562	0.5504223	0.2370248	0.7516276	0.6766782	0.5519290	0.1557719
200	0.6153912	0.4448094	0.0378264	0.7687695	0.5020870	0.3107224	0.6570113	0.6180535	0.8505515	0.1606073
250	0.6294728	0.4738673	0.0323826	0.8674437	0.6136806	0.2348906	0.6621865	0.7359076	0.6036258	0.1566961
300	0.6958533	0.5197610	0.0221102	0.5274116	0.5452875	0.2763413	0.7537336	0.6570600	0.6745028	0.1070141
