YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C
0.0000031	0.0703799	0.1039396	0.1977659	0.2493944	0.6262668	0.0681266	0.0094006	0.9819995	1.0000000
0.1734324	0.0000016	0.1039396	0.1977659	0.2493944	0.6262668	0.0681266	0.0092959	0.9819995	1.0000000
0.1734320	0.0701399	0.0000007	0.1977658	0.2493944	0.6262668	0.0681266	0.0093993	0.9819997	1.0000000
0.0296157	0.0701403	0.0233229	0.0000049	0.2493944	0.6262668	0.0681266	0.0083771	0.9999988	1.0000000
0.6568651	0.6855633	0.9981118	0.9999982	0.0000000	0.9074561	0.5676326	0.7038546	0.1929557	1.0000000
0.6285783	0.6846538	0.9970084	0.9172361	0.0046705	0.0000000	0.5646921	0.7023837	0.2240668	1.0000000
0.1987911	0.0896042	0.1822426	0.2604611	0.0788160	0.1388253	0.0000000	0.0569433	0.9653340	1.0000000
0.1734323	0.0703799	0.1039395	0.1977659	0.2493944	0.6262668	0.0681266	0.0000051	0.9819996	1.0000000
0.1444919	0.0701607	0.0560253	0.1653841	0.3392681	0.7316292	0.1304552	0.4521900	0.0000000	1.0000000
0.1734324	0.0703799	0.1039396	0.1977659	0.2493944	0.6262668	0.0681266	0.0083768	0.9999996	0.0000018
