YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C
0.4001033966364344	0.0	-0.7746980467345566	-0.5723067151848227	0.0	0.0	0.0	0.0	-0.02530001034028828	-0.10009271535091102
0.9298615149622789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	-0.07660214509814978	0.0	0.11964905664526848	0.9264956444554854	0.0	0.0	0.0
0.022409810584970328	0.0	-0.46967375464737415	0.0	0.0	0.5271969270633253	0.0	0.0	0.0	-0.46409571869298816
0.0	0.0	0.0	0.0	0.0	0.0	0.21579282098048216	-0.1868980519939214	0.0	0.0
0.0	-6.375757496443271E-4	-0.7820121112745255	0.0	0.8241803112988485	0.24206733873316078	0.0	0.0	0.0	0.0
0.0	0.4416823696826014	0.0	0.0	0.0	0.0	0.0	0.0	-0.08112321840599179	-0.8892858834005892
0.0	0.21027030912380548	0.0	0.0	0.0	0.7610258558505866	0.24208256295480615	0.0	0.0	0.0
0.0	0.21007090108621748	0.0	0.0	0.1029465326656712	0.0	0.7935620673985112	0.0	0.0	0.0
0.0	0.0	-0.8038000045344234	-0.15574397891759872	0.0	0.7561201893930974	0.0	0.0	0.0	-0.012570935767143965
