"Time"	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W

0	0.0529403	0.6182594	0.7645805	0.0378461	0.2109623	0.3180319	0.4810981	0.0518703	0.7855948	0.8065132
50	0.0220007	0.5675353	0.7771782	0.0266178	0.5409024	0.5229362	0.2417258	0.0072739	0.5843404	0.8083091
100	0.0037897	0.6453140	0.6742491	0.0570952	0.6485834	0.4590749	0.1520482	0.0015782	0.8064750	0.8868289
150	0.0139006	0.6466039	0.8358985	0.0701567	0.5662761	0.5871881	0.1275107	0.0030889	0.6190689	0.7950655
200	0.0125961	0.6152438	0.7653698	0.0690844	0.5729342	0.3883696	0.1302489	0.0019848	0.7732272	0.7012786
250	0.0218994	0.6511357	0.5739851	0.1267195	0.5890233	0.4179943	0.0414949	0.0020366	0.6341899	0.8652931
300	0.0292435	0.6853345	0.6010091	0.1774305	0.7272991	0.5021215	0.0593381	0.0036547	0.6658836	0.7125185
350	0.0169800	0.6372479	0.5872506	0.1884337	0.6264304	0.4226519	0.1169012	0.0101203	0.7381395	0.9368582
400	0.0148282	0.6149189	0.4807170	0.2080350	0.4859516	0.4318996	0.1173926	0.0035617	0.6940838	0.7986184
450	0.0244608	0.5232408	0.4369580	0.1944611	0.5409829	0.4582309	0.1310387	0.0014785	0.8886142	0.8534649
500	0.0239713	0.4424508	0.3802153	0.1719226	0.7216328	0.4264222	0.0988739	0.0042323	0.7803171	0.8331834
550	0.0316872	0.4854252	0.4154388	0.1034103	0.2683197	0.0967596	0.4094067	0.0302872	0.7618995	0.7836005
600	0.1064661	0.4165636	0.3842439	0.0574201	0.1045209	0.1839944	0.3990452	0.0360320	0.8031467	0.6711985
650	0.1314547	0.5746966	0.5939132	0.0303939	0.0925924	0.3031078	0.4948213	0.0511618	0.7313275	0.8092556
700	0.1428352	0.5752321	0.5492113	0.0138151	0.0917948	0.3015819	0.4729113	0.0492945	0.6699827	0.7379248
750	0.0639548	0.6469018	0.6811534	0.0285862	0.1405316	0.3357528	0.5123124	0.0600552	0.6066325	0.7383944
800	0.0503091	0.7853267	0.7123573	0.0025591	0.1911575	0.2583796	0.4777497	0.1200266	0.6523230	0.7379272
850	0.0403785	0.8424669	0.6839835	0.0074091	0.1826121	0.2513464	0.4008587	0.0659528	0.5520082	0.7077926
900	0.0467869	0.6586708	0.7099376	0.0126227	0.1434373	0.3466145	0.4693257	0.0252464	0.7979236	0.6632761
950	0.0210827	0.8809479	0.6516472	0.0193615	0.1558549	0.3213786	0.3756562	0.0453185	0.8108878	0.8434134
1000	0.0086849	0.6473792	0.7008961	0.0126463	0.1593933	0.3289068	0.4074216	0.0294187	0.7519660	0.7003654

0	0.0383214	0.7954466	0.8116391	0.0061598	0.1582188	0.3129797	0.4698017	0.0460345	0.7414007	0.8017774
50	0.0081246	0.7451683	0.3656482	0.0168748	0.2023784	0.5894712	0.3116650	0.0606143	0.6018500	0.7230554
100	0.0082500	0.5972892	0.4150808	0.0052898	0.3266032	0.6733862	0.2856722	0.0627694	0.6907245	0.8485773
150	0.0309770	0.4658718	0.3467930	0.0205294	0.2741189	0.6995438	0.2772068	0.0472917	0.7011774	0.6364312
200	0.0111967	0.4967698	0.2775793	0.0449127	0.4733592	0.6307619	0.2986877	0.0858686	0.8044383	0.9273092
250	0.0205181	0.4490514	0.4059530	0.0430936	0.3110914	0.6272226	0.3445941	0.0633344	0.7629837	0.7181927
300	0.0235461	0.4201860	0.3792792	0.0522761	0.4490469	0.7302808	0.4125252	0.0277013	0.8600463	0.8416257
350	0.0184290	0.3236066	0.3556720	0.0517042	0.4026617	0.6008333	0.4193105	0.0562722	0.6876747	0.7879145
400	0.0300978	0.3130015	0.4342679	0.0531338	0.3589671	0.6229244	0.4887113	0.0396384	0.7379931	0.7269733
450	0.0411429	0.3896917	0.4261137	0.1084547	0.4327644	0.5611395	0.2941045	0.0464317	0.6185698	0.7367526
500	0.0347254	0.3778649	0.3638573	0.0411073	0.3547233	0.6009573	0.3099582	0.0658355	0.6204712	0.8129691
550	0.0291649	0.4207832	0.4400313	0.0613884	0.4181773	0.3975344	0.3509663	0.0466002	0.7459767	0.6285087
600	0.0299242	0.4788860	0.6654165	0.0661189	0.3259893	0.3560930	0.4516567	0.0367670	0.8021603	0.7738699
650	0.0842280	0.5857768	0.5668422	0.0306909	0.3017848	0.3411223	0.4034876	0.0238683	0.8232714	0.7149018
700	0.0407428	0.7377460	0.6895092	0.0242608	0.1633290	0.3205920	0.4360819	0.0651918	0.7166877	0.7262182
750	0.0215593	0.6434299	0.7767122	0.0325357	0.1074672	0.3477800	0.5040247	0.0664118	0.6400443	0.7653089
800	0.0654181	0.8000537	0.7631862	0.0275532	0.1745740	0.3693487	0.3923615	0.0676972	0.6344131	0.6949819
850	0.0238708	0.6819903	0.8463582	0.0178771	0.0864129	0.2774511	0.4292061	0.0648502	0.7738268	0.7219668
900	0.0369969	1.0000000	0.8113885	0.0099039	0.1590019	0.1969759	0.5150450	0.0328585	0.7765173	0.8532397
950	0.0229112	0.6824220	0.8041819	0.0125790	0.1529534	0.3528249	0.4730924	0.0690065	0.7254407	0.9221421
1000	0.0344947	0.6808997	0.6761494	0.0197380	0.1654242	0.2718394	0.4634501	0.0222597	0.7786902	0.8180591

0	0.0342873	0.6959864	0.7551596	0.0128926	0.1623788	0.3069084	0.4530507	0.0442223	0.7609710	0.8134044
50	0.0115993	0.6760969	0.8152194	0.1310669	0.1588015	0.5010372	0.4151913	0.0457235	0.6973528	0.7300739
100	0.0021180	0.6855464	0.6740024	0.1873643	0.3285119	0.5823921	0.3983228	0.0430813	0.6734962	0.6859311
150	0.0077993	0.5643562	0.5985071	0.1507413	0.2880288	0.6385518	0.4773494	0.0487171	0.6558721	0.7084999
200	0.0011779	0.6692726	0.5955999	0.0951684	0.3983191	0.6769133	0.5441385	0.0469049	0.7799635	0.8457416
250	0.0056462	0.6682717	0.5913052	0.1680872	0.4127962	0.5982114	0.4479160	0.0619646	0.7597721	0.7165347
300	0.0020760	0.6363187	0.5276477	0.1628255	0.3200229	0.6752476	0.3719626	0.0459444	0.7045443	0.7221710
350	0.0007834	0.6084543	0.4866798	0.2126209	0.4421482	0.5772522	0.3978593	0.0927179	0.7995387	0.6944876
400	0.0237696	0.6148047	0.4932270	0.1440145	0.3911556	0.6849735	0.4014241	0.0337540	0.6100603	0.7235966
450	0.0040782	0.6502738	0.5398223	0.1990612	0.3711453	0.7206523	0.4618839	0.0350694	0.8406623	0.9056968
500	0.0012421	0.6374698	0.4120289	0.2369277	0.4112265	0.5996256	0.3392610	0.0293675	0.7125166	0.7873471
550	0.0187467	0.5616126	0.5324456	0.1124758	0.3667586	0.3325505	0.4411455	0.0970347	0.7249036	0.7947258
600	0.0396136	0.6809517	0.5618909	0.0738852	0.2099600	0.2898769	0.4784028	0.0637810	0.8110714	0.7904707
650	0.0348326	0.5944170	0.5307464	0.0703093	0.1791135	0.3783335	0.3781934	0.0320690	0.6643329	0.7231470
700	0.0349319	0.6736003	0.6608144	0.0585806	0.2043371	0.2943298	0.3949272	0.0205575	0.7058434	0.7448919
750	0.0271738	0.6144522	0.6308093	0.0218288	0.2227885	0.2331554	0.4586779	0.0270790	0.6010557	0.7602930
800	0.0360324	0.6989296	0.7103233	0.0231607	0.1722234	0.1898317	0.3836750	0.0327697	0.6378774	0.7473821
850	0.0341336	0.6210198	0.7467971	0.0057559	0.1564737	0.3510868	0.3768115	0.0402370	0.8078359	0.8394199
900	0.0658236	0.7009429	0.7096550	0.0150027	0.1614093	0.2899404	0.3899529	0.0349600	0.7582119	0.7204101
950	0.0475866	0.6082592	0.7574023	0.0072075	0.1451259	0.2842152	0.4145324	0.0509267	0.8174816	0.7809423
1000	0.0114867	0.6915063	0.6514246	0.0050806	0.2179169	0.2797516	0.4490006	0.0384347	0.8159672	0.7473071

0	0.0379108	0.7953855	0.7087765	0.0079597	0.1884222	0.2972442	0.4550359	0.0611600	0.7230534	0.8028289
50	0.0699205	0.5778963	0.9300374	0.0126395	0.5737516	0.2830429	0.1614912	0.0558619	0.6675797	0.7051386
100	0.0379301	0.5617771	0.6910179	0.1169518	0.7033628	0.2346471	0.1156994	0.0441354	0.7600481	0.8506521
150	0.0599730	0.8087620	0.6641760	0.1754072	0.7240907	0.3436417	0.0538488	0.0391755	0.7871116	0.8025328
200	0.0360494	0.6790182	0.6346386	0.2593839	0.7751055	0.2140471	0.0381135	0.0287351	0.8715850	0.8007371
250	0.0365928	0.6323487	0.4918433	0.2776875	0.7005643	0.3676245	0.0573701	0.0276932	0.6564357	0.7614800
300	0.0224867	0.5474785	0.3464691	0.3034980	0.6920747	0.2431508	0.0594474	0.0565398	0.7251967	0.6482378
350	0.0633759	0.4255374	0.3415627	0.3501507	0.6667593	0.2659792	0.0780227	0.0453216	0.6860361	0.8242922
400	0.0644749	0.3835228	0.3396757	0.3314346	0.7619828	0.4217763	0.0949793	0.0481863	0.6406359	0.7391558
450	0.1254006	0.3569745	0.2317087	0.2868601	0.7580516	0.4053390	0.0725354	0.0437706	0.7967407	0.6874497
500	0.2800003	0.2505668	0.2666590	0.2180037	0.6938693	0.3052669	0.1200698	0.0760033	0.6989471	0.7395160
550	0.3474426	0.1454390	0.3097022	0.1565395	0.2558751	0.3775271	0.3638443	0.0557814	0.7624161	0.8680662
600	0.4119083	0.2371062	0.4379885	0.1055675	0.1921010	0.3769259	0.4701348	0.0682252	0.7486522	0.8104901
650	0.1901212	0.4432874	0.6259540	0.0303867	0.2175347	0.3831708	0.4523537	0.0622583	0.6968905	0.7531984
700	0.0866231	0.6080343	0.6984186	0.0205733	0.2136884	0.3526576	0.4170748	0.0655995	0.8090312	0.8637562
750	0.0446378	0.6325320	0.7155127	0.0384398	0.1478893	0.2945596	0.4713102	0.0220986	0.7370141	0.7985210
800	0.0242037	0.7055613	0.7506843	0.0152370	0.2340927	0.2854731	0.3851291	0.0527235	0.7883142	0.7325747
850	0.0526306	0.8108422	0.6930891	0.0099641	0.1469359	0.4007302	0.5107155	0.0744027	0.7712927	0.7287535
900	0.0192508	0.8119500	0.7137090	0.0136793	0.2008654	0.4136171	0.4868705	0.0222003	0.5860525	0.5316588
950	0.0534449	0.6130860	0.7418503	0.0168147	0.0975178	0.2692924	0.5229377	0.0355480	0.7099180	0.6486571
1000	0.0907095	0.6395693	0.7594686	0.0398881	0.1098788	0.2762327	0.5009745	0.1048991	0.7129636	0.8399659

0	0.0345649	0.7049991	0.8704825	0.0166808	0.1342492	0.4030493	0.4664048	0.0276587	0.7587063	0.7032039
50	0.0157306	0.7326606	0.3728536	0.0212979	0.4635023	0.5350705	0.5140043	0.0116319	0.7699588	0.5844196
100	0.0131631	0.6724123	0.2666245	0.0498133	0.5829224	0.6487280	0.5320213	0.0074983	0.7052055	0.7790156
150	0.0236435	0.4745957	0.1166150	0.0364540	0.5470165	0.6764278	0.4136045	0.0025143	0.7448802	0.7549400
200	0.0501379	0.4534173	0.0411828	0.1121330	0.4776149	0.6839873	0.6720758	0.0022278	0.7403835	0.6990203
250	0.0322476	0.3484452	0.0442090	0.1749677	0.5138479	0.7432140	0.6099473	0.0013195	0.7076974	0.8440260
300	0.0567850	0.3851532	0.0440041	0.1699564	0.4599128	0.5708638	0.6753159	0.0020541	0.6746149	0.7637750
350	0.0384656	0.4599901	0.0308861	0.2253993	0.4202284	0.6614750	0.7779706	0.0050171	0.6985055	0.7605273
400	0.0417519	0.3737071	0.0146375	0.1182804	0.4584541	0.5625474	0.7607760	0.0005329	0.7372022	0.7987049
450	0.0390697	0.3956676	0.0381299	0.1182956	0.5172999	0.6543465	0.7543793	0.0089835	0.7930643	0.8021582
500	0.0452842	0.2864206	0.0287493	0.2148804	0.6226903	0.7481585	0.8250173	0.0000000	0.7265410	0.6938183
550	0.1252477	0.0930106	0.2726086	0.1797783	0.3241314	0.1424404	0.7051515	0.0355303	0.7876259	0.7722136
600	0.6105662	0.1122431	0.3536249	0.1296183	0.1710906	0.1775964	0.6251672	0.1034514	0.6901680	0.6280137
650	0.6547232	0.2128595	0.5662746	0.0558201	0.1626603	0.2404518	0.6182646	0.0362175	0.6664343	0.6498965
700	0.4239980	0.3823538	0.5769568	0.0158816	0.2169115	0.2769160	0.5795803	0.0427105	0.5727538	0.8366352
750	0.1952936	0.7213386	0.9204374	0.0431013	0.1571835	0.3084286	0.3798779	0.0990822	0.6053958	0.7027447
800	0.1201861	0.7048844	0.7422069	0.0138443	0.1159427	0.3206610	0.4396142	0.0439385	0.7403258	0.8131153
850	0.0615262	0.6240725	0.9160544	0.0202198	0.1131953	0.3098076	0.4694278	0.0423519	0.7595802	0.8442842
900	0.0161162	0.7087729	0.8747352	0.0120143	0.1697078	0.2544802	0.4656225	0.1051366	0.8104790	0.7232499
950	0.0218014	0.6016314	0.7758961	0.0167816	0.1370908	0.2927080	0.4856218	0.0591131	0.6553968	0.7152916
1000	0.0486798	0.7759410	0.7534378	0.0139917	0.1345662	0.3653950	0.5055658	0.0468468	0.7526188	0.7014612

0	0.0455355	0.7200571	0.7674398	0.0266907	0.1294896	0.3320639	0.4488668	0.0417004	0.6652095	0.6865226
50	0.0047709	0.6949257	0.7391908	0.0294369	0.7241761	0.3603830	0.4549257	0.0480654	0.7906604	0.7955192
100	0.0100159	0.6195907	0.7950810	0.0689817	0.6815814	0.3846381	0.4152416	0.0474030	0.7624960	0.6386839
150	0.0065470	0.7930417	0.7762407	0.2453802	0.7051554	0.2277427	0.4066879	0.0669220	0.6978630	0.7901476
200	0.0058780	0.6822943	0.4609105	0.3459667	0.7444551	0.3333181	0.3709317	0.0579470	0.6856328	0.6272936
250	0.0034994	0.5847319	0.3969074	0.3904108	0.7432350	0.3170216	0.3950449	0.0173983	0.8201975	0.7840921
300	0.0178190	0.4451915	0.2359374	0.2941378	0.7381200	0.2365535	0.4716936	0.0724535	0.7908876	0.7545947
350	0.0049427	0.3420571	0.2274896	0.3694879	0.7372819	0.3048715	0.4538942	0.0439323	0.6916441	0.6450392
400	0.0548395	0.1763491	0.1975668	0.3712550	0.7836866	0.3764719	0.4995960	0.0452330	0.6227012	0.7158227
450	0.0906910	0.0968181	0.2388680	0.3233716	0.7210359	0.2445822	0.5910155	0.0271623	0.7598841	0.7606525
500	0.1050800	0.1179658	0.2136233	0.2593432	0.6894924	0.3178545	0.6448354	0.0285850	0.8856608	0.7509300
550	0.7145452	0.0805009	0.2973135	0.1943251	0.1801184	0.1595301	0.5187095	0.0414805	0.7661982	0.9659366
600	0.6314222	0.1092741	0.3620551	0.0875433	0.1438831	0.2524200	0.5827891	0.0467014	0.7543730	0.8380075
650	0.5560441	0.3904528	0.5850671	0.0524380	0.1298902	0.2313225	0.4498705	0.0800600	0.7803794	0.6617676
700	0.3490427	0.4591171	0.6253764	0.0276400	0.1517172	0.3821213	0.5235639	0.0484907	0.7115658	0.7484612
750	0.1198369	0.5709990	0.7968750	0.0076345	0.1840251	0.2967199	0.4148251	0.0419529	0.7905370	0.7184609
800	0.0671019	0.6734567	0.8279160	0.0183384	0.1440805	0.3801633	0.3281707	0.0426242	0.6746086	0.8149815
850	0.0382021	0.5990713	0.8343332	0.0144621	0.3261486	0.5206811	0.4059097	0.0461903	0.7301651	0.8242564
900	0.0422233	0.7296951	0.7437046	0.0114303	0.3045970	0.3418381	0.4562021	0.0410456	0.5914253	0.7002281
950	0.0239122	0.6354286	0.7061767	0.0252850	0.2298647	0.4573779	0.4725718	0.0365801	0.6687444	0.7513213
1000	0.0423973	0.7603827	0.8466052	0.0314206	0.2343670	0.3820897	0.3923626	0.0416797	0.7970510	0.8932730

0	0.0456759	0.6379491	0.7494920	0.0063260	0.1788929	0.3192872	0.4605213	0.0369102	0.8115099	0.6399402
50	0.0164742	0.7508011	0.6960886	0.2431550	0.2466013	0.3090540	0.4608928	0.0381784	0.7288912	0.7565793
100	0.0031020	0.6851052	0.4711560	0.3214316	0.4038236	0.3782547	0.3696680	0.0410416	0.8025093	0.7583019
150	0.0274448	0.6899256	0.3780067	0.2974459	0.3250406	0.3570231	0.4862504	0.0446336	0.7058136	0.8813894
200	0.0309244	0.4530759	0.2364726	0.3742448	0.2788513	0.3143842	0.4185914	0.0271070	0.6562245	0.7214773
250	0.0637642	0.3535775	0.2495310	0.2999354	0.2492596	0.3969962	0.6533335	0.0668810	0.6740378	0.8198553
300	0.1867573	0.1265593	0.2480817	0.3383826	0.3535581	0.3184573	0.5684079	0.0655822	0.7231064	0.7753074
350	0.4984506	0.1496426	0.1415116	0.3822209	0.2776158	0.3070225	0.5296498	0.0681459	0.7041946	0.7379995
400	0.5971840	0.1048219	0.1775181	0.3497797	0.2527076	0.3985369	0.4784417	0.0354131	0.7267388	0.7932943
450	0.7580957	0.1126184	0.1861268	0.4178098	0.2687225	0.4473661	0.5216079	0.0757856	0.6596369	0.8383072
500	0.7399106	0.0446435	0.2105246	0.3607775	0.2583486	0.3736902	0.7146450	0.0584465	0.6583445	0.7428108
550	0.8089343	0.0964236	0.2147889	0.1187059	0.2170969	0.3935570	0.6625180	0.0508600	0.8798752	0.6906402
600	0.7107951	0.2912928	0.3435277	0.0710509	0.1636480	0.3700739	0.5609597	0.0428710	0.6150925	0.8606588
650	0.6101703	0.3077417	0.4934361	0.0137924	0.1959054	0.3866597	0.4966729	0.0812414	0.8250818	0.8003877
700	0.2704696	0.2906179	0.6952384	0.0122190	0.2227321	0.3193215	0.6575337	0.0688932	0.6322157	0.7382453
750	0.1771672	0.4145077	0.5992316	0.0096332	0.3062208	0.2836663	0.4829282	0.0452362	0.8191106	0.7636477
800	0.0752162	0.6026468	0.7200309	0.0366576	0.1368173	0.2777556	0.4787535	0.0583846	0.6197025	0.6955201
850	0.0505445	0.7628652	0.7409826	0.0341278	0.1089416	0.3433418	0.4148756	0.0627485	0.7351541	0.7865875
900	0.0361140	0.6774319	0.7505987	0.0075235	0.1849372	0.4195510	0.5345961	0.0456652	0.7405550	0.7107751
950	0.0134631	0.8963843	0.8669731	0.0501942	0.1565526	0.4554663	0.4544399	0.0432507	0.6668165	0.6472481
1000	0.0401899	0.6365631	0.7841970	0.0406659	0.1904456	0.3366873	0.4570154	0.0618689	0.7715738	0.7788505

0	0.0360957	0.7823684	0.8018385	0.0104913	0.1614762	0.2996348	0.4874691	0.0392038	0.7080868	0.7016173
50	0.0018996	0.7503870	0.8044885	0.1524021	0.2916424	0.5473231	0.4322594	0.0413554	0.6601560	0.8408711
100	0.0019343	0.7881776	0.6522749	0.1791317	0.2757210	0.4714013	0.5401885	0.0385490	0.6987856	0.7736277
150	0.0045330	0.7702204	0.5031012	0.1758175	0.3217762	0.6897090	0.4120924	0.0331727	0.6595983	0.7303835
200	0.0079004	0.6943427	0.5322864	0.2680598	0.3291483	0.4694810	0.4410390	0.0735009	0.7640599	0.7349963
250	0.0016339	0.6410900	0.5312404	0.2558762	0.3656143	0.6811927	0.4947419	0.0712682	0.7551847	0.7666671
300	0.0180010	0.5565786	0.5316895	0.1601001	0.3794045	0.5889630	0.3849033	0.0340195	0.7081210	0.7986844
350	0.0227431	0.5292676	0.5650802	0.1484268	0.3428281	0.6658411	0.5150859	0.0232536	0.6968609	0.7682377
400	0.0161405	0.4935852	0.4064766	0.2692119	0.3341536	0.5121606	0.4218521	0.0215036	0.7184026	0.7753848
450	0.0049266	0.4292239	0.4538264	0.2169973	0.3239792	0.5770092	0.4217909	0.0430794	0.6338432	0.7271846
500	0.0062185	0.5053623	0.4718307	0.1827246	0.4576089	0.6062350	0.4316822	0.0406429	0.7610531	0.8051451
550	0.0522890	0.5493100	0.4841680	0.0768502	0.2850789	0.3291814	0.4081024	0.0419798	0.6858793	0.7611723
600	0.0538454	0.4541210	0.5662876	0.0581881	0.2375071	0.3158495	0.4007647	0.0264415	0.7484404	0.7162632
650	0.0437718	0.6971346	0.4983569	0.0327499	0.1471990	0.3207549	0.3632069	0.0410581	0.6879358	0.8812995
700	0.0220468	0.6218275	0.6806037	0.0192638	0.2305682	0.4238147	0.4033699	0.0449047	0.8263721	0.6943043
750	0.0927882	0.6495601	0.6848992	0.0082906	0.2344954	0.1832307	0.4431464	0.0555297	0.7339141	0.8033021
800	0.0527025	0.6629842	0.7350657	0.0088744	0.1711645	0.2767084	0.3688336	0.0401178	0.8000771	0.7822837
850	0.0377468	0.6215859	0.7442124	0.0104915	0.1547716	0.2619703	0.4198190	0.0394338	0.8082555	0.7539981
900	0.0855030	0.5820581	0.7943272	0.0131948	0.1208467	0.2648182	0.3549862	0.0973023	0.6897811	0.8099924
950	0.0352275	0.7066430	0.7625677	0.0310225	0.1234566	0.2553982	0.5309652	0.0527478	0.6614967	0.8386379
1000	0.0232710	0.8107951	0.8670717	0.0063360	0.1522853	0.2809521	0.3317394	0.0760091	0.6810844	0.6716460

0	0.0298984	0.7487094	0.7116550	0.0074706	0.1657362	0.3457626	0.4782340	0.0568826	0.8247421	0.8073884
50	0.0373586	0.8199453	0.5625069	0.4848961	0.1639429	0.2492150	0.1334920	0.0109961	0.7906042	0.6690677
100	0.0293508	0.6565984	0.3045892	0.5556788	0.1317834	0.1172802	0.0628229	0.0045093	0.8077468	0.8035453
150	0.1625575	0.3995846	0.1154548	0.6553174	0.0622751	0.0862989	0.0762467	0.0011307	0.7418761	0.7579980
200	0.4128227	0.2864943	0.0690061	0.5981147	0.0433551	0.0688489	0.1984289	0.0000328	0.8389149	0.8536346
250	0.6175763	0.1895063	0.0405397	0.6522430	0.0462290	0.0286298	0.2474366	0.0000490	0.7507303	0.5701644
300	0.8411064	0.1299878	0.0977687	0.6171304	0.0210219	0.0752339	0.3245188	0.0000385	0.7870412	0.7860093
350	0.7282221	0.1222387	0.0179661	0.5885351	0.0678208	0.0298849	0.3850693	0.0000852	0.7229816	0.8249578
400	0.6554022	0.1602288	0.0333378	0.5603451	0.0193157	0.0207434	0.2786315	0.0019713	0.5924493	0.7356092
450	0.7193886	0.1665854	0.0143706	0.5162580	0.0233029	0.0563650	0.3091907	0.0017307	0.7185887	0.7729753
500	0.7187125	0.1480177	0.0584723	0.5005808	0.0419268	0.0560957	0.3804472	0.0000119	0.7902292	0.7772999
550	0.6475626	0.0462656	0.0847371	0.2981561	0.0583608	0.0972957	0.6775206	0.0643015	0.6288455	0.7780368
600	0.6937167	0.0350324	0.2157817	0.1167624	0.0320638	0.2091475	0.7507814	0.0251774	0.7305796	0.8195884
650	0.7646519	0.0799390	0.4579240	0.0457496	0.0924446	0.3700900	0.6651398	0.0473167	0.6527573	0.8129268
700	0.6993524	0.4071496	0.6805232	0.0234023	0.1260987	0.4213607	0.5573462	0.0739382	0.8493386	0.7365314
750	0.1528175	0.5283080	0.6853354	0.0260749	0.1991058	0.3787314	0.5398892	0.0558916	0.6391234	0.7207538
800	0.0544484	0.5631674	0.6893738	0.0227191	0.1990643	0.2669967	0.4195150	0.0663467	0.6396356	0.9027723
850	0.0265924	0.7103131	0.7491373	0.0146288	0.1869244	0.3493867	0.4137670	0.0866270	0.7736603	0.5930593
900	0.0494858	0.6834396	0.9666124	0.0125524	0.1440621	0.2669063	0.5040962	0.0310276	0.7076562	0.7987458
950	0.0431873	0.5679044	0.8095567	0.0296467	0.1566128	0.3240078	0.3892153	0.0371414	0.7436032	0.6279852
1000	0.0314365	0.7282751	0.8172109	0.0189711	0.1497700	0.3236307	0.3305620	0.0593767	0.6534954	0.8839509

0	0.0358773	0.7037350	0.7945561	0.0142218	0.1743453	0.2682428	0.4553633	0.0326097	0.8518970	0.8138565
50	0.0475437	0.7899011	0.7340558	0.0151087	0.1011463	0.2664901	0.4751579	0.0149153	0.6936642	0.8202776
100	0.0231266	0.6493983	0.6935468	0.0051796	0.1073306	0.2007580	0.4381621	0.0045951	0.6698071	0.7121413
150	0.0257876	0.6748590	0.7239618	0.0247431	0.1657710	0.1141330	0.4628381	0.0058482	0.8484654	0.7155262
200	0.1263921	0.6947771	0.8928931	0.0128248	0.0515146	0.0654419	0.4068409	0.0005720	0.8365592	0.8242613
250	0.2195772	0.7320002	0.6521684	0.0145311	0.0535152	0.1041331	0.3996924	0.0006727	0.7741765	0.8666432
300	0.3709669	0.6946025	0.6575097	0.0144071	0.0360110	0.0497717	0.3529957	0.0003305	0.7276253	0.7079851
350	0.6454949	0.5683598	0.7179294	0.0129480	0.0591877	0.0529853	0.4710688	0.0005632	0.6722852	0.8130088
400	0.5545718	0.6997361	0.7182810	0.0017334	0.0144481	0.0381004	0.4216831	0.0008743	0.6914147	0.8459449
450	0.5377368	0.7044990	0.7539808	0.0082332	0.0061826	0.0518137	0.4427030	0.0030930	0.8889537	0.7510156
500	0.6458587	0.6450060	0.8382118	0.0053973	0.0310566	0.0560463	0.4190430	0.0032079	0.6778551	0.7823023
550	0.6254455	0.6121018	0.8757310	0.0113104	0.0206887	0.0684859	0.4890538	0.0366317	0.7303222	0.8503721
600	0.4290007	0.6391101	0.8094278	0.0069999	0.0515956	0.1336658	0.3963660	0.0701930	0.8384620	0.8274105
650	0.1251760	0.7991671	0.6789397	0.0110081	0.0677922	0.2879419	0.4120995	0.0662199	0.6990126	0.7826706
700	0.0724639	0.6496666	0.7350712	0.0462698	0.1013023	0.3276796	0.3526117	0.1003070	0.5483311	0.8831322
750	0.0280173	0.7920619	0.7495166	0.0116503	0.1359706	0.4926831	0.3568066	0.0707786	0.7928833	0.6406913
800	0.0116625	0.7996510	0.8429715	0.0193219	0.2204001	0.4384822	0.4170055	0.0442764	0.8546732	0.8520318
850	0.0623361	0.7142700	0.8162101	0.0128524	0.2468210	0.3722750	0.4873447	0.0489018	0.9179264	0.8403191
900	0.0528634	0.6894240	0.7668297	0.0187712	0.1399732	0.3983874	0.3949998	0.0231596	0.6838387	0.7589548
