"Time"	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W

0	0.6117672	0.8992369	0.5625647	0.7997917	0.5260890	0.8075236	0.9547815	0.0538505	0.1882806	1.0000000
50	0.6109480	0.9185713	0.4721525	0.7985511	0.4803694	0.7579036	0.5216354	0.0538505	0.1882806	1.0000000
100	0.6050107	0.9266722	0.3642752	0.7668477	0.2972615	0.6505254	0.2080071	0.0538505	0.1882806	1.0000000
150	0.5990031	0.9055214	0.3055927	0.6347962	0.1448855	0.5118324	0.0933647	0.0538505	0.1882806	1.0000000
200	0.6016763	0.8733915	0.2971335	0.4195039	0.0684082	0.3819042	0.0563374	0.0538505	0.1882806	1.0000000
250	0.6142206	0.8545261	0.3272815	0.2304503	0.0367159	0.2884076	0.0447975	0.0538505	0.1882806	1.0000000
300	0.6293923	0.8581584	0.3707762	0.1138393	0.0247616	0.2314570	0.0412418	0.0538505	0.1882806	1.0000000
350	0.6385801	0.8761104	0.4064563	0.0542799	0.0204941	0.1985755	0.0401503	0.0538505	0.1882806	1.0000000
400	0.6382232	0.8962007	0.4286918	0.0269174	0.0190245	0.1786100	0.0398157	0.0538505	0.1882806	1.0000000
450	0.6302543	0.9119903	0.4405257	0.0151325	0.0185312	0.1654615	0.0397131	0.0538505	0.1882806	1.0000000
500	0.6187885	0.9223876	0.4462440	0.0102686	0.0183686	0.1564363	0.0396817	0.0538505	0.1882806	1.0000000
550	0.6091783	0.8997937	0.6029043	0.0083628	0.0225659	0.2220781	0.4728182	0.0538505	0.1882806	1.0000000
600	0.6073563	0.9098084	0.7889536	0.0150036	0.1016791	0.3960869	0.7864435	0.0538505	0.1882806	1.0000000
650	0.6039776	0.9376793	0.8998112	0.1014492	0.2555043	0.5601691	0.9010850	0.0538505	0.1882806	1.0000000
700	0.5935064	0.9595083	0.9427511	0.2992593	0.3843560	0.6715992	0.9381121	0.0538505	0.1882806	1.0000000
750	0.5789545	0.9718693	0.9165867	0.4986183	0.4604397	0.7367119	0.9496519	0.0538505	0.1882806	1.0000000
800	0.5649095	0.9764475	0.8399873	0.6377849	0.4980474	0.7716522	0.9532076	0.0538505	0.1882806	1.0000000
850	0.5543173	0.9746108	0.7525620	0.7188100	0.5147719	0.7894173	0.9542990	0.0538505	0.1882806	1.0000000
900	0.5484861	0.9671749	0.6805071	0.7613525	0.5217083	0.7981468	0.9546337	0.0538505	0.1882806	1.0000000
950	0.5477413	0.9554862	0.6306732	0.7822485	0.5244466	0.8023757	0.9547362	0.0538505	0.1882806	1.0000000
1000	0.5517012	0.9419088	0.5997890	0.7920342	0.5254886	0.8044587	0.9547676	0.0538505	0.1882806	1.0000000

0	0.6117672	0.8992369	0.5625647	0.7997917	0.5260890	0.8075236	0.9547815	0.0538505	0.1882806	1.0000000
50	0.5889925	0.9095974	0.5162339	0.7991003	0.4999719	0.8039923	0.7046166	0.0537947	0.1714468	0.9591825
100	0.5536527	0.9114910	0.4611991	0.7822235	0.3785811	0.7815374	0.5235195	0.0535474	0.1624102	0.9243027
150	0.5272654	0.8979080	0.4334061	0.7107240	0.2470246	0.7449857	0.4574130	0.0532974	0.1643486	0.9089543
200	0.5147605	0.8814417	0.4380746	0.5713867	0.1625782	0.7104271	0.4361447	0.0531759	0.1684951	0.9029882
