YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W
0.1844852	0.5422889	0.5502020	0.6607352	0.0000001	0.0000000	0.0746983	0.6972071	0.9450277	1.0000000
0.1111823	0.4342373	0.5182945	0.9756235	0.0000418	0.0143373	0.0133235	0.8551683	1.0000000	0.5977663
0.4950351	0.5650186	0.5883974	0.9880793	0.0001056	0.0279464	0.0205464	0.8729001	0.9850967	1.0000000
0.0109274	0.1640152	0.7391737	0.9965386	0.0000001	0.0000000	0.0133345	0.9990184	1.0000000	0.7099466
0.4842167	0.5163392	0.4995551	0.6422611	0.0109018	0.1898527	0.0128405	0.9160276	0.8264748	1.0000000
0.0670107	0.3473190	0.9016891	0.9387667	0.0476169	0.0000006	0.0130730	1.0000000	1.0000000	0.8877617
0.1440612	0.4893609	0.5159894	0.4066884	0.2023943	0.1003054	0.0418779	1.0000000	1.0000000	1.0000000
0.1193468	0.4484703	0.7191088	0.6401151	0.7319838	0.6136525	0.0140666	1.0000000	1.0000000	0.6873227
0.3821609	0.4915801	0.6651777	0.8486157	0.0059733	0.0000009	0.0148731	1.0000000	1.0000000	1.0000000
0.3277933	0.5104809	0.6438138	0.9896281	0.0000032	0.0000009	0.0308778	0.7571025	0.9929251	0.8618230
