YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C
0.0000000	0.4956567	0.7357685	0.6025286	0.5944777	0.1923890	0.1451839	1.0389588	0.9203088	0.9856038
0.9357177	0.0000000	0.7329860	0.4882798	0.6676337	0.1658317	0.1571858	1.0455890	0.7901958	1.0559719
1.1106970	0.0412382	0.0000000	0.5146918	0.6570954	0.1606866	0.1293550	1.0965045	0.9257098	0.9575697
1.0291615	0.0461763	0.0222235	0.0000000	0.4356522	0.2555191	0.1610908	1.0466320	0.0301714	1.1058552
0.5215484	0.6604666	0.8497408	0.8651804	0.0000000	0.2072321	0.1296074	0.9676216	1.0749726	1.0445491
0.8166710	0.4501643	0.7612255	0.6367475	0.8172584	0.0000000	0.0953161	0.9570585	0.9722858	0.9091745
0.7811036	0.4268395	0.7144870	0.6440431	0.7513884	0.0399388	0.0000000	1.1030525	1.0262331	1.1043470
0.6379283	0.4085517	0.5979303	0.7375211	0.5715735	0.8565104	0.9946028	0.0000000	0.9945425	1.0913922
0.8034317	0.5305107	0.7885447	0.7050881	0.7672634	0.1806019	0.0753667	1.0102960	0.0000000	0.9620995
0.6190232	0.5471707	0.7679312	0.6127342	0.8023290	0.2160864	0.1242450	1.0142549	0.9810236	0.0000000
