YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W
0.2591288	0.0430519	0.1870521	0.4290574	0.8813070	0.3385593	0.9877421	0.9409763	1.0624874	0.0391803
0.5294501	0.0206563	0.2231830	0.4372318	1.1083080	0.3315866	0.9250105	0.8822642	0.9392544	0.0412737
0.5376351	0.0508280	0.1071467	0.3383620	0.9971658	0.2960149	0.9421813	1.0527288	1.0373237	0.0310837
0.5898828	0.0317483	0.3300984	0.1703597	1.0287836	0.3512146	0.8880962	0.9054572	0.9802511	0.0330053
0.5128496	0.0419166	0.2144814	0.9405282	0.1710646	0.9441502	0.9886930	0.9756889	0.9412316	0.1164092
0.5031854	0.0470348	0.2287097	0.4359865	0.9490370	0.2342542	0.9118696	0.8735862	1.0543769	0.0490639
0.4969213	0.0600470	0.2592021	0.3409570	1.0317783	0.3110571	0.4794247	0.8722574	0.9981959	0.0261825
0.5166458	0.0426272	0.2224564	0.4532100	0.9898428	0.2314751	0.3963532	0.5131862	0.8680907	0.0401580
0.5615506	0.0598661	0.2413734	0.3479154	1.0054389	0.3525004	0.7406165	0.7954924	0.4493500	0.0292843
0.4288638	0.0278092	0.2135206	0.3965001	0.9029623	0.3761053	1.0063509	0.9440480	1.0845739	0.0179154
