YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W
0.0451269	0.6788873	0.9862421	0.0733073	0.0866031	0.9803117	0.7443087	0.0300670	0.2806004	0.1391529
0.6470744	0.2727469	1.0271272	0.0460193	0.2102440	0.6280688	1.0434153	0.0392509	0.3816728	0.3089277
1.0601084	0.1576245	0.4463560	0.1558302	0.4224192	0.4903777	0.9802787	0.0510666	0.4815601	0.5974429
0.1376465	0.6362620	1.0835096	0.0328887	0.1364022	0.8201206	0.9273274	0.0620946	0.2435484	0.1511870
0.1290210	0.6335369	0.9685650	0.1005030	0.0472825	0.8607172	0.8465599	0.0708170	0.2378393	0.1692632
0.1709074	0.6337785	0.9347763	0.1581167	0.5009439	0.4136999	1.0172085	0.0679028	0.2343888	0.1297204
0.1299231	0.7109195	1.0422399	0.0732395	0.0994163	0.9770822	0.4269878	0.0356077	0.2950469	0.0840587
0.1456320	0.5949740	1.1053904	0.0414117	0.1130423	0.9422353	0.9174114	0.0351009	0.3130814	0.1660834
0.1234491	0.6129466	1.1332950	0.0740999	0.1369093	0.8237849	0.9244403	0.1082481	0.1447549	0.1681631
0.1233076	0.6254195	1.0388474	0.0387319	0.0773608	1.0578643	0.8513188	0.0386792	0.2423744	0.0596896
