YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C
0.4968508	0.5379752	0.8101228	0.7313478	0.1807638	0.0859778	0.2779683	0.9597701	0.5615880	1.0000000
0.5959241	0.2578139	0.7578824	0.5402625	0.1915292	0.0904275	0.2866108	0.9455666	0.5772361	1.0000000
0.7907992	0.2992350	0.3838700	0.5874563	0.0770563	0.0342541	0.3045883	0.9180148	0.4350677	1.0000000
0.9893768	0.4949940	0.7126597	0.3410121	0.2768716	0.1235233	0.3212065	0.8942933	0.6934013	1.0000000
0.9935534	0.5361164	0.8056957	0.7351648	0.1557566	0.1370849	0.3215144	0.8938617	0.5253343	1.0000000
0.9935548	0.5362754	0.8062675	0.7377693	0.1400294	0.0685629	0.3215134	0.8938627	0.5039628	1.0000000
0.9936663	0.5375815	0.8092033	0.7480012	0.0585452	0.0177254	0.1607615	0.8938496	0.4223781	1.0000000
0.9486324	0.3842810	0.5096592	0.4482388	0.7317143	0.3800140	0.8159108	0.4493866	0.9268651	1.0000000
0.9932342	0.5316164	0.7945823	0.6940178	0.3085912	0.1357939	0.3214985	0.8938875	0.3646082	1.0000000
0.9861387	0.4744149	0.6703262	0.4870133	0.8065091	0.4772619	0.5987703	0.6218326	0.7934320	0.5000000
