"Time"	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W

0	0.5555469	0.4500156	0.4880844	0.2096152	0.2251093	0.2665246	0.8790789	0.1826902	0.4674876	0.7671111
50	0.5855118	0.4235438	0.5189661	0.1140251	0.1920182	0.3517034	0.4850563	0.1463928	0.4002602	0.6520853
100	0.5443375	0.3515020	0.6006361	0.1141263	0.2365259	0.3043347	0.2565095	0.1025023	0.4417479	0.7046124
150	0.5809441	0.3711515	0.6299461	0.1111709	0.2363543	0.3636019	0.1671487	0.1082211	0.4266562	0.6958180
200	0.5028733	0.4430048	0.5446223	0.0595234	0.3179839	0.4597383	0.1798147	0.0197161	0.5043780	0.8792523
250	0.5906334	0.4536806	0.7136138	0.0501514	0.3381302	0.5089575	0.1326102	0.0300757	0.4576419	0.7513267
300	0.5246980	0.5350740	0.6910383	0.0494705	0.3711348	0.6034846	0.1316926	0.0168866	0.4350567	0.7670710
350	0.4649623	0.4093139	0.6058232	0.0358726	0.3817551	0.5533655	0.1266260	0.0014967	0.4577549	0.6738033
400	0.5284916	0.4679461	0.7824915	0.0149549	0.3690390	0.5336077	0.1155357	0.0095955	0.4396478	0.6711799
450	0.5712829	0.4753471	0.8736582	0.0434111	0.3925628	0.6154576	0.1836512	0.0015421	0.5531479	0.8765374
500	0.5447869	0.5779529	0.7022023	0.0315134	0.4193346	0.5263359	0.1546744	0.0014305	0.4750071	0.9295512
550	0.6304277	0.4668308	0.6792760	0.0318525	0.3800175	0.6735621	0.4881469	0.0093922	0.4916656	0.6879344
600	0.6118495	0.5096684	0.7812548	0.0178906	0.4743552	0.4547226	0.6368579	0.0079209	0.4865138	0.7813381
650	0.5768224	0.5141483	0.7630979	0.0225948	0.3671769	0.4015455	0.7366199	0.0119000	0.4854286	0.6181655
700	0.5652098	0.5061900	0.6861864	0.0308923	0.3476060	0.2769855	0.7590055	0.0283162	0.6211886	0.7826400
750	0.5627508	0.5040190	0.8597332	0.0171762	0.4113661	0.2635642	0.7818695	0.0138495	0.4594710	0.7432512
800	0.6004371	0.5191503	0.7611749	0.0455631	0.1895825	0.2944956	0.7428502	0.0244770	0.4151046	0.8025613
850	0.7236893	0.4220891	0.7163509	0.1214275	0.1758213	0.2274891	0.7002336	0.0267765	0.5089985	0.7898513
900	0.5890813	0.6418155	0.5739055	0.1353720	0.2380286	0.2715728	0.5997811	0.0399760	0.5040630	0.6752127
950	0.6486153	0.5135738	0.6120797	0.1005865	0.2036075	0.2707111	0.7498549	0.1082868	0.4472145	0.6601032
1000	0.5427732	0.3895865	0.7265985	0.1385038	0.2256818	0.2756640	0.6986533	0.0905778	0.4952214	0.8471453

0	0.6319871	0.3936956	0.6043055	0.2518940	0.2089907	0.2491053	0.8003446	0.3025312	0.5758799	0.6955097
50	0.6501136	0.4103240	0.5121298	0.2259000	0.2819753	0.3038366	0.7538761	0.2002736	0.1160100	0.4172904
100	0.5521038	0.3865010	0.4702437	0.1718721	0.3461391	0.2312741	0.7549492	0.2534274	0.0334014	0.2520861
150	0.5153440	0.3952008	0.5557206	0.1386940	0.2447143	0.2557846	0.6418488	0.1179213	0.0094621	0.3019460
200	0.7489254	0.3964480	0.6162110	0.0801663	0.2526904	0.2753071	0.8425860	0.1025005	0.0131380	0.1410590
250	0.6296721	0.5279659	0.7326224	0.0626282	0.3460592	0.2743791	0.7651778	0.1023684	0.0073839	0.2023606
300	0.5985067	0.4016210	0.6835339	0.0532116	0.2992631	0.2631653	0.8714195	0.0912788	0.0141823	0.2224669
350	0.5200903	0.4471719	0.6957481	0.0435767	0.3216738	0.2826972	0.7673704	0.0375175	0.0213337	0.2736310
400	0.5783847	0.5547422	0.6683143	0.0256357	0.4420717	0.2613871	0.9017062	0.0612083	0.0149347	0.2270469
450	0.5670078	0.4708159	0.7799275	0.0462383	0.2531983	0.3302219	0.7899127	0.0441595	0.0107759	0.2576893
500	0.5570216	0.5225360	0.6542171	0.0460818	0.2699180	0.2758317	0.8641524	0.0294452	0.0046984	0.2846524
550	0.6833090	0.4883928	0.6635942	0.0709645	0.2248015	0.2196027	0.9074744	0.0370819	0.3310523	0.6494513
600	0.5262507	0.4666634	0.6545400	0.1032012	0.2412529	0.2043061	0.8189693	0.0596481	0.4552193	0.7629568
650	0.4502028	0.4628307	0.6173096	0.1057810	0.1913378	0.3076599	1.0000000	0.1068016	0.4800324	0.7459909
700	0.5088022	0.4235437	0.6992376	0.1349245	0.2023837	0.2711334	0.7562025	0.1205199	0.4842322	0.5813272
750	0.5126929	0.4603746	0.6099489	0.2070247	0.2669448	0.2445512	0.6757831	0.2186988	0.4812160	0.7428478
800	0.6618989	0.4470899	0.6526936	0.2078236	0.2207352	0.2575834	0.5821848	0.2264340	0.4640331	0.7775346
850	0.5032103	0.3785904	0.5068680	0.2009085	0.2111303	0.2801390	0.7563597	0.2743172	0.5462395	0.7113361
900	0.5049382	0.3612675	0.4836216	0.1741585	0.2463551	0.2746711	0.6679234	0.2965473	0.5579309	0.7332716
950	0.5051528	0.3372117	0.4315966	0.2073959	0.1944336	0.2638871	0.8928963	0.2905037	0.4676932	0.6774098
1000	0.5733016	0.3479223	0.5371643	0.1851590	0.2062705	0.3608801	0.7359220	0.3046076	0.5642984	0.7477967

0	0.5339058	0.4499570	0.5530332	0.2599329	0.2494970	0.3556139	0.7201011	0.2720875	0.4944524	0.7491570
50	0.6680090	0.4067429	0.4492616	0.2836961	0.1792108	0.2315989	0.7450924	0.3305644	0.5169823	0.7467183
100	0.5326724	0.3501281	0.4605296	0.1849766	0.1414436	0.1674711	0.7795997	0.2987333	0.5353615	0.6532524
150	0.5172827	0.3409582	0.5648066	0.2958671	0.1578268	0.1327107	0.6930564	0.4213186	0.4145700	0.9175392
200	0.5663178	0.4726924	0.4167268	0.2370863	0.1916260	0.1690229	0.8888779	0.3661657	0.4962148	0.8694087
250	0.6576176	0.2944650	0.3924821	0.2377749	0.1326533	0.1673648	0.7431872	0.3315692	0.4268689	0.6961199
300	0.5537266	0.2801921	0.4375496	0.4560909	0.1566017	0.0976526	0.6849155	0.5073417	0.4897202	0.8607902
350	0.5009702	0.3476826	0.4019196	0.3593627	0.0986013	0.1679498	0.6583252	0.5863081	0.3483625	0.6505131
400	0.5929881	0.3630811	0.4125133	0.3667508	0.2365890	0.1714916	0.6462436	0.5890126	0.3243640	0.7672042
450	0.5923061	0.2657047	0.3599703	0.3322574	0.1593837	0.1617051	0.7754259	0.6057894	0.2604929	0.7377802
500	0.6458569	0.3119405	0.3877036	0.2745052	0.1278558	0.1141858	0.6181880	0.6015958	0.3234188	0.8323726
550	0.4378618	0.3694304	0.4579314	0.3474531	0.1125180	0.2840103	0.7125975	0.6040953	0.4327582	0.7849761
600	0.4430286	0.3257071	0.3744472	0.3493639	0.1603023	0.2751248	0.8422142	0.6812328	0.2854079	0.7659079
650	0.4318586	0.2277785	0.3444571	0.3480031	0.1844499	0.3055179	0.7904372	0.5807200	0.2916495	0.6118937
700	0.4488013	0.2590269	0.4085568	0.2999483	0.2856787	0.2503492	0.6068196	0.5214007	0.2885818	0.7061547
750	0.4186047	0.2339128	0.3435188	0.3246168	0.2701666	0.2801669	0.8402102	0.5816652	0.4561236	0.7447845
800	0.2988792	0.3102292	0.3825776	0.3005816	0.1911758	0.2786195	0.7306494	0.4675862	0.4068965	0.7978086
850	0.2848744	0.3534695	0.4656829	0.2922225	0.1883539	0.2503292	0.7551466	0.3866908	0.4067394	0.7850832
900	0.3781394	0.2889382	0.3944129	0.2062298	0.2209926	0.2273771	0.6533529	0.3273922	0.4606308	0.7841130
950	0.3837769	0.3377234	0.4717001	0.2136712	0.2306960	0.2374181	0.7459116	0.2831993	0.6988789	0.6128553
1000	0.4118992	0.3261749	0.5952145	0.2174546	0.2417310	0.2180828	0.6390012	0.3696079	0.6005789	0.6465949

0	0.5166373	0.4856718	0.6066233	0.2523575	0.2264617	0.2686067	0.8598369	0.3101172	0.4751653	0.6740734
50	0.6485238	0.3222252	0.1104795	0.1390549	0.2141433	0.2264081	0.8748779	0.1530516	0.3799259	0.3489627
100	0.5037673	0.2789983	0.0582406	0.1714952	0.2174531	0.2596510	0.7730258	0.1472989	0.2616867	0.2355230
150	0.4773167	0.2110148	0.0702037	0.1311574	0.2190708	0.2634065	0.7144037	0.2470292	0.2887247	0.2207266
200	0.4361738	0.2745111	0.0984523	0.1866617	0.2604588	0.3079199	0.6403620	0.2626637	0.2622267	0.3098533
250	0.3514646	0.3166305	0.0826937	0.1593060	0.2340391	0.2417176	0.6927142	0.2141422	0.3383254	0.1891156
300	0.3397920	0.2769144	0.0499707	0.1388771	0.2548804	0.2699133	0.6607600	0.2191995	0.3982140	0.1855113
350	0.3060429	0.2009898	0.0458266	0.2024711	0.2840371	0.2165305	0.8388407	0.2219455	0.3945417	0.1488742
400	0.3002053	0.3136720	0.0635559	0.2794304	0.2509163	0.2317243	0.6774724	0.1866473	0.3356433	0.1969972
450	0.2634085	0.2378451	0.1243901	0.2260053	0.3133272	0.3214451	0.7033594	0.2017449	0.3502999	0.1134514
500	0.3189762	0.2283847	0.0657387	0.0888538	0.2796371	0.3200507	0.7704759	0.3364128	0.4287501	0.1464729
550	0.3407425	0.2147306	0.5854794	0.2339183	0.2778057	0.2454643	0.6589099	0.1869345	0.6021332	0.4810505
600	0.3544419	0.2451879	0.5081872	0.1334446	0.3074130	0.2716397	0.7347808	0.2273084	0.5235990	0.7272972
650	0.3012324	0.3231487	0.5878791	0.1744357	0.2886339	0.2601976	0.6862848	0.1830569	0.5420882	0.8125204
700	0.4395474	0.3372363	0.6586637	0.2003713	0.2021171	0.3277661	0.7805675	0.2221735	0.5504214	0.7602823
750	0.3298264	0.2951098	0.5892768	0.1703943	0.2398157	0.3057581	0.6888491	0.1562412	0.6017642	0.7471374
800	0.4159807	0.4651738	0.6115954	0.1801948	0.2405769	0.2934550	0.6933869	0.2191553	0.5110137	0.6825069
850	0.4722498	0.3409533	0.6164544	0.1804625	0.1916955	0.2515022	0.8144049	0.2795487	0.4416008	0.7522966
900	0.4824078	0.3535858	0.5226106	0.2075700	0.2868241	0.2970287	0.8084413	0.3065031	0.4696977	0.6873396
950	0.5553688	0.3945858	0.5737835	0.1658023	0.1650581	0.3034767	0.7957556	0.3149663	0.5939075	0.6542448
1000	0.5647873	0.3366450	0.5695636	0.2179401	0.2492079	0.2638468	0.6697380	0.2560270	0.3708308	0.7796435

0	0.6053550	0.5182133	0.5495102	0.3338828	0.2181135	0.2685881	0.7979829	0.2721762	0.4424062	0.7675574
50	0.6950172	0.5260571	0.6084807	0.0526890	0.2635677	0.2852071	0.4027034	0.1658369	0.1202736	0.5006104
100	0.6864781	0.4603017	0.6006473	0.0162970	0.1655390	0.4420184	0.1997471	0.1164514	0.0399541	0.3887902
150	0.5524044	0.5471425	0.6613945	0.0099441	0.1743531	0.3940120	0.0967479	0.1088343	0.0256704	0.3353830
200	0.6699386	0.4599945	0.7253796	0.0001312	0.2650322	0.4690449	0.1007218	0.0779585	0.0335949	0.2728975
250	0.6595681	0.4524596	0.7779588	0.0001065	0.3550682	0.6760104	0.1586335	0.0535552	0.0305793	0.3037747
300	0.7031983	0.4505034	0.5285589	0.0005131	0.3715674	0.5827640	0.0365864	0.0192709	0.0294215	0.2280308
350	0.5927342	0.5319710	0.8058223	0.0004603	0.3822939	0.6752247	0.0654504	0.0042164	0.0455337	0.2269219
400	0.6151653	0.3972346	0.7918179	0.0003240	0.3788978	0.6534826	0.0722435	0.0059686	0.0370399	0.3085589
450	0.6584585	0.3637173	0.7067274	0.0003006	0.5136805	0.6990960	0.1077973	0.0037265	0.0272571	0.2870071
