YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W
0.0	0.0	0.0	-0.4635780993849039	0.0	0.0	-0.10995535552501678	0.0	0.0	0.0
0.0	0.0	0.0	0.0	-0.1209773113951087	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.8129408907110778	0.0	0.0	-0.6128859056625515	-0.5229880723636597	0.0	0.0	-0.8542467928491533	0.0	0.0
0.004324076041856181	-0.28289788286201656	0.0	0.0	0.0	0.0	0.0	-0.6471846678759903	0.0	0.0
0.8540226342587707	0.0	-0.9785077965352684	-0.37618838623166084	-0.5264894210267812	0.0	0.0	0.0	0.0	-0.384289592737332
0.0	0.0	-0.21990024973638356	-0.5633306303061545	-0.5362923624925315	0.0	0.0	-0.4237500198651105	0.0	0.0
0.0	0.0	-0.6134974914602935	0.0	0.0	-0.8869880670681596	-0.7928736482281238	0.0	0.9593908544748705	0.0
0.41953194704493263	0.0	-0.3971986456308514	-0.6416412650141865	-0.9404675324913114	0.0	-0.2130113411694765	0.0	0.0	0.0
0.6548572169116673	0.0	0.0	-0.26453952048905194	0.0	-0.7503842948935926	0.0	0.0	0.7431725850447696	-0.6951690835412592
