"Time"	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W

0	0.2012959	0.1099055	0.2271681	0.4327482	0.8312112	0.9292307	0.6957072	0.6067822	0.8285663	0.9036816
50	0.1998154	0.0938445	0.1534496	0.4687995	0.9469475	0.9291543	0.6427176	0.6863547	0.8657126	0.8710226
100	0.1575621	0.0699002	0.1907295	0.4323782	0.8050306	0.8580273	0.6910872	0.6756495	0.7947474	0.6652364
150	0.1440012	0.1001020	0.2121433	0.4190695	0.8801949	0.8548018	0.6559890	0.6013141	0.4714545	0.5485635
200	0.1196966	0.0811400	0.2312505	0.4736319	1.0194840	0.9225925	0.7243623	0.3930944	0.2597070	0.5352001
250	0.1354538	0.0876618	0.1947269	0.4358126	1.0895788	0.8775047	0.7241190	0.2650244	0.1776504	0.5287570
300	0.1581615	0.0717598	0.1594490	0.4178867	1.0434703	0.7772287	0.7486669	0.1764571	0.1163784	0.4937619
350	0.1545714	0.0757922	0.1708742	0.4411595	0.9475319	0.8489803	0.8278587	0.1075804	0.1392826	0.4658660
400	0.1695083	0.0764988	0.1731000	0.4438048	0.9934493	0.8851356	0.9134874	0.0549041	0.1377931	0.4128106
450	0.1440618	0.0789914	0.2097622	0.4704036	0.9961095	0.9472292	0.8709953	0.0487609	0.1068074	0.4033200
500	0.1797271	0.0955427	0.3010266	0.4987815	0.8701106	0.9675088	0.8212430	0.0727885	0.0910769	0.4115045
550	0.2004897	0.0999504	0.2676810	0.4243268	0.8946883	0.9815250	0.8362777	0.0904482	0.1032271	0.5874567
600	0.2239666	0.1193162	0.2654054	0.4031390	0.8913721	1.0063789	0.8343338	0.0492554	0.1824042	0.7795602
650	0.2210616	0.0967722	0.1781288	0.4430834	0.9370048	1.0749858	0.9122265	0.0799909	0.4252874	0.8536011
700	0.2101553	0.0991405	0.2403635	0.4818036	0.9479266	1.1297637	0.9113453	0.2246538	0.4784490	0.9833237
750	0.2302858	0.0756885	0.2131472	0.4665690	0.9785608	1.0718074	0.8136071	0.3281124	0.7048141	1.0895149
800	0.1863890	0.0867534	0.2426959	0.5005222	0.9473201	1.0181533	0.8394354	0.4626773	0.7484046	1.1138431
850	0.1873737	0.0997061	0.2565672	0.4981360	0.9266447	0.9698615	0.6807095	0.6180837	0.9257012	1.0694653
900	0.1629584	0.1065520	0.2494450	0.4991241	0.9011830	0.9297844	0.5743956	0.7621058	0.9326323	1.0165266
950	0.2104346	0.1318182	0.2406981	0.5404014	0.7833548	0.9471620	0.6593569	0.7837958	0.8846924	1.0436134
1000	0.2266311	0.1178303	0.2506699	0.5801665	0.8314020	0.8969447	0.6131551	0.7188044	0.8906067	1.0448417

0	0.2012959	0.1099055	0.2271681	0.4327482	0.8312112	0.9292307	0.6957072	0.6067822	0.8285663	0.9036816
50	0.1963309	0.0941676	0.2247353	0.5601399	0.7368663	0.8631768	0.5075269	0.8039768	0.8557974	1.0716379
100	0.1537505	0.0840975	0.2383733	0.7093261	0.8047702	0.8918768	0.2712139	0.8684950	0.8663177	0.9899292
150	0.1611155	0.1305182	0.3122721	0.6849601	0.8542583	0.7396003	0.2400950	0.8714245	0.8991434	1.0160613
200	0.1742691	0.1199179	0.2919757	0.7324265	0.8053698	0.7304847	0.1967888	0.8984952	0.9188834	1.1043647
250	0.2132721	0.1077743	0.3195649	0.7690743	0.8461405	0.6589705	0.1802526	0.8912324	0.9384873	1.0479271
300	0.2229292	0.1281474	0.3564479	0.7140081	0.9546399	0.6634481	0.1424258	0.9835508	0.9853105	1.0213114
350	0.2115303	0.1051177	0.3699572	0.6879813	0.9529267	0.6384724	0.1724904	0.9484847	1.0373064	1.0483172
400	0.2124478	0.1299461	0.3962717	0.6302905	0.8856808	0.5844804	0.1778033	1.0554185	0.9291744	1.0219855
450	0.2172555	0.1807922	0.3884774	0.6514892	0.8897139	0.6148882	0.1756937	0.9558371	0.9308267	1.0170442
500	0.2919222	0.1982003	0.3895838	0.6932414	0.8390126	0.5541799	0.1746623	0.9585171	0.8611430	0.8755285
550	0.3224997	0.1564182	0.4120619	0.6858429	0.7502633	0.5771097	0.3528886	0.8410742	0.8108558	0.9652199
600	0.2990995	0.1949772	0.3997758	0.5589268	0.7152559	0.6397109	0.4673733	0.8358437	0.6820345	0.9421278
650	0.3124605	0.2043576	0.4344823	0.4957078	0.7491367	0.6586555	0.5538932	0.6752881	0.7577957	0.9633601
700	0.3457052	0.1800536	0.3287615	0.5870612	0.8230162	0.7374184	0.6761785	0.6356019	0.7541562	1.0085652
750	0.3025542	0.1224672	0.3541185	0.5383048	0.8696154	0.7235736	0.5641682	0.6722125	0.8115125	0.9851741
800	0.2572932	0.1265888	0.3027787	0.4595806	0.8835293	0.7960535	0.5826237	0.5972523	0.8230944	0.9528803
850	0.2109716	0.1397152	0.3093465	0.4143053	0.7769699	0.8499311	0.5745269	0.6619608	0.8153349	1.0562039
900	0.2354717	0.1564198	0.2444019	0.4851842	0.8383769	0.8080771	0.5558380	0.6717522	0.7386312	1.1201156
950	0.3002582	0.1256275	0.2432898	0.4636985	0.8040005	0.8665959	0.5585980	0.6380493	0.8385382	1.0483314
1000	0.2759239	0.1144732	0.2446767	0.4615359	0.7782023	0.8488567	0.6008368	0.6653964	0.9360170	1.0899611

0	0.2012959	0.1099055	0.2271681	0.4327482	0.8312112	0.9292307	0.6957072	0.6067822	0.8285663	0.9036816
50	0.2479464	0.1038720	0.2624715	0.4931251	0.8378884	0.9429712	0.3163858	0.6547448	0.8130220	0.8293355
100	0.2159695	0.0975877	0.2489196	0.4498553	0.8164089	0.8978419	0.1752607	0.6832983	0.7131016	0.6402216
150	0.2029760	0.0841800	0.2591768	0.4724575	0.8897535	0.7050255	0.0847329	0.6609811	0.4408852	0.5751802
200	0.2068667	0.0683196	0.2639838	0.4674281	0.9061810	0.5392167	0.0918961	0.4924218	0.2398111	0.5024186
250	0.1959194	0.1030258	0.2327831	0.5319381	0.8543159	0.4665716	0.1047959	0.2445524	0.1630342	0.5028172
300	0.1629416	0.1125481	0.2579361	0.5484069	0.7941395	0.3869664	0.1178920	0.1823640	0.1243854	0.5827277
350	0.1731300	0.1045078	0.2353019	0.5329515	0.7476906	0.4169075	0.1222207	0.1040955	0.1419060	0.5747516
400	0.1863286	0.0837956	0.2823816	0.5797423	0.7298508	0.3736097	0.1036592	0.0928820	0.1688385	0.5418732
450	0.1722955	0.0848232	0.3085540	0.5162484	0.6216704	0.2986568	0.0998741	0.0919578	0.1649699	0.4892070
500	0.1627751	0.1172602	0.2822917	0.5192559	0.5908725	0.3461493	0.0863163	0.0603543	0.1180019	0.5067384
550	0.1593889	0.1090316	0.3176656	0.5853653	0.5458812	0.3360314	0.3652280	0.0620187	0.1399767	0.6631121
600	0.2051531	0.1066583	0.3179729	0.6656581	0.5960352	0.5380048	0.6615023	0.0746332	0.2355966	0.8324344
650	0.1974610	0.1317411	0.3059648	0.7020024	0.6894558	0.6679526	0.8437965	0.1143473	0.5006617	0.9315541
700	0.2048553	0.0903224	0.3804174	0.6946921	0.8107155	0.7791873	0.8611134	0.2048074	0.6090679	0.9008610
750	0.2424412	0.1461029	0.3769616	0.6134764	0.7596002	0.8268835	0.8209792	0.3835379	0.6444319	1.0736915
800	0.2078225	0.1709450	0.3881200	0.6423361	0.8390874	0.8429525	0.7584916	0.5359261	0.8287181	1.0647713
850	0.2397481	0.1979023	0.3770097	0.5591232	0.7763345	0.8801442	0.6974620	0.6070824	0.8240954	1.0298406
900	0.2915994	0.1747434	0.3420555	0.5044621	0.7795831	0.8420627	0.7184391	0.7057644	0.8190939	1.1081824
950	0.2734486	0.1461004	0.3314502	0.6033940	0.7490323	0.7777258	0.6073502	0.7278463	0.8245478	1.0454720
1000	0.2687876	0.1471831	0.3166566	0.5827018	0.7848856	0.8036418	0.5997568	0.5762886	0.8267475	0.9379414

0	0.2012959	0.1099055	0.2271681	0.4327482	0.8312112	0.9292307	0.6957072	0.6067822	0.8285663	0.9036816
