YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W
0.11877803000389263	0.0	0.0	-0.15036607906222343	-0.36342016770504415	-0.4708858095109463	-0.7041145279072225	0.20953799820165253	0.0	0.0
0.0	0.0	0.0	0.0	-0.1935684469062835	-0.6300039938651025	-0.46296510891988873	0.6264599819074861	0.2997437721093857	0.0
0.0	0.0	0.0	-0.016043622512370348	0.0	0.0	0.0	0.0	0.8576603071739637	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0019437422393880806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.13750360277481377
0.0	0.0	-0.17475350596942008	0.0	-0.8130251108668745	-0.4226744370535016	-0.5281746690161526	0.9280717991165361	0.0	-0.019737985217943788
0.0	-0.639551960863173	0.0	-0.7703383904881775	0.0	-0.49356243130750954	0.0	0.08164425020697631	0.0	-0.7440395005978644
0.8738767570699625	0.0	0.0	0.0	0.0	0.0	0.0	0.5054946082051388	-0.03389895744866497	0.0
0.0	-0.8005205970257521	-0.03877733554691076	0.0	0.0	0.0	0.0	0.0	0.15410078000032537	0.0
0.0	0.0	0.0	0.0	-0.946361810201779	0.0	0.0	0.5165821312799594	0.14681556340993576	-0.7151000685989857
