YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C
0.0000000	0.3162157	0.8463701	0.5643575	1.0402540	0.5013653	0.8916916	0.9951266	0.1141111	1.0149742
0.0503520	0.0000000	0.7570744	0.5603784	1.1176328	0.5188393	0.8899425	0.9792452	0.0842819	1.0641989
0.0590439	0.0815383	0.0000000	0.5693050	1.0005816	0.5945205	0.8994175	0.9722302	0.0984971	1.0085298
0.2544388	0.6592467	0.9709231	0.0000000	1.0360850	0.6742044	0.8725036	0.9374690	0.0871439	0.9529395
0.2249529	0.5457139	0.9927542	0.0267553	0.0000000	0.5219081	0.8579659	0.9798714	0.0782544	0.9378849
0.2730459	0.6619512	1.0348316	0.0253236	0.0018127	0.0000000	0.9949245	0.8724508	0.0759954	1.1252212
0.4047156	0.6052668	1.1047868	0.0526507	0.1987078	0.0343792	0.0000000	1.0466852	0.0970858	1.0109722
0.3085249	0.7331150	0.8687953	0.5344468	1.0084984	0.6487181	1.0231631	0.0000000	0.1185158	0.9945865
0.0641540	0.2553731	0.8066344	0.6530585	1.1293343	0.5165161	0.7554398	1.0503110	0.0000000	1.0134712
0.4098773	0.7256380	0.8687010	0.6412887	1.0642026	0.6183671	1.0421620	0.0686745	0.9845166	0.0000000
