YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W
0.0	0.0	0.0	0.0	0.0	-0.19547161320224404	0.1713743566083174	0.0	-0.10337510658428073	-0.8225042019039392
0.0	0.0	0.0	0.0	-0.02214444603634974	-0.854384234873578	0.0	-0.10299621382728219	-0.7469316814094782	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.04278526525013149	0.0	0.0
-0.31532917614094913	-0.9817811807151884	-0.043799376813694835	0.0	0.0	0.0	0.513666962973253	-0.9489634830970317	-0.6722402868326753	0.0
0.0	0.0	0.0	0.700547325245276	0.19166913104379574	-0.6416338502895087	0.0	-0.10500982427038252	0.0	-0.896150805754587
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1662224291358143
-0.05824396014213562	0.0	0.0	0.7701888976685553	0.0	-0.48957938281819224	0.0	-0.5104070960078388	0.0	-0.32015894213691354
-0.6669294673483819	-0.03955152933485806	-0.24268384231254458	0.0	0.0	-0.35997442505322397	0.0	0.0	0.0	-0.9498166404664516
0.0	0.0	-0.6796318015549332	0.5958196013767122	0.0	0.0	0.37204394838906935	0.0	0.0	0.0
0.0	-0.19274201057851315	0.0	0.0	0.0	-0.6388440495356917	0.0	-0.10599157377146184	0.0	0.0
