YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W
0.15623175656936866	0.0	0.8323088836399596	0.0	0.9160978123895686	-0.996342355851084	0.0	0.0	0.0	0.0
0.0	0.0	0.8094487733682375	0.0	0.0	0.0	0.0	0.0	-0.4783890440594405	-0.13018275005742908
0.08310898022308749	0.0	0.0	-0.7632872387766838	0.47985535002088653	0.0	0.0	-0.43527457397431135	0.0	-0.9737484601791948
0.0	0.19765151027738426	0.0	-0.7774534779600799	0.0	-0.1493318947032094	-0.057280699376077715	0.0	0.0	-0.05191194312646985
0.0	0.0	0.0	-0.3477008941117674	0.7902921706322442	0.0	0.11076339787983769	-0.4590869799721986	-0.13103298656642437	0.0
0.46761307796977264	0.05178134204968188	0.0	0.0	0.0	-0.32745437626726925	0.0	0.0	0.0	0.0
0.0	0.0	0.09300251221374976	-0.12285667518153787	0.0	0.0	0.0	0.0	0.0	-0.3440501098521054
0.0	0.0	0.0	0.0	0.0	-0.9512231792323291	0.0	0.0	0.0	0.0
0.0	0.0	0.0	-0.9650358015205711	0.0	-0.9361227480694652	0.024488800318850812	-0.20026928978040814	0.0	0.0
0.0	0.0	0.0	-0.14897527312859893	0.2769162624958764	-0.4669418167322874	0.0	0.0	0.0	0.0
