YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W
0.0716310	0.6538745	0.9998281	0.9997209	0.2540835	0.5235185	0.0291067	0.9662462	0.0914356	1.0000000
0.1432775	0.3287852	0.9998386	0.9997355	0.2568985	0.5275871	0.0286358	0.9764437	0.0927872	1.0000000
0.1432201	0.6487461	0.5000107	0.9997002	0.2505878	0.5180924	0.0297721	0.9521942	0.0898306	1.0000000
0.1432203	0.6487478	0.9998130	0.5000540	0.2505938	0.5180966	0.0297718	0.9521974	0.0898340	1.0000000
0.1432204	0.6487489	0.9998130	0.9997003	0.1253335	0.5180994	0.0297716	0.9521995	0.0898363	1.0000000
0.1427128	0.6327718	0.9997555	0.9996237	0.0859345	0.2504501	0.0319628	0.9103344	0.0502179	1.0000000
0.1463936	0.6554127	0.9999879	0.9999707	0.3636643	0.6897419	0.0144546	0.9704433	0.1657469	1.0000000
0.1427172	0.3994418	0.9815103	0.9851048	0.0935513	0.2653709	0.1007043	0.4802789	0.0508259	1.0000000
0.1426652	0.6250175	0.9997217	0.9995801	0.2337843	0.4926297	0.0330905	0.8907948	0.0412900	1.0000000
0.5316961	0.5981711	0.9995580	0.9993776	0.2141557	0.4633157	0.0373772	0.8276575	0.1180635	0.5000000
