YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C
0.0003644	0.0006163	0.1312138	0.5149808	0.1038046	0.7684690	0.7659583	0.3820153	0.3840671	0.6369058
0.8768732	0.7126772	0.6506167	0.1221029	0.1147260	0.8741191	0.6732436	0.3618675	0.4829648	0.7135824
0.5768208	0.6954245	0.7448418	0.0303712	0.0761214	0.6834905	0.6129016	0.3661148	0.4648253	0.6855739
0.8206591	0.8106139	0.6921407	0.0441542	0.0928985	0.7300159	0.8040460	0.5551962	0.4361994	0.7377849
0.9653278	0.7548760	0.8439529	0.0644566	0.0541414	0.6681610	0.7736051	0.6308544	0.1064691	0.8225471
0.7644688	0.3302096	0.3843610	0.2215717	0.0420650	0.7080807	0.6905577	0.6446626	0.1854560	0.8407870
0.7771225	0.5923062	0.5001869	0.1365933	0.1313359	0.7401334	0.6560341	0.4394427	0.4117030	0.6549290
0.7487317	0.4882786	0.4748306	0.0462059	0.0517995	0.9391040	0.7522573	0.4612685	0.3903875	0.7538273
0.8002401	0.8038988	0.6771089	0.0503909	0.1007828	0.7094837	0.5987208	0.3576013	0.5270173	0.5954708
0.5205973	0.2440926	0.2850623	0.2630444	0.0747776	0.7423658	0.7801411	0.2341789	0.6432971	0.7198887
