YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C
0.2996534	0.7132277	0.7435566	0.7156085	0.0176624	0.1809135	0.7847651	0.1077389	0.5579542	0.5733863
0.7113004	0.2959304	0.6261585	0.7210760	0.0114413	0.1118543	0.7553470	0.0769203	0.6727184	0.4774598
0.6081500	0.2448657	0.2906018	0.7260765	0.0168414	0.1893604	0.7702562	0.1111150	0.7436515	0.5525452
0.7556065	0.3897923	0.2694182	0.4064684	0.0116840	0.1277618	0.7086113	0.0747316	0.7012066	0.4774322
0.6432967	0.7400663	0.6356030	0.5734802	0.0048585	0.1995979	0.7808808	0.0698157	0.7368403	0.6628157
0.7661466	0.5470596	0.7271888	0.8345763	0.0074651	0.1208827	0.7507030	0.0992538	0.6322950	0.5618524
0.5527258	0.6216735	0.6439618	0.7967352	0.0533969	0.3849979	0.3582554	0.0636741	0.7516589	0.5784612
0.8380887	0.6220151	0.5066704	0.7430368	0.0105756	0.1400194	0.6446237	0.0408051	0.7546162	0.5763280
0.8449601	0.5288948	0.6474412	0.6897407	0.0022312	0.2723039	0.8561688	0.0828611	0.4022115	0.5341585
0.6703096	0.6645056	0.5920004	0.8102228	0.0024239	0.1903106	0.7907558	0.1611269	0.6792016	0.3176898
