YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W	YOR028C
0.0000021	0.9997146	0.9307820	0.1263406	1.0000000	1.0000000	0.9920269	1.0000000	1.0000000	1.0000000
0.0371054	0.0000041	0.0719976	0.1263406	1.0000000	1.0000000	0.9920269	1.0000000	1.0000000	1.0000000
0.0373851	0.0524450	0.0000002	0.1263406	1.0000000	1.0000000	0.9920269	1.0000000	1.0000000	1.0000000
0.0423625	0.1607134	0.0719901	0.0000002	1.0000000	1.0000000	0.9920269	1.0000000	1.0000000	1.0000000
0.3661047	0.9997850	0.9997320	0.9995321	0.0000000	1.0000000	0.9920269	1.0000000	1.0000000	1.0000000
0.0371016	0.9997146	0.9307820	0.1263406	1.0000000	0.0000065	0.9920269	1.0000000	1.0000000	1.0000000
0.3660762	0.9997146	0.9307820	0.1263406	1.0000000	1.0000000	0.0000014	1.0000000	1.0000000	1.0000000
0.3660762	0.9997146	0.9307820	0.1263406	1.0000000	1.0000000	0.0175554	0.0000019	1.0000000	1.0000000
0.3660762	0.9997146	0.9307820	0.1263406	1.0000000	1.0000000	0.9920269	1.0000000	0.0000019	1.0000000
0.3660762	0.9997146	0.9307820	0.1263406	1.0000000	1.0000000	0.9920269	1.0000000	1.0000000	0.0000028
