YKL112W	YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C
0.5130789	0.5930219	0.9639776	1.0582809	0.0821031	0.4674258	0.8907096	0.1086591	0.2495509	0.5133294
0.9726351	0.3198554	0.9673502	1.0337303	0.1162082	0.5491884	0.9467613	0.1372638	0.1994991	0.5494310
1.0308589	0.6572653	0.5421416	0.8827100	0.0372116	0.5412712	0.9084732	0.0626799	0.1268543	0.5302457
0.9866944	0.6453552	0.9825708	0.4855063	0.0934444	0.5195060	0.9926827	0.1326371	0.2690055	0.4910258
1.0302795	0.7663931	1.0646858	1.0024243	0.0747991	0.4550076	0.9061725	0.1309074	0.2091257	0.4478045
0.9417128	0.6805602	0.9824046	0.9759739	0.0891324	0.2269765	0.9098524	0.1513399	0.2392049	0.5598150
1.0510410	0.9724178	1.0580321	1.0574791	0.1186132	0.7146253	0.4924400	0.1815191	0.2643758	0.1504381
1.1300459	0.7094648	1.0143166	1.0066386	0.0345411	0.5169227	0.8704803	0.0674093	0.2880355	0.5184849
1.1253937	0.7348596	1.0253688	0.9384180	0.0579382	0.4237348	0.9821504	0.0703294	0.1353564	0.6199325
1.0665811	0.8889319	0.9355119	0.9130825	0.1277505	0.5312298	0.7893225	0.1800340	0.2567093	0.2024589
