"Time"	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W	YOR028C

0	0.3658295	0.9996961	0.9307140	0.1263507	1.0000000	1.0000000	0.9920269	1.0000000	1.0000000	1.0000000
50	0.3648439	0.9997081	0.9307648	0.1263454	1.0000000	0.9324944	0.9920175	0.9958327	1.0000000	0.9654843
100	0.3574394	0.9997123	0.9307797	0.1263429	1.0000000	0.8441408	0.9919658	0.9909852	1.0000000	0.9308433
150	0.3445553	0.9997138	0.9307832	0.1263417	1.0000000	0.7854816	0.9918934	0.9881714	1.0000000	0.9137173
200	0.3311752	0.9997143	0.9307835	0.1263411	1.0000000	0.7530671	0.9918330	0.9868163	1.0000000	0.9066591
250	0.3205142	0.9997145	0.9307830	0.1263408	1.0000000	0.7366302	0.9917938	0.9862186	1.0000000	0.9039786
300	0.3132859	0.9997146	0.9307826	0.1263407	1.0000000	0.7286959	0.9917720	0.9859681	1.0000000	0.9030050
350	0.3088856	0.9997146	0.9307824	0.1263406	1.0000000	0.7249843	0.9917611	0.9858664	1.0000000	0.9026608
400	0.3064032	0.9997146	0.9307822	0.1263406	1.0000000	0.7232848	0.9917559	0.9858261	1.0000000	0.9025412
450	0.3050787	0.9997146	0.9307821	0.1263406	1.0000000	0.7225184	0.9917536	0.9858104	1.0000000	0.9025000
500	0.3044013	0.9997146	0.9307821	0.1263406	1.0000000	0.7221767	0.9917526	0.9858043	1.0000000	0.9024860
550	0.3056737	0.9997146	0.9307821	0.1263406	1.0000000	0.7895312	0.9917620	0.9899693	1.0000000	0.9369969
600	0.3150874	0.9997146	0.9307820	0.1263406	1.0000000	0.8778185	0.9918149	0.9948159	1.0000000	0.9716363
650	0.3295879	0.9997146	0.9307820	0.1263406	1.0000000	0.9364487	0.9918878	0.9976294	1.0000000	0.9887618
700	0.3429802	0.9997146	0.9307820	0.1263406	1.0000000	0.9688506	0.9919479	0.9989844	1.0000000	0.9958198
750	0.3526668	0.9997146	0.9307820	0.1263406	1.0000000	0.9852819	0.9919863	0.9995820	1.0000000	0.9985002
800	0.3587590	0.9997146	0.9307820	0.1263406	1.0000000	0.9932139	0.9920075	0.9998326	1.0000000	0.9994738
850	0.3622629	0.9997146	0.9307820	0.1263406	1.0000000	0.9969245	0.9920181	0.9999342	1.0000000	0.9998180
900	0.3641577	0.9997146	0.9307820	0.1263406	1.0000000	0.9986236	0.9920231	0.9999745	1.0000000	0.9999377
