YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W
0.0	-0.1504142158664763	-0.5092617820482701	0.0	0.0	-0.8825709170196205	0.0	0.5467308398376997	0.0	0.0
0.0	-0.8297956313472241	-0.43511731876060367	0.0	0.0	0.0	0.7139810176405756	0.0	0.0	-0.3147956756874919
0.6505448214229311	0.0	0.0	0.0	0.6741452267784552	0.0	0.0	0.0	0.0	0.0
0.0	0.0	-0.7325761364772916	-0.903840571641922	0.1380050922203736	0.0	0.5179321669812946	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.4001825088635087	0.0
0.6881583821013685	-0.9585355645976961	0.0	-0.5400504663120955	0.0	-0.5074161889497191	0.0	0.28008421180246723	0.0	-0.4810707641299814
0.1851379905346896	-0.08868767390958965	0.0	0.0	0.0	-0.7417424770537764	0.0	0.0	0.0	0.0
0.0	-0.7693139440380037	0.0	0.0	0.00890877278707193	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	-0.24178597703576088	0.0	0.0	0.339765975189179	0.0	0.0	-0.5441165391821414
0.0	0.0	0.0	-0.3480019513517618	0.0	0.0	0.0	0.0	0.0	0.0
