YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W	YOR028C	YPL248C
0.0	0.7155099388107876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.141967608127743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.46993367094546556	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.21522249840199947	0.0	0.0
0.0	0.0	0.0	-0.1237229947000742	-0.2006408739835024	0.4548587197685261	0.0	-0.803454696200788	-0.12016134057193995	0.0
-0.17539071943610907	0.06103330248857245	0.0	0.0	-0.13057346804998815	0.0	0.0	-0.8279607037547976	-0.19284568703733385	0.0
0.0	0.0	0.0	0.0	0.0	0.0	-0.29471642547287047	0.0	-0.7633936379570514	0.0
0.0	0.4802091871749829	0.3120478045562481	0.0	-0.2603616248816252	0.09343103894643681	0.0	0.0	0.0	0.0
-0.26396852149628103	0.0	0.0	-0.6300682765431702	0.0	0.0	-0.4651600962970406	0.0	0.0	0.0
0.0	0.0	0.912684421138299	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.33877205014119255	0.0	-0.48512639198452234	0.0	0.31540335382014706	0.0	-0.5207425085827708	0.0	0.0
