YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C
0.4139465787931286	0.0	0.0	0.0	0.0	0.0	0.17421357217359268	0.4008728421376563	0.0	0.0
0.0	0.1543007829619527	0.0	0.0	0.0	0.0	0.4513899348687651	0.9567640074146456	0.2419094966437528	0.0
-0.05112645583982245	-0.5408944747017741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.38528838544152677
0.0	0.0	0.2315453629244075	-0.32729945122264326	0.0	0.0	0.0	0.0	0.8000033694963763	-0.5247718279715627
-0.10570249794806019	0.0	0.0	-0.47047605621628463	0.0	0.3050133352555672	0.0	0.0	0.0	0.0
0.0	-0.20557883624714313	0.8852429304506586	-0.2860316256992519	0.2652741857491482	0.0	0.0	0.0	0.47382551959639885	0.0
0.0	0.0	0.0	0.0	0.7073685490213383	0.0	0.0	0.8817579354708559	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.956309331526641	-0.01080576982234692	0.0	0.0	0.0
0.0	0.0	0.0	-0.554128443589434	0.7256860957168091	0.6183666740000585	0.0	0.0	0.0	0.0
0.0	0.0	0.0	-0.35919902310706675	0.0	0.0	0.751102062874687	0.6455190414180524	0.0	0.0
