YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W	YOR028C
0.1068577	0.6783170	0.9981390	0.9883694	0.8906833	0.6675006	0.0844002	0.7908920	0.7350055	0.9788321
0.0802910	0.8141453	0.9990057	0.9894249	0.9472124	0.9095061	0.0211098	0.8682622	1.0000000	1.0000000
0.1482466	0.6781875	0.9974828	0.9555278	0.5318509	1.0000000	0.2229074	0.4768488	1.0000000	1.0000000
0.1096201	0.8109777	0.9788294	0.9820232	0.7219053	1.0000000	0.1390237	0.5428798	0.5303382	0.9886972
0.1388506	0.6643511	0.9325274	0.9969189	0.9552977	1.0000000	0.0132162	1.0000000	0.8508948	1.0000000
0.1059320	0.6642970	0.9324447	0.9901329	1.0000000	0.7278298	0.0770452	0.8352522	0.4964802	0.8088283
0.1094050	0.8121988	0.9984951	0.9978515	1.0000000	0.5730435	0.0203927	1.0000000	0.9698655	0.7834884
0.0719266	0.7215799	0.9984475	0.9903615	1.0000000	1.0000000	0.0591004	1.0000000	0.6873213	1.0000000
0.1481680	0.6784174	0.9986264	0.9895380	0.9547346	0.9502809	0.0254811	1.0000000	0.6291397	0.5716562
0.1482043	0.6782989	0.9980167	0.9887282	0.9028740	0.9066929	0.0162360	1.0000000	0.9768704	1.0000000
