YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W
0.0	0.0	0.0	0.6041535110585853	0.0	-0.5811331907752901	-0.9530047122389078	0.0	0.6800054758235152	-0.8095881503541023
0.0	0.0	0.0	0.0	0.5423338235083122	0.0	-0.754234642488882	0.0	0.5624714500184442	-0.4934367323294282
0.0	0.0	0.0	0.0	0.0	-0.26403958280570805	0.0	-0.8262354442849755	0.0	0.0
-0.29176892526447773	0.0	0.0	0.0	0.0	-0.446005143225193	0.0	-0.18906374764628708	0.47165686165981846	-0.8187235272489488
0.0	-0.10536006232723594	0.0	0.5056355618313416	0.0	-0.4006120818667114	-0.3215641379356384	0.0	0.0	0.0
-0.9035713011398911	0.0	0.0	0.5942542603612407	0.0	0.0	-0.22698779474012554	-0.3720132540911436	0.3200963835145618	-0.34307004255242646
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	-0.44458083319477737	0.0	0.0	0.25951538089730697	-0.08611131738871336
-0.6232553324662149	-0.40604364639148116	0.0	0.0	0.0	0.0	-0.2954102670773864	0.0	0.0	0.0
0.0	-0.4602450451347977	0.0	0.11026165675376493	0.0	0.0	0.0	0.0	0.0	0.0
