"Time"	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C

0	0.0857380	0.4311484	0.9883763	0.5696139	0.6667593	0.6975441	0.4060938	0.8567288	0.1178933	1.0479162
50	0.0531017	0.2790340	0.8838284	0.6091298	0.7660323	0.7871856	0.3785018	1.0343660	0.0742871	0.9205508
100	0.0649450	0.2119217	0.9205380	0.5783244	0.6414199	0.7265628	0.3436468	0.9028432	0.0570144	0.7458061
150	0.0472824	0.1526863	1.0443388	0.5810381	0.7014760	0.7122574	0.2831028	0.8532743	0.1084992	0.6692298
200	0.0542755	0.1343688	0.9241341	0.5888116	0.6760717	0.8006142	0.3561513	0.7802892	0.1408290	0.5408521
250	0.0333483	0.0902403	1.0179902	0.5783242	0.6538787	0.8241627	0.3746745	0.6922548	0.2106660	0.5344081
300	0.0346536	0.1166986	0.8477309	0.5678147	0.6918607	0.7358724	0.4511756	0.5963413	0.3166359	0.5414218
350	0.0137006	0.1039410	0.7808803	0.5604879	0.6823326	0.7883130	0.5108466	0.6431197	0.3443961	0.6038900
400	0.0409914	0.0978660	0.8303272	0.6117891	0.7123760	0.7136789	0.4427232	0.6207318	0.2966000	0.6105242
450	0.0421253	0.1264775	0.8370328	0.6063068	0.7898475	0.7494324	0.3808718	0.5324695	0.3151384	0.5859940
500	0.0501407	0.1440797	0.8390842	0.5610936	0.6579396	0.7485429	0.4783421	0.6312313	0.3673347	0.5657524
550	0.0416237	0.2017807	0.7322995	0.5378119	0.8023523	0.7349848	0.4560355	0.6230176	0.3638239	0.7142754
600	0.0923233	0.3255469	0.7629335	0.5705932	0.7903161	0.8106942	0.3090790	0.6736596	0.2698226	0.8014902
650	0.0741439	0.3969017	0.8256379	0.6361027	0.6989994	0.6897105	0.3731653	0.7569545	0.1708186	0.8396178
700	0.0861711	0.3718871	0.8718249	0.5561443	0.8034569	0.7023573	0.4845137	0.8443084	0.1391059	0.8453464
750	0.1164467	0.3518361	0.9828451	0.5925411	0.8955088	0.6480609	0.3548018	0.8554699	0.1388972	0.9361215
