"Time"	YIR023W	YKL112W	YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W

0	0.9992389	1.0000000	1.0000000	0.2262863	0.0641500	0.9998963	0.7187785	0.5221588	0.5008083	0.6793806
50	0.9992398	1.0000000	1.0000000	0.2291051	0.0687125	0.9998901	0.4748095	0.5273975	0.3894328	0.6158011
100	0.9992401	1.0000000	1.0000000	0.2427284	0.0962186	0.9997747	0.2761841	0.5541879	0.3325748	0.5707120
150	0.9992402	1.0000000	1.0000000	0.2581501	0.1281075	0.9996099	0.1903731	0.5839893	0.3351238	0.5585824
200	0.9992402	1.0000000	1.0000000	0.2672510	0.1425474	0.9995414	0.1549639	0.6003580	0.3446327	0.5584309
250	0.9992402	1.0000000	1.0000000	0.2705731	0.1444440	0.9995435	0.1401229	0.6056867	0.3485287	0.5603063
300	0.9992402	1.0000000	1.0000000	0.2711321	0.1429527	0.9995594	0.1341152	0.6064989	0.3487515	0.5615539
350	0.9992402	1.0000000	1.0000000	0.2709057	0.1419190	0.9995681	0.1318737	0.6064115	0.3480116	0.5620597
400	0.9992402	1.0000000	1.0000000	0.2706511	0.1417538	0.9995696	0.1310978	0.6064556	0.3474206	0.5621801
450	0.9992402	1.0000000	1.0000000	0.2705188	0.1419757	0.9995682	0.1308200	0.6066468	0.3471395	0.5621714
500	0.9992402	1.0000000	1.0000000	0.2704744	0.1422246	0.9995666	0.1306941	0.6068423	0.3470512	0.5621440
550	0.9992402	1.0000000	1.0000000	0.2659064	0.1313643	0.9995964	0.3426373	0.5989580	0.4840311	0.6270892
600	0.9992402	1.0000000	1.0000000	0.2496281	0.0981369	0.9997471	0.5237152	0.5665718	0.5388611	0.6731839
650	0.9992402	1.0000000	1.0000000	0.2355903	0.0741148	0.9998510	0.6200732	0.5370253	0.5213950	0.6854463
700	0.9992402	1.0000000	1.0000000	0.2285115	0.0649820	0.9998902	0.6740002	0.5237742	0.5028493	0.6848595
750	0.9992402	1.0000000	1.0000000	0.2261203	0.0637155	0.9998968	0.7018149	0.5213216	0.4964710	0.6820230
800	0.9992402	1.0000000	1.0000000	0.2257636	0.0644188	0.9998950	0.7134305	0.5222296	0.4968317	0.6801557
850	0.9992402	1.0000000	1.0000000	0.2259608	0.0648370	0.9998938	0.7170401	0.5230162	0.4987119	0.6794100
900	0.9992402	1.0000000	1.0000000	0.2261616	0.0647747	0.9998942	0.7178224	0.5230916	0.5000644	0.6792520
950	0.9992402	1.0000000	1.0000000	0.2262612	0.0645388	0.9998951	0.7180495	0.5228072	0.5006734	0.6792840
1000	0.9992402	1.0000000	1.0000000	0.2262915	0.0643361	0.9998959	0.7183194	0.5224974	0.5008461	0.6793353

0	0.9992389	1.0000000	1.0000000	0.2262863	0.0641500	0.9998963	0.7187785	0.5221588	0.5008083	0.6793806
50	0.9992444	1.0000000	1.0000000	0.2262836	0.0665790	0.9998865	0.6743087	0.5251432	0.4322621	0.6793766
100	0.9992494	1.0000000	1.0000000	0.2262834	0.0812257	0.9998154	0.6342059	0.5417042	0.3773064	0.6793743
150	0.9992519	1.0000000	1.0000000	0.2262837	0.1031148	0.9996895	0.6057714	0.5646524	0.3562531	0.6793734
200	0.9992529	1.0000000	1.0000000	0.2262839	0.1214147	0.9995720	0.5803799	0.5834460	0.3495512	0.6793732
250	0.9992533	1.0000000	1.0000000	0.2262841	0.1326316	0.9994958	0.5591015	0.5952709	0.3475868	0.6793733
300	0.9992535	1.0000000	1.0000000	0.2262841	0.1383462	0.9994561	0.5437943	0.6016480	0.3470361	0.6793734
350	0.9992535	1.0000000	1.0000000	0.2262841	0.1409322	0.9994382	0.5341557	0.6047632	0.3468858	0.6793734
400	0.9992535	1.0000000	1.0000000	0.2262841	0.1420120	0.9994308	0.5286755	0.6061855	0.3468455	0.6793734
450	0.9992535	1.0000000	1.0000000	0.2262841	0.1424379	0.9994279	0.5257920	0.6068042	0.3468348	0.6793734
500	0.9992536	1.0000000	1.0000000	0.2262841	0.1425989	0.9994269	0.5243625	0.6070638	0.3468319	0.6793734
550	0.9992489	1.0000000	1.0000000	0.2262841	0.1366984	0.9994750	0.5657446	0.6032453	0.4153633	0.6793734
600	0.9992442	1.0000000	1.0000000	0.2262841	0.1135131	0.9996345	0.6047355	0.5842168	0.4703179	0.6793734
650	0.9992418	1.0000000	1.0000000	0.2262841	0.0907317	0.9997682	0.6348365	0.5607011	0.4913730	0.6793734
700	0.9992408	1.0000000	1.0000000	0.2262841	0.0765871	0.9998414	0.6620543	0.5429294	0.4980764	0.6793734
750	0.9992404	1.0000000	1.0000000	0.2262841	0.0694663	0.9998747	0.6841490	0.5323227	0.5000415	0.6793734
800	0.9992403	1.0000000	1.0000000	0.2262841	0.0662850	0.9998884	0.6994943	0.5267999	0.5005923	0.6793734
850	0.9992403	1.0000000	1.0000000	0.2262841	0.0649697	0.9998936	0.7088770	0.5241664	0.5007426	0.6793734
900	0.9992402	1.0000000	1.0000000	0.2262841	0.0644546	0.9998955	0.7140884	0.5229845	0.5007829	0.6793734
950	0.9992402	1.0000000	1.0000000	0.2262841	0.0642608	0.9998962	0.7167803	0.5224768	0.5007936	0.6793734
1000	0.9992402	1.0000000	1.0000000	0.2262841	0.0641901	0.9998964	0.7180950	0.5222657	0.5007964	0.6793734

0	0.9992389	1.0000000	1.0000000	0.2262863	0.0641500	0.9998963	0.7187785	0.5221588	0.5008083	0.6793806
50	0.9992398	1.0000000	1.0000000	0.1464183	0.0641390	0.9998965	0.7262622	0.4755055	0.5019188	0.6668775
100	0.9992401	1.0000000	1.0000000	0.0853479	0.0633640	0.9998993	0.7627593	0.4204278	0.5342704	0.5668400
150	0.9992402	1.0000000	1.0000000	0.0841063	0.0572421	0.9999186	0.8098864	0.3805458	0.6622750	0.4280952
200	0.9992402	1.0000000	1.0000000	0.1242325	0.0450398	0.9999499	0.8515550	0.3426376	0.8085199	0.4049347
250	0.9992402	1.0000000	1.0000000	0.1391667	0.0340008	0.9999730	0.8866339	0.3079689	0.8636168	0.4800213
300	0.9992402	1.0000000	1.0000000	0.1184529	0.0277858	0.9999845	0.9141167	0.2852769	0.8298296	0.5193082
350	0.9992402	1.0000000	1.0000000	0.1017643	0.0259099	0.9999880	0.9321523	0.2769182	0.7942135	0.4907434
400	0.9992402	1.0000000	1.0000000	0.1053452	0.0259255	0.9999884	0.9413916	0.2761498	0.8091148	0.4514129
450	0.9992402	1.0000000	1.0000000	0.1180128	0.0255990	0.9999889	0.9451845	0.2748630	0.8405846	0.4529334
500	0.9992402	1.0000000	1.0000000	0.1202544	0.0248007	0.9999900	0.9471555	0.2716740	0.8470431	0.4780381
550	0.9992402	1.0000000	1.0000000	0.2046382	0.0243486	0.9999905	0.9457458	0.3098248	0.8267078	0.5263622
600	0.9992402	1.0000000	1.0000000	0.2522012	0.0248903	0.9999898	0.9287547	0.3588544	0.7552529	0.6175726
650	0.9992402	1.0000000	1.0000000	0.2483600	0.0278696	0.9999854	0.8998695	0.3977755	0.6447150	0.6678578
700	0.9992402	1.0000000	1.0000000	0.2364031	0.0347613	0.9999726	0.8667557	0.4336933	0.5594638	0.6834140
750	0.9992402	1.0000000	1.0000000	0.2291903	0.0444815	0.9999502	0.8317363	0.4665681	0.5160973	0.6844959
800	0.9992402	1.0000000	1.0000000	0.2264275	0.0536325	0.9999258	0.7973591	0.4919748	0.5007333	0.6821717
850	0.9992402	1.0000000	1.0000000	0.2258476	0.0597785	0.9999083	0.7678978	0.5080969	0.4979506	0.6803288
900	0.9992402	1.0000000	1.0000000	0.2259609	0.0628574	0.9998994	0.7463310	0.5165871	0.4988683	0.6795003
950	0.9992402	1.0000000	1.0000000	0.2261458	0.0639976	0.9998964	0.7327513	0.5203209	0.5000131	0.6792810
1000	0.9992402	1.0000000	1.0000000	0.2262505	0.0642600	0.9998959	0.7252948	0.5216731	0.5006231	0.6792868

0	0.9992389	1.0000000	1.0000000	0.2262863	0.0641500	0.9998963	0.7187785	0.5221588	0.5008083	0.6793806
50	0.9992288	0.9739462	1.0000000	0.2262836	0.0434091	0.9998831	0.4545464	0.4778219	0.4148187	0.6793766
100	0.9991619	0.9445409	1.0000000	0.2262834	0.0241014	0.9997733	0.2455558	0.4400379	0.3458751	0.6793743
150	0.9990553	0.9279976	1.0000000	0.2262837	0.0166001	0.9995476	0.1632002	0.4324932	0.3194623	0.6793734
200	0.9989551	0.9202554	1.0000000	0.2262839	0.0148982	0.9993138	0.1343649	0.4373598	0.3110540	0.6793732
250	0.9988835	0.9169273	1.0000000	0.2262841	0.0149159	0.9991523	0.1240106	0.4434264	0.3085893	0.6793733
300	0.9988402	0.9155637	1.0000000	0.2262841	0.0151838	0.9990649	0.1199016	0.4475530	0.3078985	0.6793734
350	0.9988167	0.9150215	1.0000000	0.2262841	0.0153701	0.9990244	0.1180832	0.4498182	0.3077099	0.6793734
400	0.9988050	0.9148102	1.0000000	0.2262841	0.0154647	0.9990074	0.1172230	0.4509262	0.3076593	0.6793734
450	0.9987995	0.9147289	1.0000000	0.2262841	0.0155064	0.9990008	0.1168085	0.4514304	0.3076459	0.6793734
500	0.9987969	0.9146980	1.0000000	0.2262841	0.0155233	0.9989983	0.1166107	0.4516486	0.3076423	0.6793734
550	0.9988133	0.9407402	1.0000000	0.2262841	0.0651816	0.9991066	0.4035107	0.5000236	0.3936173	0.6793734
600	0.9989034	0.9701411	1.0000000	0.2262841	0.0881573	0.9994297	0.6065749	0.5368177	0.4625597	0.6793734
650	0.9990218	0.9866828	1.0000000	0.2262841	0.0832028	0.9996782	0.6695561	0.5418960	0.4889742	0.6793734
700	0.9991164	0.9944244	1.0000000	0.2262841	0.0746396	0.9998062	0.6886719	0.5360500	0.4973838	0.6793734
750	0.9991761	0.9977522	1.0000000	0.2262841	0.0690459	0.9998619	0.6988597	0.5299370	0.4998491	0.6793734
800	0.9992090	0.9991157	1.0000000	0.2262841	0.0662254	0.9998839	0.7065071	0.5260046	0.5005401	0.6793734
850	0.9992258	0.9996579	1.0000000	0.2262841	0.0649760	0.9998921	0.7119416	0.5239096	0.5007286	0.6793734
900	0.9992338	0.9998692	1.0000000	0.2262841	0.0644648	0.9998950	0.7153520	0.5229039	0.5007792	0.6793734
950	0.9992374	0.9999504	1.0000000	0.2262841	0.0642666	0.9998960	0.7172798	0.5224522	0.5007926	0.6793734
1000	0.9992390	0.9999813	1.0000000	0.2262841	0.0641927	0.9998963	0.7182862	0.5222584	0.5007962	0.6793734

0	0.9992389	1.0000000	1.0000000	0.2262863	0.0641500	0.9998963	0.7187785	0.5221588	0.5008083	0.6793806
50	0.9990467	0.7233659	1.0000000	0.1425792	0.0641385	0.9998965	0.7190240	0.5221193	0.5019882	0.6659952
100	0.9933882	0.4111462	1.0000000	0.0778783	0.0633045	0.9998995	0.7192408	0.5209307	0.5373289	0.5559150
150	0.9117985	0.2354920	1.0000000	0.0736589	0.0567512	0.9999200	0.7215573	0.5096683	0.6764333	0.4027804
200	0.6226465	0.1532871	1.0000000	0.1134878	0.0441063	0.9999518	0.7335425	0.4799485	0.8303053	0.3674419
250	0.3263324	0.1179506	1.0000000	0.1320200	0.0329622	0.9999746	0.7598418	0.4440408	0.8939588	0.4458402
300	0.1527893	0.1034717	1.0000000	0.1119438	0.0266285	0.9999859	0.7925732	0.4179959	0.8682449	0.4935805
350	0.0715111	0.0977145	1.0000000	0.0939092	0.0244614	0.9999898	0.8197289	0.4073321	0.8329585	0.4649303
400	0.0371916	0.0954708	1.0000000	0.0966049	0.0242329	0.9999904	0.8355496	0.4057378	0.8460184	0.4205757
450	0.0234632	0.0946085	1.0000000	0.1098815	0.0238979	0.9999910	0.8426086	0.4040627	0.8767645	0.4197515
500	0.0181347	0.0942804	1.0000000	0.1129069	0.0232076	0.9999918	0.8465176	0.4003552	0.8846461	0.4475544
550	0.0888089	0.3707906	1.0000000	0.2109745	0.0227951	0.9999923	0.8499950	0.3977217	0.8648942	0.5068770
600	0.4746079	0.6829637	1.0000000	0.2612693	0.0232722	0.9999917	0.8523379	0.3996247	0.7848134	0.6133058
650	0.7654613	0.8586005	1.0000000	0.2529325	0.0261748	0.9999877	0.8507915	0.4119947	0.6589530	0.6688663
700	0.9055166	0.9407989	1.0000000	0.2378769	0.0332194	0.9999752	0.8408981	0.4367891	0.5633191	0.6850514
750	0.9636210	0.9761330	1.0000000	0.2294187	0.0434617	0.9999522	0.8204939	0.4664762	0.5158100	0.6855184
800	0.9861043	0.9906111	1.0000000	0.2263289	0.0532307	0.9999265	0.7933526	0.4916334	0.4996513	0.6825841
850	0.9944817	0.9963679	1.0000000	0.2257404	0.0597698	0.9999080	0.7666842	0.5080784	0.4971890	0.6804202
900	0.9975352	0.9986114	1.0000000	0.2259065	0.0629798	0.9998989	0.7459160	0.5167526	0.4985243	0.6794853
950	0.9986333	0.9994737	1.0000000	0.2261289	0.0641099	0.9998959	0.7324965	0.5204967	0.4999130	0.6792538
1000	0.9990251	0.9998018	1.0000000	0.2262492	0.0643260	0.9998956	0.7250862	0.5217908	0.5006170	0.6792711

0	0.9992389	1.0000000	1.0000000	0.2262863	0.0641500	0.9998963	0.7187785	0.5221588	0.5008083	0.6793806
50	0.9992965	1.0000000	1.0000000	0.2262836	0.0585599	0.9998922	0.4560168	0.5135642	0.4678712	0.6793766
100	0.9993545	1.0000000	1.0000000	0.2262834	0.0569153	0.9998685	0.2447735	0.5095022	0.4414701	0.6793743
150	0.9993835	1.0000000	1.0000000	0.2262837	0.0601390	0.9998355	0.1586257	0.5129003	0.4313572	0.6793734
200	0.9993957	1.0000000	1.0000000	0.2262839	0.0637493	0.9998096	0.1273064	0.5177714	0.4281385	0.6793732
250	0.9994004	1.0000000	1.0000000	0.2262841	0.0661079	0.9997945	0.1159562	0.5213715	0.4271952	0.6793733
300	0.9994021	1.0000000	1.0000000	0.2262841	0.0673324	0.9997872	0.1116718	0.5234586	0.4269307	0.6793734
350	0.9994028	1.0000000	1.0000000	0.2262841	0.0678901	0.9997840	0.1099663	0.5245192	0.4268585	0.6793734
400	0.9994030	1.0000000	1.0000000	0.2262841	0.0681234	0.9997827	0.1092562	0.5250154	0.4268391	0.6793734
450	0.9994031	1.0000000	1.0000000	0.2262841	0.0682155	0.9997822	0.1089523	0.5252347	0.4268340	0.6793734
500	0.9994031	1.0000000	1.0000000	0.2262841	0.0682503	0.9997821	0.1088209	0.5253278	0.4268326	0.6793734
550	0.9993463	1.0000000	1.0000000	0.2262841	0.0745861	0.9997904	0.3692244	0.5337492	0.4597550	0.6793734
600	0.9992887	1.0000000	1.0000000	0.2262841	0.0754750	0.9998241	0.5747181	0.5373174	0.4861551	0.6793734
650	0.9992598	1.0000000	1.0000000	0.2262841	0.0716712	0.9998577	0.6575167	0.5338083	0.4962699	0.6793734
700	0.9992477	1.0000000	1.0000000	0.2262841	0.0681074	0.9998786	0.6897126	0.5291443	0.4994902	0.6793734
750	0.9992430	1.0000000	1.0000000	0.2262841	0.0659715	0.9998890	0.7040253	0.5257893	0.5004343	0.6793734
800	0.9992412	1.0000000	1.0000000	0.2262841	0.0649193	0.9998936	0.7112939	0.5238737	0.5006989	0.6793734
850	0.9992406	1.0000000	1.0000000	0.2262841	0.0644565	0.9998954	0.7151742	0.5229097	0.5007711	0.6793734
900	0.9992403	1.0000000	1.0000000	0.2262841	0.0642674	0.9998961	0.7172204	0.5224617	0.5007904	0.6793734
950	0.9992403	1.0000000	1.0000000	0.2262841	0.0641941	0.9998964	0.7182605	0.5222646	0.5007956	0.6793734
1000	0.9992402	1.0000000	1.0000000	0.2262841	0.0641667	0.9998965	0.7187679	0.5221813	0.5007969	0.6793734

0	0.9992389	1.0000000	1.0000000	0.2262863	0.0641500	0.9998963	0.7187785	0.5221588	0.5008083	0.6793806
50	0.9992610	1.0000000	1.0000000	0.2262836	0.0668384	0.9998853	0.7187792	0.5254332	0.4259403	0.6793766
100	0.9992828	1.0000000	1.0000000	0.2262834	0.0834463	0.9998018	0.7138187	0.5436996	0.3659151	0.6793743
150	0.9992937	1.0000000	1.0000000	0.2262837	0.1088918	0.9996461	0.6975775	0.5691640	0.3429195	0.6793734
200	0.9992983	1.0000000	1.0000000	0.2262839	0.1305396	0.9994955	0.6737389	0.5901090	0.3355991	0.6793732
250	0.9993000	1.0000000	1.0000000	0.2262841	0.1439542	0.9993956	0.6506352	0.6033253	0.3334534	0.6793733
300	0.9993007	1.0000000	1.0000000	0.2262841	0.1508352	0.9993430	0.6331774	0.6104662	0.3328519	0.6793734
350	0.9993009	1.0000000	1.0000000	0.2262841	0.1539630	0.9993189	0.6219634	0.6139591	0.3326877	0.6793734
400	0.9993010	1.0000000	1.0000000	0.2262841	0.1552730	0.9993090	0.6155271	0.6155552	0.3326437	0.6793734
450	0.9993010	1.0000000	1.0000000	0.2262841	0.1557908	0.9993051	0.6121232	0.6162500	0.3326320	0.6793734
500	0.9993010	1.0000000	1.0000000	0.2262841	0.1559868	0.9993037	0.6104308	0.6165417	0.3326289	0.6793734
550	0.9992798	1.0000000	1.0000000	0.2262841	0.1488160	0.9993681	0.6099606	0.6122417	0.4074821	0.6793734
600	0.9992583	1.0000000	1.0000000	0.2262841	0.1212182	0.9995739	0.6158670	0.5909526	0.4675062	0.6793734
650	0.9992475	1.0000000	1.0000000	0.2262841	0.0946043	0.9997411	0.6340352	0.5647913	0.4905036	0.6793734
700	0.9992430	1.0000000	1.0000000	0.2262841	0.0782983	0.9998307	0.6587822	0.5450958	0.4978254	0.6793734
750	0.9992412	1.0000000	1.0000000	0.2262841	0.0701653	0.9998707	0.6814001	0.5333705	0.4999717	0.6793734
800	0.9992406	1.0000000	1.0000000	0.2262841	0.0665559	0.9998870	0.6977539	0.5272755	0.5005734	0.6793734
850	0.9992404	1.0000000	1.0000000	0.2262841	0.0650707	0.9998931	0.7079147	0.5243725	0.5007375	0.6793734
900	0.9992403	1.0000000	1.0000000	0.2262841	0.0644912	0.9998953	0.7135990	0.5230708	0.5007816	0.6793734
950	0.9992402	1.0000000	1.0000000	0.2262841	0.0642738	0.9998961	0.7165453	0.5225120	0.5007932	0.6793734
1000	0.9992402	1.0000000	1.0000000	0.2262841	0.0641946	0.9998964	0.7179870	0.5222798	0.5007963	0.6793734

0	0.9992389	1.0000000	1.0000000	0.2262863	0.0641500	0.9998963	0.7187785	0.5221588	0.5008083	0.6793806
