YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W
0.1174876	0.5511080	0.4780362	0.1108389	0.2114744	0.2292772	0.9652374	0.6785150	0.0011211	0.6870862
0.1529204	0.5747943	0.4417091	0.0377129	0.2085360	0.2840173	1.0000000	1.0000000	0.0002176	0.9589387
0.3838399	0.8324345	0.3680733	0.0000008	0.0431558	0.4242659	0.8272211	0.8211007	0.0003503	1.0000000
0.4922515	0.7809400	0.8499943	0.0000046	0.1024605	0.3477036	1.0000000	0.9727059	0.0003503	1.0000000
0.6056000	0.9098148	0.8271971	0.2676207	0.0585349	0.1835198	1.0000000	1.0000000	0.0008818	0.7148541
0.3865827	0.5747891	0.8835654	0.4070304	0.0388648	0.2464531	1.0000000	1.0000000	0.0014580	0.6010586
0.2217076	0.6742019	0.4846481	0.0000008	0.0000005	0.2998860	0.9778348	1.0000000	0.0004644	0.9079898
0.1215744	0.5568049	0.5456735	0.1069763	0.0013503	0.4180539	0.9059162	0.8541157	0.0003503	1.0000000
0.3643634	0.6617651	0.8191876	0.2600652	0.0052705	0.1559263	0.9915852	0.9865987	0.0003503	1.0000000
0.1793289	0.5616939	0.7721607	0.0999009	0.0005225	0.2542567	0.9713906	0.9107313	0.0005788	0.7680080
