YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C
0.0	0.0	0.0	0.5155106925980502	0.0	-0.13484586356207728	0.0	-0.10202244017273188	0.057011961153782355	0.0
0.0	0.0	0.0	0.0	0.0	-0.612507312791422	0.0	-0.7804789601359516	0.0	0.0
0.0	0.0	-0.7318057967349887	0.334759702777242	0.0	-0.6299931339453906	0.0	-0.9386337453033775	0.0	0.0
-0.9330928039271384	0.0	0.0	0.0	0.0	0.0	-0.6890020868740976	0.0	0.0	0.0
0.0	0.0	-0.4913143985904753	0.0	0.35764676814154106	0.0	0.0	0.0	0.0	0.0
-0.7548692666459829	0.8281349009528672	-0.6243392881006002	0.11114378889252775	0.715786243017766	-0.9165664878673851	0.0	-0.35002453811466694	0.0	0.0
0.0	0.0	0.0	0.883883807213729	0.14435452425107673	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	-0.6368735742289573	0.0	0.20953697423364911	0.0
0.0	0.0	0.0	-0.0010893988779432234	0.0	0.0	-0.9229730551596731	-0.7502518091350794	0.6741010590075324	0.0
-0.6328962263651192	0.0	0.0	0.0	0.0	-0.21434258739463985	0.0	-0.26828274549916387	0.0	0.0
