YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W
0.0000003	0.0131622	0.0533205	0.8563352	0.9229055	1.0000000	0.0373546	0.9985368	0.0458552	1.0000000
0.9999997	0.0000004	0.0533205	0.8563352	0.9229055	1.0000000	0.0373545	0.9985368	0.0458552	1.0000000
0.3058393	0.9999999	0.0000000	0.8406930	0.9097656	0.8483929	0.6407766	0.9985368	0.0458552	1.0000000
0.9999991	0.0004058	0.9999943	0.0000003	0.9229055	1.0000000	0.0373545	0.9985368	0.0458552	1.0000000
0.9996614	0.0093860	0.0559354	0.6905555	0.0000000	1.0000000	0.0373546	0.9985368	0.0458552	1.0000000
0.9999992	0.0004057	0.9999906	0.0027735	0.0511177	0.0000000	0.0373545	0.9985368	0.0458552	1.0000000
0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	1.0000000	0.0000022	0.9985368	0.0458552	1.0000000
0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	1.0000000	0.0373545	0.0000024	0.0458552	1.0000000
0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	1.0000000	0.0294268	0.9999997	0.0000005	1.0000000
0.9993831	0.0128718	0.0534972	0.8392019	0.9087656	0.8395254	0.6485770	0.2655275	1.0000000	0.0000000
