YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W
0.0000000	0.0142284	0.1944726	0.3035135	0.6187084	0.2748519	0.7919780	0.8713689	0.7317375	0.0323990
0.3861367	0.0000000	0.1976479	0.2433912	0.7140984	0.2465984	0.6459952	0.6170664	0.6333394	0.0255702
0.3811093	0.0289383	0.0000000	0.2244639	0.5449828	0.2651703	0.6721404	0.7689450	0.7591615	0.0353764
0.3301562	0.7157097	0.8306437	0.0000000	0.6926041	0.2655662	0.6225110	0.7065159	0.8228092	0.0407610
0.4232888	0.0348740	0.2008224	0.8669517	0.0000000	0.7686622	0.6840137	0.6378125	0.7916214	0.7277007
0.4594503	0.0279173	0.2062345	0.3006129	0.7623140	0.0000000	0.7260730	0.7185086	0.7597068	0.0405782
0.7123384	0.0171555	0.1561740	0.3068613	0.7619747	0.0433543	0.0000000	0.7925544	0.7399791	0.0550664
0.7810006	0.0124186	0.1786030	0.2462906	0.6628205	0.0468350	0.0007288	0.0000000	0.7413640	0.0290580
0.7006775	0.0167633	0.1737903	0.2506089	0.7333318	0.0140888	0.0014138	0.0961918	0.0000000	0.0200280
0.3858607	0.0420196	0.2119782	0.2713021	0.6537951	0.2294056	0.7205763	0.6388227	0.6878997	0.0000000
