YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C
0.0000000	0.7700406	0.5406255	0.7630714	0.3787562	0.9266694	0.2164170	0.9697195	0.1186145	1.0136279
0.0115379	0.0000000	0.5693791	0.9113879	0.4055645	1.0196954	0.1981722	0.9806669	0.1077136	1.0280929
0.0143705	0.9381998	0.0000000	0.7608625	0.3396575	1.0515773	0.2291590	0.9492710	0.1190434	0.9042672
0.4130315	0.9583837	0.3240968	0.0000000	0.3348983	1.0158628	0.2684963	0.8794973	0.1198196	0.9630103
0.3637332	0.5325858	0.6172349	0.8774055	0.0000000	0.9335350	0.1946070	1.0845829	0.1223256	0.9681067
0.5492207	0.6944691	0.5701016	0.6172436	1.0624959	0.0000000	0.2237111	0.9802297	0.1003323	0.9131259
0.4835726	0.4880535	0.6885884	0.7437871	0.3697404	1.0543889	0.0000000	0.9595116	0.1119490	1.0326761
0.1579062	0.8659751	0.1758171	0.8772403	0.5565278	0.3777129	1.0871981	0.0000000	0.8980952	1.0672428
0.3273872	0.3668486	0.7524003	0.8737609	0.3643370	1.0854584	0.1968659	1.0446157	0.0000000	1.0840994
0.0272155	1.0524396	0.0738324	0.3372584	0.6508719	0.3920113	0.9825261	0.1292546	1.0783277	0.0000000
