YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C
-0.4881819770649538	0.23692917100093336	-0.08459876135599523	-0.13069590241233867	0.00399806236689559	-0.026000221006977936	-0.1450701122133235	0.2992718026580671	0.13519867773943578	-0.17675939611519628
0.06377356894074764	0.40835499572523853	-0.6206167411848522	0.2777558032232255	-0.23800242725536544	-0.06790313078349475	-0.19091099230960015	-0.028435304268958968	0.14865759726649846	0.3432822976148794
0.17705682773325007	0.17062869526870145	-0.28478832370529455	0.025705687711654036	0.23892071903318177	-0.19909247767188085	-0.007066114376573204	0.22655574005509027	0.2809214409996106	0.3107663761658397
0.1947621878986702	-0.13432496870712474	-0.019765677197178314	-0.15805747748593948	-0.03543619557265946	-0.06515393685430276	0.5582539845153404	-0.3725374238695801	0.2225535483819543	-0.060461416077629115
0.2117284071225677	-0.3313218303103468	0.39471809034880023	0.0012047964323989786	0.1152467143138496	0.18764505049252264	-0.19990833667176103	-0.24369868044908993	-0.06054071123756897	-0.5629379387469601
-0.2596984367632468	-0.0463858251829442	0.048670541532612556	-0.08040093505301454	0.14491736526348198	-0.24516064097002044	-0.1481586823028012	-0.23125805732653304	0.20173271945411136	0.17485275834118996
-0.5668169787585163	0.2139789631896243	-0.16661298079220344	-0.07356745745995188	-0.06386106785885055	0.07937356954145977	-0.1560332706882072	0.01318827252237632	0.11713255745277384	0.4385954055318048
0.0418994673749971	0.019917666628043656	-0.06434475580991712	-0.12581734801179115	0.15377094676643435	-0.1443879543707749	-0.3625121626625195	-0.06268883696904576	0.08078498666526299	-0.2554021661780086
0.0649531412012273	-0.4026754818495632	0.11349503224630622	-0.18876282976693765	0.2814222500088851	-0.4420702903834922	-0.0925609868547935	0.08924409342916713	-0.12833812740375414	-0.1163206960947118
0.019878527106734326	0.22931606317230466	0.2816041672405287	-0.07469595257631494	-0.20190263298374947	0.5023906753859162	0.5846174757679098	-0.20959279613438017	0.11144944021583963	-0.1711537041141076
