YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W
0.0	0.0	0.3065341612538273	0.0	0.0	-0.25088784843683243	0.0	0.570354143705718	0.0	0.4701584219505943
0.0	0.0	0.0	-0.452651041559875	-0.22467012703418732	0.0	0.0	0.0	-0.1807394076604396	0.0
0.0	0.0	0.0	-0.1778362514451146	-0.42803543200716376	-0.8682803718838841	0.0	0.9356746965446843	0.0	0.6727840521411903
0.0	-0.13947539473883808	0.0	0.0	0.0	0.0	0.0	0.0	-0.38470798125490546	0.32746399920824243
0.0	-0.829718854278326	0.0	0.0	0.0	-0.17820153106004	0.0	0.0	0.0	0.25561183998751713
0.4409438116994448	-0.010262242751196027	0.0	0.0	0.0	-0.7910699944477528	0.0	0.0	-0.86442473041825	0.12928368878009988
0.0	-0.08265299396589398	0.0	0.0	0.0	-0.39327306021004915	0.0	0.6107756303050889	-0.4764202816877514	0.08126754784415735
0.0	-0.569875763496384	0.0	-0.5146294382866472	-0.1215435191988945	0.0	0.3546679033670522	0.0	0.0	0.0
0.9086444893904723	0.0	0.572525641576382	-0.56306661083363	0.0	0.0	0.14709403247162173	0.562024378998704	0.0	0.0
0.5778088389483041	0.0	0.0	-0.7594886538572609	0.0	0.0	0.8684016393735952	0.0888917321232481	-0.9139336487278342	0.0
