"Time"	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W

0	1.0331155	0.0442547	0.0885267	1.0573184	0.9704699	1.0396554	0.2228330	0.7949442	0.8387207	0.9574759
50	0.9043583	0.0475862	0.0683578	0.9608738	0.9555425	0.6316273	0.0779380	0.7706329	0.8867577	0.9197804
100	0.9879737	0.0363150	0.0626766	0.9792090	0.9166176	0.5313567	0.0827955	0.8724103	0.8237662	1.0366100
150	1.0105572	0.0378567	0.0972196	0.9381442	0.9350928	0.5006290	0.1034013	0.8572325	0.9246202	0.9638941
200	0.9745646	0.0493972	0.1043947	0.9884095	0.8794040	0.5381467	0.0571246	0.8413973	0.8012030	0.9636589
250	1.0038002	0.0466393	0.1171509	0.9115734	0.9092939	0.5341774	0.0291972	0.9335282	0.8151191	0.9541108
300	1.0042755	0.0541742	0.0717315	0.8755228	0.8645308	0.5177802	0.0413053	0.9006306	0.8689712	0.9292063
350	0.9378285	0.0447394	0.1058193	0.8798304	0.9221345	0.5269892	0.0970967	0.8692918	0.9331764	0.9374543
400	1.0189103	0.0415659	0.0956795	1.0280798	0.8324199	0.5253520	0.0943037	0.8830042	0.8475917	0.9794135
450	0.9749748	0.0454444	0.0726988	1.0298645	0.9020135	0.5619428	0.1335512	0.8847118	0.8432808	1.0477618
500	1.0294043	0.0462714	0.1012251	1.0538408	0.8839918	0.5424533	0.1143440	0.8458696	0.8793887	0.9767872
550	1.0313785	0.0518229	0.0899555	1.0113263	0.9619369	0.8596861	0.3182108	0.8004956	0.8974834	0.9963707
600	1.0332191	0.0376084	0.0776950	0.9355326	0.9520551	1.0282707	0.2897299	0.6908243	0.8070100	0.9528671
650	0.9860490	0.0504344	0.0972264	0.9386281	0.9400262	1.0716892	0.2525545	0.7172059	0.8623764	0.9838713
700	0.9221833	0.0429114	0.1217611	0.9659512	0.9863960	1.1144067	0.1810570	0.8189607	0.8698943	0.9450578
750	0.9927805	0.0456666	0.0976054	0.8840482	1.0783243	1.1607320	0.1898825	0.8217283	0.9299704	0.9850131
800	0.9205694	0.0525218	0.0868542	1.0385770	0.9894695	1.0232375	0.1986395	0.8641104	0.9380737	0.9872219
850	0.9768478	0.0330523	0.0728390	0.9678739	0.9441127	1.0186952	0.1940018	0.8673413	0.8594305	0.8653626
900	1.0481939	0.0396292	0.0782288	1.0115362	0.8556429	1.0380252	0.2132384	0.8996872	0.8381213	0.9548247
950	1.1762751	0.0423060	0.0789582	0.9798691	0.8997415	0.9522261	0.2296257	0.7404761	0.8755284	0.9527049
1000	0.9650280	0.0506739	0.0914533	1.0700426	0.8751998	1.0742663	0.2417284	0.7934576	0.8628421	0.9975960

0	1.0331155	0.0442547	0.0885267	1.0573184	0.9704699	1.0396554	0.2228330	0.7949442	0.8387207	0.9574759
50	0.9455966	0.0415511	0.0766392	0.9418768	1.0212516	0.8798097	0.1139266	0.8109439	0.9472614	0.9962192
100	0.9359704	0.0428972	0.1058496	0.9558972	0.8602801	0.7852267	0.0749045	0.8276189	0.9006776	0.9916148
150	1.0021957	0.0613772	0.1158574	0.9852188	0.9542689	0.7686462	0.0986461	0.8370389	0.8367525	1.0244619
200	1.0252314	0.0491244	0.1074188	1.0169353	0.8272433	0.7228817	0.0864687	0.8021393	0.8127459	0.9967704
250	1.0051057	0.0314357	0.0929380	1.0284154	0.9571098	0.7500453	0.0867712	0.8753042	0.8709269	0.9952752
300	0.9948718	0.0441559	0.0692414	1.0078144	0.8912046	0.7266875	0.0933308	0.9398011	0.8249903	0.9957498
350	0.9655274	0.0479738	0.0790232	0.9992589	0.8896737	0.7050841	0.0741826	0.9130488	0.8636592	1.0588774
400	0.9714895	0.0329636	0.1018076	0.9787349	0.8620978	0.8052353	0.0794881	0.8627316	0.9187720	1.0310242
450	1.0766693	0.0313379	0.0882877	0.9123303	0.9763979	0.7247030	0.0825228	0.8979022	0.8862817	0.9578215
500	1.0624294	0.0268284	0.0805851	0.9022014	0.9247056	0.7832309	0.0832970	0.9243435	0.8909513	0.9756142
550	1.0243367	0.0255592	0.0719923	0.9599520	0.9698561	0.9391896	0.2071697	0.8732222	0.8930596	1.0077198
600	0.9582555	0.0376321	0.0891012	1.0009982	0.9136403	0.9243883	0.2331338	0.8050148	0.8845959	1.0144515
650	0.9808199	0.0273329	0.1102181	1.0424134	0.8788145	0.9919973	0.2508137	0.8718029	0.8618388	0.9665814
700	0.9782805	0.0235648	0.0834759	1.0539270	0.9179455	0.9481469	0.2417467	0.7733985	0.8728100	0.9328689
750	0.9295232	0.0324783	0.0917698	0.9563824	0.9401192	1.0237266	0.2678046	0.7658460	0.9132436	1.0157280
800	0.9758343	0.0250574	0.0781010	0.9804420	0.9631579	1.0558339	0.2853712	0.7612503	0.9038235	0.9715217
850	0.9975336	0.0428298	0.0879307	0.9341427	0.9901468	1.0608058	0.2525339	0.7655464	0.9365886	1.0452797
900	0.9948962	0.0405657	0.0856701	0.9011497	0.9535514	1.0510404	0.2616121	0.7984626	0.8195243	1.0428681
950	1.0028234	0.0410435	0.0898713	1.0178926	0.9586867	0.9516683	0.2452430	0.8157626	0.8276337	1.0748543
1000	1.0348563	0.0387163	0.0898951	1.0179587	0.8579057	1.0290682	0.2271897	0.8252667	0.8840927	0.9423252

0	1.0331155	0.0442547	0.0885267	1.0573184	0.9704699	1.0396554	0.2228330	0.7949442	0.8387207	0.9574759
50	0.7617729	0.0388934	0.0884219	0.9616611	0.9033282	1.0309277	0.2235857	0.8535645	0.9974333	1.0612649
100	0.8187316	0.0573271	0.1054628	1.0383064	0.9925475	0.9729319	0.2222975	0.8523133	0.9486801	0.9966255
150	0.7723307	0.0333817	0.0740358	0.9846500	0.9402980	0.9650669	0.2380686	0.8453479	0.9717161	1.0417911
200	0.7797235	0.0245640	0.0720994	0.9590909	0.9606514	1.0332016	0.2623355	0.8154854	0.9971962	1.0750738
250	0.8132329	0.0356089	0.1140585	0.9078250	0.9074404	0.9432215	0.2701674	0.7055081	0.9933896	1.0742338
300	0.7546782	0.0161740	0.0999935	0.9762967	1.0289280	0.9610906	0.2366034	0.7984081	1.0032842	0.9157077
350	0.7957198	0.0261458	0.0816730	0.9764934	0.9501154	0.9268147	0.2484810	0.8191700	0.9213029	0.9428268
400	0.7765194	0.0237121	0.0912762	0.9244804	0.9426398	0.9200315	0.2504680	0.7982535	0.9410264	0.9311983
450	0.8041756	0.0446292	0.0949313	0.9477236	1.0166747	0.9380444	0.2391268	0.8061415	1.0238657	0.9971218
500	0.7731331	0.0529076	0.0998683	1.0237108	0.9732007	0.9402307	0.2161585	0.8396198	1.0194435	1.0098369
550	0.9140138	0.0858426	0.0815335	0.9144377	1.0007639	0.9765392	0.1795495	0.8689195	0.9203922	1.0117240
600	0.9696397	0.0375735	0.0930142	0.9735650	0.9394594	1.0278295	0.1787987	0.7696567	0.8963012	0.9698244
650	0.9220107	0.0528246	0.0913038	0.9513102	0.9421675	0.9701246	0.2299495	0.8006610	0.8705408	0.9958781
700	0.9717140	0.0498939	0.0618855	1.0433914	0.8822149	1.0583653	0.2405879	0.8783202	0.8745293	1.0200090
750	1.0365578	0.0407854	0.0969428	1.0646665	0.9344750	1.0380536	0.2572361	0.8357974	0.9422669	1.0357097
800	0.9966320	0.0610025	0.1033517	0.9461585	0.9122509	0.9613665	0.1575485	0.8142209	0.7905142	1.0787130
850	0.9270518	0.0553662	0.0797962	1.0296570	0.8824101	0.9089757	0.2081864	0.8453493	0.8920484	1.0049933
900	1.0391549	0.0459867	0.0889294	0.9403457	0.9870427	0.9284918	0.1951847	0.7298773	0.8156561	0.9947060
950	1.0006555	0.0470729	0.0818499	0.9322611	0.8393458	0.9680632	0.2685755	0.7936810	0.8806445	1.0886182
1000	0.9292442	0.0416234	0.0811689	1.0241855	0.8641846	1.0091030	0.2445329	0.8597039	0.8297247	1.0602153

0	1.0331155	0.0442547	0.0885267	1.0573184	0.9704699	1.0396554	0.2228330	0.7949442	0.8387207	0.9574759
50	0.9940652	0.1045598	0.0881817	1.0126722	1.0035382	0.9658365	0.2630910	0.7602143	0.9016580	0.9648823
100	0.9171452	0.1414337	0.0939430	0.9851878	0.9871891	0.9696293	0.2865964	0.7799459	0.8929390	0.9492324
150	1.0362208	0.1370810	0.1032676	1.0115165	1.0468586	1.0015854	0.2245151	0.7198402	0.8871901	1.0117112
200	1.0431774	0.1436953	0.0979307	1.0015235	0.9948264	1.0456133	0.2141149	0.7794244	0.8954148	0.9287838
250	1.0135172	0.1774085	0.0884210	0.9964540	1.0318097	1.0354464	0.2311382	0.8049594	0.9299865	1.0354353
300	1.0269481	0.1428369	0.0616124	1.0682950	1.0501866	1.0137549	0.2583946	0.7768055	0.9895719	1.0689423
