YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C
0.0000014	0.9320796	0.8426331	0.9999992	0.0109108	0.2567239	1.0000000	0.1271552	0.9969446	0.7718242
0.0189335	0.0000000	0.8426331	0.9999992	0.0109108	0.2567239	1.0000000	0.1271552	0.9969446	0.7718242
0.0491995	0.0477010	0.0000054	1.0000000	0.0109108	0.2567239	1.0000000	0.6636232	0.9986783	0.9974071
0.0491999	0.0477010	0.0093731	0.0000006	0.0109108	0.2567239	1.0000000	0.6472894	0.9986728	0.9969127
0.9982007	0.9320797	0.8426334	1.0000000	0.0000040	0.2567239	1.0000000	0.1271555	0.9969446	0.7718238
0.9982007	0.9320796	0.8426332	0.9999993	0.0104687	0.0000016	1.0000000	0.1271557	0.9969446	0.7718237
0.1322281	0.0733502	0.1932002	0.3689211	0.8586062	1.0000000	0.0000000	0.1165554	0.9983383	0.9299094
0.9982007	0.9320796	0.8426331	0.9999992	0.0109108	0.2567239	1.0000000	0.0000000	0.9283034	0.2879661
0.9982007	0.9320796	0.8426331	0.9999992	0.0109108	0.2567239	1.0000000	0.1271558	0.0000025	0.7718236
0.9982007	0.9320796	0.8426331	0.9999992	0.0109108	0.2567239	1.0000000	0.3873809	0.0032307	0.0000071
