"Time"	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W

0	0.1165485	0.5597838	0.8257092	0.0339444	0.1166069	0.7511777	0.7552450	0.0790269	0.3036829	0.1089125
50	0.1186146	0.3987104	0.5586434	0.0444504	0.1003574	0.6496212	0.6616440	0.0622359	0.2129034	0.1994051
100	0.1137364	0.2747526	0.5060352	0.0362239	0.1152905	0.4017112	0.7794533	0.0231251	0.1899313	0.3978255
150	0.2349151	0.2735392	0.4782609	0.0495835	0.1456452	0.3595497	0.7367874	0.0487846	0.2281269	0.4326817
200	0.2815864	0.2700305	0.4804150	0.0469581	0.1780706	0.4349066	0.6920062	0.0233649	0.2653273	0.4451017
250	0.3225282	0.2078520	0.4801292	0.0724649	0.3060348	0.3722654	0.6492535	0.0463523	0.2243655	0.4994081
300	0.3682876	0.2416968	0.4405002	0.0785076	0.3056601	0.3601831	0.6460689	0.0519686	0.2979577	0.4612895
350	0.4123821	0.2559061	0.4056209	0.0460619	0.4284553	0.2989628	0.7362681	0.0562206	0.2759363	0.5417963
400	0.4788458	0.1404262	0.5103814	0.1164413	0.3259500	0.3232707	0.7037867	0.0326105	0.2872530	0.3856503
450	0.6296747	0.2273252	0.6078587	0.0752497	0.4036617	0.3675454	0.7111483	0.0694235	0.3357380	0.3735699
500	0.5835604	0.1974708	0.5621284	0.1456363	0.5931103	0.3558746	0.8361292	0.0282307	0.2559141	0.5066149
550	0.5460090	0.3051137	0.8476517	0.2527634	0.5334047	0.5018051	0.6621417	0.0368765	0.4005730	0.3770408
600	0.3600339	0.4098148	0.7572701	0.3153243	0.4644842	0.2916787	0.6802357	0.0307218	0.2702373	0.2365851
650	0.1746945	0.4269641	0.8616569	0.2265099	0.4438306	0.4316493	0.5639125	0.0292752	0.2833513	0.2303575
700	0.1314108	0.5074038	0.7008002	0.1916842	0.2743325	0.4815616	0.5898305	0.0355661	0.2826678	0.1138552
750	0.0943177	0.4594329	0.8973642	0.1263729	0.2086651	0.4382765	0.7879434	0.0334113	0.2435262	0.1022824
800	0.1094375	0.4792089	0.8970180	0.0540688	0.1938523	0.7096413	0.5750407	0.0281521	0.3287846	0.0944999
850	0.1066767	0.4821425	0.7531188	0.0497402	0.1038665	0.6322702	0.5486830	0.0399008	0.2349829	0.0735002
900	0.1732599	0.3807558	0.9108319	0.0964613	0.0931289	0.6822582	0.7751515	0.0476181	0.2560153	0.1105959
950	0.1957283	0.4742113	0.7053842	0.0604461	0.0973216	0.7296425	0.7135377	0.0289678	0.1782537	0.1944962
1000	0.1882700	0.6087939	0.8447893	0.0598177	0.0800346	0.7148793	0.8491410	0.0547438	0.2168205	0.1154704

0	0.1069002	0.4877076	0.6760384	0.0185579	0.1177345	0.7263385	0.7294313	0.0551362	0.1771138	0.0947036
50	0.0722157	0.4221071	0.6645954	0.0276228	0.0795686	0.7293918	0.8194642	0.0385903	0.1495230	0.1234843
100	0.1116206	0.5007979	0.8204283	0.0445832	0.0680201	0.7267355	0.7704421	0.0212689	0.1603002	0.0960704
150	0.1598994	0.5464357	0.7315848	0.0333886	0.1275394	0.6177956	0.7016620	0.0185817	0.1782175	0.0632905
200	0.0892256	0.4391363	0.7230143	0.0506890	0.0969179	0.5243981	0.6601660	0.0362651	0.2199900	0.1071403
250	0.1589188	0.5708041	0.6146383	0.0361576	0.1006804	0.6490786	0.8359127	0.0310875	0.2528831	0.1193733
300	0.0714060	0.4390488	0.8212141	0.0731125	0.1007934	0.6633670	0.7042350	0.0381731	0.2486531	0.0749665
350	0.1213439	0.4187197	0.6807936	0.0509414	0.1810740	0.5457127	0.7535214	0.0713067	0.2188637	0.1371812
400	0.1506013	0.3971670	0.7575682	0.0758909	0.2080051	0.6254223	0.7006836	0.0206466	0.2463651	0.0928943
450	0.1362605	0.4008048	0.7380513	0.0509119	0.0833338	0.8780316	0.6299582	0.0111989	0.2616558	0.1704401
500	0.1737672	0.4705456	0.6406401	0.0430195	0.1294750	0.6384863	0.7362047	0.0415532	0.3788899	0.1597706
550	0.2952049	0.3640742	0.7209996	0.0561037	0.0592686	0.8020350	0.6581392	0.0305245	0.3258285	0.1968407
600	0.1456511	0.4862496	0.7150077	0.0361651	0.1285542	0.5491299	0.7434799	0.0749089	0.2683791	0.2188299
650	0.0993465	0.5402199	0.8135310	0.0914248	0.0899729	0.6230422	0.7310576	0.0392187	0.2410153	0.1513944
700	0.1213140	0.5705523	0.7390884	0.1056977	0.0801970	0.4840443	0.7390457	0.0143337	0.2188442	0.1412507
750	0.0874731	0.5341062	0.7032950	0.0315127	0.1176383	0.5800412	0.6899558	0.0368402	0.1941181	0.0911726
800	0.0661054	0.5650921	0.7097897	0.0613869	0.1322342	0.5428278	0.7897986	0.0329060	0.2364974	0.1563290
850	0.0579649	0.5605501	0.8475256	0.0471987	0.1544959	0.6504033	0.5318218	0.0353501	0.2901377	0.1133623
900	0.0612757	0.4821509	0.6561026	0.0281103	0.1214698	0.7673714	0.7099012	0.0432725	0.1335874	0.0810018
950	0.0750842	0.5443420	0.7117172	0.0499075	0.1016082	0.7999790	0.7908216	0.0363045	0.2209599	0.0855257
1000	0.0834564	0.5742387	0.7076997	0.0849822	0.1086727	0.8194081	0.7125104	0.0415235	0.1651215	0.1567682

0	0.1181430	0.4865642	0.7813928	0.0418375	0.0959119	0.6619610	0.8219889	0.0416814	0.2608455	0.0916013
50	0.0758810	0.7570772	0.8756231	0.0306952	0.0736497	0.6542365	0.6135745	0.0041727	0.2697167	0.1068542
100	0.0250861	0.9587010	0.9128720	0.0539890	0.1320694	0.5661986	0.6081082	0.0030470	0.1764664	0.1112113
150	0.0204906	0.9576610	0.7938739	0.0850534	0.1105662	0.7275815	0.6232134	0.0014936	0.1355750	0.1130943
200	0.0399315	0.8890206	0.8001052	0.0555116	0.0731388	0.6133375	0.7067447	0.0010302	0.2076490	0.1093475
250	0.0353121	0.7678035	0.8116762	0.0698735	0.0497613	0.7350721	0.7023961	0.0126565	0.0842149	0.0540768
300	0.0204390	0.6735960	0.8862703	0.0592881	0.1225927	0.7025036	0.7784163	0.0246735	0.1115022	0.0885336
350	0.0219192	0.6207719	0.9712152	0.0240815	0.0970704	0.8004007	0.8749382	0.0060493	0.0816849	0.0849802
400	0.0334503	0.7699101	0.6451347	0.0293895	0.0893331	0.7985497	0.6501175	0.0150637	0.0949017	0.1646807
450	0.0248379	0.8918788	0.8053938	0.0621193	0.0876113	0.7243005	0.6915203	0.0055170	0.1450435	0.0846034
500	0.0474596	0.7813350	0.8173071	0.0572818	0.1059163	0.6532879	0.6728947	0.0073180	0.1467364	0.1685875
550	0.0333887	0.3987001	0.7463195	0.0306485	0.0988874	0.8709114	0.7837209	0.0419179	0.1222972	0.0801659
600	0.0342804	0.5054960	0.7890794	0.0552034	0.1191875	0.8056866	0.6856732	0.0260924	0.1494088	0.0903930
650	0.0573657	0.4618419	0.7983107	0.0350068	0.0602590	0.7521666	0.7900609	0.0294446	0.2196167	0.0809896
700	0.1228722	0.5193237	0.8631280	0.0370211	0.0343614	0.8408499	0.7486105	0.0474547	0.2094063	0.0832689
750	0.1643855	0.3464840	0.8731157	0.0592282	0.0640829	0.8003196	0.7277893	0.0723430	0.2091711	0.1149127
800	0.1132964	0.5200665	0.8482900	0.0677192	0.0643469	0.6891529	0.7104339	0.0339353	0.1999683	0.0860305
850	0.1453809	0.4974100	0.7805825	0.0553351	0.0893742	0.7123536	0.8388417	0.0148789	0.1853082	0.0782212
900	0.0539731	0.4286507	0.7800054	0.0669476	0.0879379	0.6241659	0.8660735	0.0311693	0.1588832	0.1026577
950	0.0840953	0.5948550	0.9013464	0.0540453	0.0678683	0.6932707	0.6789616	0.0299886	0.1718981	0.0989622
1000	0.1125343	0.4856600	0.7292513	0.0710228	0.0607187	0.7501010	0.8451214	0.0322970	0.1648313	0.0752655

0	0.1233118	0.4691606	0.7222200	0.0466828	0.0796252	0.6949551	0.8037115	0.0378909	0.2288756	0.1250149
50	0.0626949	0.4113041	0.7617186	0.4234801	0.0730077	0.5708398	0.8017115	0.0262690	0.2164916	0.2780606
100	0.0648525	0.3867098	0.7921317	0.4476257	0.0999704	0.6229243	0.7301194	0.0316726	0.2022583	0.2727180
150	0.0335500	0.3010808	0.4909418	0.6349590	0.1344008	0.4531880	0.6385025	0.0440109	0.2904796	0.3172746
200	0.0404281	0.2750850	0.6015567	0.6257857	0.1945647	0.4139562	0.8673444	0.0259666	0.1852052	0.4449915
250	0.0935133	0.3233588	0.4543431	0.7298070	0.1975952	0.3786698	0.7160937	0.0389448	0.3823238	0.4429529
300	0.0791482	0.2331843	0.3967777	0.7940452	0.2483570	0.3505220	0.8245783	0.0320919	0.2526640	0.4836254
350	0.1047757	0.1602033	0.3300530	0.6886515	0.3906886	0.3499129	0.7232557	0.0264803	0.4030307	0.5420770
400	0.1436406	0.1320352	0.4006527	0.7925769	0.4257995	0.2599421	0.7654429	0.0255185	0.3819129	0.6705094
450	0.1849844	0.0780994	0.2716817	0.5472561	0.4831857	0.3412923	0.6747538	0.0335023	0.3917133	0.5917778
500	0.1786896	0.0818186	0.3232570	0.8637506	0.5604256	0.2975851	0.7721460	0.0468415	0.5847614	0.5782868
550	0.7425731	0.1526235	0.4275678	0.4774827	0.5725248	0.2433809	0.7049725	0.0279028	0.4140932	0.5753524
600	0.8561675	0.1890620	0.4458479	0.2840083	0.6568861	0.2631305	0.7060966	0.0372107	0.5069153	0.4504095
650	0.6452312	0.1976810	0.5917238	0.3464406	0.4897343	0.2828707	0.7520493	0.0442014	0.3549443	0.4554156
700	0.5798051	0.4556508	0.6863580	0.2050296	0.4102235	0.2928306	0.7973741	0.0486219	0.3632696	0.3424419
