YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C
0.0333046	0.2069563	0.5728058	0.3455436	0.8117349	0.6661435	0.6735986	0.6525617	0.1028474	0.7728474
0.0451563	0.0743725	0.5399831	0.4253435	0.7893868	0.5214594	0.6897236	0.7675222	0.0703483	0.8324448
0.0401182	0.1705570	0.3576485	0.4833275	0.6622402	0.3956548	0.6147776	0.6738735	0.0837780	0.7869415
0.1163377	0.3971444	0.7479493	0.2369870	0.5939994	0.3791477	0.7605716	0.7176523	0.0857847	0.7260340
0.1371264	0.4289894	0.6447090	0.1345982	0.3262826	0.3635748	0.6540991	0.8650236	0.0800045	0.6857457
0.0771605	0.2478748	0.6916749	0.4300953	0.7695225	0.2580924	0.7589986	0.7967611	0.0338774	0.6986336
0.0700972	0.2219398	0.7985494	0.2594236	0.5792959	0.0573652	0.4183904	0.7887605	0.0994038	0.8318207
0.0565112	0.2959400	0.6375586	0.4781961	0.7548767	0.5282111	0.7974168	0.3179785	0.0691490	0.9978193
0.0380013	0.2473469	0.5188472	0.5090457	0.7501316	0.5091820	0.6032476	0.8309122	0.0276293	0.8841901
0.0593958	0.1393664	0.5195048	0.4034535	0.6768828	0.4404670	0.6187582	0.4665002	0.2165608	0.3046414
