YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C
0.6110812	0.5023742	0.8394025	0.4089884	0.4254792	0.1651516	0.0688214	0.9344652	0.5987395	1.0000000
0.3914518	0.5363214	0.7917204	0.4261073	0.7714195	0.3222958	0.1048248	0.9746229	0.6989885	1.0000000
0.6763656	0.4777910	0.7164299	0.5380861	0.7478446	0.0667054	0.0160484	1.0000000	0.8846655	1.0000000
0.6333687	0.4940954	0.7217446	0.5076695	0.7242218	0.1784065	0.1439257	0.4215613	0.8490896	0.7628096
0.3565258	0.5441170	0.8190276	0.5527553	0.7316875	0.0306962	0.0424738	0.7187233	0.8976441	1.0000000
0.8334743	0.4108048	0.6946968	0.4818739	0.3157452	0.3008141	0.1060123	0.9524592	0.8801776	1.0000000
0.6830147	0.4410629	0.7398267	0.5068361	0.6800913	0.1377663	0.1183943	0.7916031	0.8474485	0.8324597
0.4853264	0.5496831	0.7259628	0.5658044	0.7166759	0.1253749	0.1105056	0.8818894	0.9073643	0.7295404
0.7840392	0.4341418	0.7295000	0.5096024	0.4038346	0.1456665	0.1120660	0.8612401	0.8934741	0.7218972
0.2655915	0.6079854	0.7549479	0.6645838	0.6119391	0.3886674	0.1476082	0.6117992	0.9937175	1.0000000
