YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C
0.0	0.04439614680643779	0.0	0.0	0.05628152946332174	0.0	0.3106466507521617	0.0	0.0	-0.6483835445251316
0.0	0.3806814070795814	0.0	0.0	0.0	-0.011007744120433927	0.11726057077582652	-0.829341679578647	0.0	-0.37026609224267304
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5881504537537694
0.0	0.0	0.04354240453104084	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.8111245627558143	0.0	0.0	0.0	0.808382302619011	0.0	0.0	0.0	0.0	-0.8702295010443777
0.0	0.0	0.0	0.2202376652473379	0.0	0.0	0.0	0.0	-0.8389709396287799	-0.20444625057280064
0.32310390216729656	0.5563299207952956	0.0	0.0	0.0	-0.6262793929781765	0.0	-0.3071399217005819	0.0	0.0
0.0	0.0	0.0	0.5496497868058998	0.0	0.0	0.0	0.0	0.0	0.0
0.18355300557299573	0.0	0.0	0.3092192703822423	0.0	0.0	0.0	0.0	-0.007698135217651725	-0.2738265299703926
0.8033677972896309	0.4891271285251866	0.6108650195994467	0.0	0.003798401545227339	-0.198556738672778	0.0	-0.4747909412253648	0.0	-0.6190932863391936
