YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W
0.9699063	0.9530725	0.3441696	0.0775047	1.0029509	0.4411802	0.7996436	0.5305224	0.7419803	0.0555782
0.9053557	1.0622971	0.5328515	0.0928525	1.0931690	0.6612385	0.0769087	0.3718488	0.6761002	0.0758643
0.9923707	0.9660685	0.2118998	0.0408431	1.0290466	0.7788547	0.6821127	0.7711212	0.5468983	0.0623049
1.0530245	1.0555083	0.4565608	0.0881164	0.7702544	0.4047596	0.7773065	0.6807656	0.5311021	0.0826003
0.9878242	1.0347879	0.4700749	0.0671516	0.8018924	0.3205043	0.8659464	0.7775424	0.3178404	0.0114038
0.9354467	0.9710678	0.2030675	0.0666830	0.8884693	0.3890817	0.8640755	0.4725123	0.8050354	0.0007007
0.9003921	1.1102669	0.3477103	0.0671668	1.0897905	0.8994040	0.3432386	0.3636303	0.5794243	0.0036696
0.9695114	0.9509804	0.3086071	0.0716468	0.8733878	0.3550554	0.8038213	0.7207475	0.6576793	0.0052397
0.9646052	0.9616153	0.4426066	0.0831766	1.0557432	0.7811131	0.6001795	0.6277746	0.5761075	0.0055973
0.9562612	1.0226110	0.5068454	0.0664298	0.9537643	0.9588906	0.4164211	0.5601762	0.5969852	0.0772445
