YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C
0.07534048047959396	0.35004637965239965	-0.05754342877055899	-0.2863342395960467	0.0994677061355983	-0.11281028641679891	0.3397208616291539	0.22610145164821469	0.3151573956436483	-0.3551103058785448
-0.07688890323751713	-0.19344633498821673	-0.20479415616643357	-0.12763633080436304	-0.2517668415932991	-0.2314859477738855	-0.24659893881409073	-0.02293549164546266	-0.20129952478439966	0.27946608052808
-0.3460576842841481	-0.2413564366200816	0.17040727521913382	0.04955788154340614	-0.0034907152324954497	0.013082799000275968	-0.0948172385882924	0.18853379244904225	-0.14099403934259483	-0.08139196596517265
0.054877395927274204	0.15910030125480634	0.09886593296044381	0.07249411436178625	0.09062332635821191	0.31735813916045663	0.12939303391892462	-0.08811281426230105	0.049369566622445946	0.22700120817941313
0.150783700275306	-0.14428467482114316	-0.1347037300969006	0.028487547214630357	0.10227948075008779	0.29303556268714903	-0.16476904887289956	-0.14342433301300545	-0.46148029556706516	0.2658508476718361
-0.3647850755921732	0.5281949612308187	0.3458210577819699	-0.06270190497098709	-0.005886437206738576	-0.2618828407130355	0.11283529741822677	0.3934309853042974	0.16579110117492055	0.31749880856096274
-0.021898631898566605	0.03999253615267069	-6.036500310956342E-5	-0.13151603345802718	-0.4781896828040697	0.03777173870642795	0.053615786463684346	-0.15081543391494784	0.26370966198460083	0.3418498543631494
0.07816032410248762	0.023833451414814393	-0.07553198884040807	0.47102942507865053	-0.2515786984910403	0.040653973530286096	0.09425950955342263	-0.006663921372763422	0.405459042978464	0.03118148307590513
-0.3862307117284599	-0.14419033569319503	-0.16400528086602814	-0.02287729801870038	0.054161088890014676	-0.16710721961442382	0.6199779571315429	-0.5496561137287763	-0.033129143015916636	0.039006064833775375
-0.04904488429677333	-0.3336178442956694	0.24425911472327114	0.0015420220554141308	0.22231481683199297	0.006983904051981085	-0.07858180324621362	0.14882701562578796	0.18530134990791364	-0.04508941341268218
