YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.004005636787042022
0.0	0.0	0.49629873045737494	0.0	-0.07275272393599153	-0.10856495494954288	0.0	0.0	0.0	0.0
-0.3750210548751056	0.43860737504575237	0.8251540696622675	0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.7886122290510684	0.0	0.7493606008032208	0.17583593856285162	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.7242602372050548	-0.7048631426878273	0.0	-0.023091197479516268	0.0	0.0	-0.20173225295729935
-0.3867157199420035	0.7883506907629577	0.0	0.0	0.0	0.0	0.0	0.3388001386683201	0.0	0.0
0.0	0.0	0.0	0.0	-0.35853997920639813	-0.7610258581116796	0.0	-0.024450845210650052	0.0	0.0
-0.47803625743836164	0.05861333818312569	0.0	0.0	0.0	0.0	-0.9467889305669814	0.0	0.0	-0.8877038348000497
0.0	0.0	0.0	0.5540922017742211	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.4508292797461415	0.0	0.0	0.0	0.0	-0.04681663075461984	-0.603765772189945
