YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W
0.4438623	0.9951699	0.9714791	0.9998059	0.0635410	0.1497584	0.8364658	0.4236591	0.9999322	1.0000000
0.8686488	0.4975929	0.9714806	0.9998367	0.0604003	0.1441717	0.8908072	0.3386105	0.9999439	1.0000000
0.8657126	0.8895378	0.4857406	0.9998366	0.0604104	0.1441949	0.8905363	0.3390758	0.9999438	1.0000000
0.8685964	0.9931467	0.9000292	0.4999310	0.0604004	0.1441720	0.8908031	0.3386183	0.9999439	1.0000000
0.8686489	0.9951701	0.9714882	0.9999853	0.0302002	0.1441717	0.8908072	0.3386105	0.9999439	1.0000000
0.8686441	0.9951701	0.9714882	0.9999830	0.0315798	0.0720857	0.8908124	0.3386017	0.9999983	1.0000000
0.8687647	0.9951646	0.9712257	0.9948815	0.1616316	0.2723883	0.4453403	0.3388251	0.9986103	1.0000000
0.8275118	0.9951700	0.9714820	0.9998668	0.0569166	0.1377085	0.9708937	0.1726530	0.9999554	1.0000000
0.9281263	0.9951699	0.9714775	0.9997744	0.0663526	0.1545540	0.7974554	0.4805204	0.4999609	1.0000000
0.8686488	0.9951699	0.9714806	0.9998367	0.0604002	0.1441717	0.8908072	0.3386105	0.9999439	0.5001175
