"Time"	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W

0	0.7301175	0.1390411	0.3673280	0.3089068	0.1228514	0.6924474	0.7748079	0.4459343	0.7575415	0.7582004
50	0.8476093	0.1693944	0.2041217	0.3489400	0.1287051	0.9054235	0.8381462	0.4330990	0.9442152	0.8728360
100	0.7351918	0.1334773	0.1126478	0.3688747	0.1524640	0.8236384	0.8164105	0.6569972	0.7426753	0.9050876
150	0.9034126	0.0574938	0.1107874	0.4754136	0.1275241	0.7779282	0.8718001	0.5134195	0.7807591	0.7164102
200	0.6608268	0.0836207	0.0682500	0.4925111	0.1076537	0.6881552	0.6344351	0.6035419	0.8059206	0.7200216
250	0.5243121	0.0739142	0.1093673	0.4356088	0.1567882	0.6966961	0.7226111	0.5793304	0.7130695	0.7638825
300	0.6455608	0.0660838	0.1115824	0.5034763	0.1547680	0.6636604	0.6381439	0.5067027	0.7037857	0.7754324
350	0.5329311	0.0691776	0.0648482	0.4230217	0.1303078	0.6377870	0.7938701	0.5338478	0.7263603	0.7084703
400	0.6910083	0.0651391	0.0896658	0.4915362	0.1361559	0.9367407	0.6118080	0.6254182	0.8069350	0.6726115
450	0.5910326	0.1150298	0.0904143	0.3035852	0.1158791	0.7581780	0.6393218	0.5343006	0.7822272	0.6403897
500	0.6263255	0.0911070	0.1022268	0.3648064	0.1611501	0.7897633	0.7505074	0.3783960	0.8842656	0.8477029
550	0.6606964	0.0843635	0.2403823	0.3699330	0.1375819	0.7585839	0.6729973	0.7787415	0.8995704	0.8386051
600	0.5308175	0.0789968	0.2737141	0.3196788	0.1239337	0.8404375	0.8506617	0.5655804	0.6537721	0.9062412
650	0.6416924	0.1278602	0.4000056	0.3050886	0.0859516	0.8068512	0.8991219	0.6628775	0.7047355	0.7143698
700	0.7116960	0.1359636	0.4766366	0.2793347	0.0761186	0.7716826	0.8628834	0.4164403	0.7657707	0.7795643
750	0.6313119	0.2153485	0.2845308	0.4367257	0.1264230	0.6451287	0.6515064	0.4991244	0.8029779	0.7592703
800	0.9179294	0.1750166	0.2152708	0.3013232	0.0984845	0.7994195	0.7059340	0.5077911	0.6833152	0.7309902
850	0.8270968	0.1487192	0.4094714	0.3706473	0.0536734	0.7397284	0.8088399	0.5237428	0.7234170	0.6380318
900	0.8104111	0.1983411	0.3614551	0.3854007	0.0623294	0.8481407	0.8016710	0.4772961	0.8027571	0.7301219
950	0.7158161	0.2210324	0.3296088	0.3688588	0.0729172	0.7707081	0.7277195	0.5691578	0.7443003	0.7649599
1000	0.6892200	0.1134037	0.3433041	0.3817132	0.1279835	0.8325598	0.7725652	0.5753895	0.6605329	0.6913726

0	0.7910273	0.2033810	0.2814366	0.2978418	0.1114379	0.8320147	0.7775449	0.4449186	0.7902925	0.6082799
50	0.6878669	0.5023135	0.5939756	0.1690014	0.0991769	0.8167523	0.7526788	0.8266092	0.6731265	0.6397865
100	0.8416260	0.6563359	0.5331527	0.0782713	0.0721735	0.7548362	0.7061343	0.6859558	0.8541270	0.7203313
150	0.6955359	0.5613789	0.7021661	0.0670287	0.1472840	0.7926261	0.7777640	0.5789796	0.6359096	0.7083310
200	0.8146126	0.7909067	0.7299080	0.0471880	0.1373944	0.7910800	0.6614967	0.7032829	0.6976787	0.7323008
250	0.8631135	0.7690330	0.7214921	0.0589284	0.1200498	0.8269224	0.7476257	0.6703424	0.8140348	0.7545294
300	0.8062330	0.6085496	0.8475655	0.0431304	0.1087542	0.8114239	0.7049771	0.6737504	0.5997617	0.7100035
350	0.6467222	0.6727068	0.6730125	0.0521534	0.1029669	0.8591758	0.7339431	0.6975647	0.7205594	0.7373063
400	0.7395413	0.7585172	0.7928120	0.0523350	0.1169249	0.8221112	1.0000000	0.5760511	0.7526759	0.8722589
450	0.7401564	0.8207366	0.6044707	0.0511931	0.1265539	0.6475483	0.8190846	0.5355671	0.7476229	0.8362169
500	0.7730426	0.7239162	0.8308755	0.0603221	0.1628117	0.6481311	0.7059532	0.5978541	0.7399329	0.8088102
550	0.7988101	0.6162258	0.7060327	0.1117178	0.1461461	0.7036234	0.8065556	0.5205985	0.7369788	0.9076809
600	0.6086239	0.5477186	0.8344109	0.1267024	0.0687825	0.7597734	0.8281558	0.4382122	0.7454465	0.7286491
650	0.7185229	0.5890534	0.6812957	0.1288009	0.1009530	0.7129856	0.7461042	0.5604866	0.6960295	0.7336682
700	0.8741626	0.7001983	0.5675483	0.2626893	0.1159593	0.7764935	0.7391857	0.5660482	0.7480016	0.6970977
750	0.7042061	0.6755626	0.6459524	0.1925376	0.1463482	0.7166124	0.7742614	0.5087291	0.7569134	0.7385717
800	0.6636587	0.4231087	0.5446859	0.2601567	0.1222626	0.8237943	0.7253861	0.4720804	0.6947071	0.6463606
850	0.7421099	0.4734653	0.4656708	0.2199537	0.1666830	0.7069084	0.6569632	0.4862371	0.8096056	0.7376599
900	0.6748115	0.4016904	0.5199865	0.2236654	0.1031022	0.7774645	0.7380227	0.5320993	0.6933287	0.8425065
950	0.8854655	0.5303855	0.6179813	0.2322707	0.1585950	0.7898372	0.8889037	0.5362032	0.7287320	0.6922923
1000	0.6620902	0.3744856	0.3975492	0.2749692	0.1416875	0.7343242	0.6976334	0.5455033	0.7327618	0.8605765

0	0.6565226	0.1661170	0.3255620	0.3594907	0.1142262	0.6212154	0.7869774	0.4494685	0.7820688	0.8392276
50	0.7191136	0.1365222	0.3823501	0.0863950	0.0687921	0.7210894	0.7714058	0.4993707	0.8067026	0.7096692
100	0.6390675	0.1699355	0.5944829	0.0355950	0.0890076	0.6681040	0.8092577	0.4628428	0.6491264	0.7339577
150	0.5381991	0.3691137	0.7528538	0.0162186	0.0387404	0.6586034	0.8527870	0.3811350	0.7021790	0.6431324
200	0.6750602	0.5971948	0.6597663	0.0383573	0.0519344	0.7555297	0.6856137	0.3436631	0.7623946	0.7456868
250	0.7853182	0.5056732	0.7532298	0.0146602	0.0780318	0.6852091	0.7717435	0.4084459	0.7300138	0.7656584
300	0.7472554	0.6154812	0.7862538	0.0059442	0.1406703	0.7905945	0.6553859	0.4968114	0.7262123	0.7995550
350	0.7475117	0.6724648	0.7780088	0.0100607	0.0831855	0.6743169	0.8490454	0.5257518	0.6665946	0.7668967
400	0.7185126	0.7313530	0.7263338	0.0206275	0.0877153	0.7553093	0.6853557	0.4743504	0.8347475	0.7029565
450	0.8221938	0.7615871	0.7730735	0.0259901	0.0736705	0.6567953	0.6852479	0.5586176	0.8826601	0.9007519
500	0.7867825	0.7158554	0.8649596	0.0125636	0.0817583	0.6380058	0.8317654	0.5134735	0.6797541	0.8328115
