YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W
0.3327692648369571	0.0	0.0	0.83630231077893	0.0	-0.9010022850707173	0.0	0.0	0.0	0.0
0.039151959723954494	0.0	-0.7016823107842356	0.27645741178764327	0.0	0.0	0.0	0.0	0.0	-0.9034753055311739
0.0	0.0	0.0	0.0	0.0	-0.8037126730196178	0.0	0.0	-0.9906564988195896	0.0
0.0	-0.1899473611265421	-0.9858829232398421	0.0	0.0	-0.8130606506019831	-0.6329108951613307	-0.8604049319401383	0.0	-0.2536410028114915
0.0	0.0	-0.6545925240498036	0.0	0.0	-0.705202185548842	-0.1167791795451194	-0.778963103890419	0.0	0.0
0.0	-0.6437159492634237	0.0	0.0	0.0	-0.47057354217395186	0.0	0.0	-0.3320032195188105	-0.13612894737161696
0.3301412248026332	0.0	-0.4275607040617615	0.0	0.0	0.0	-0.6868988473434001	-0.2993617714382708	-0.18363877455703914	0.0
0.0	-0.5794003154151142	0.0	0.0	0.0	0.0	-0.15329775330610573	-0.789273529779166	0.0	0.0
0.546506612698709	0.0	-0.6034335687290877	0.0	0.03487544412852117	-0.8735434212721884	0.0	-0.9285154240205884	-0.47895550541579723	0.0
0.0	0.0	0.0	0.004134849264457091	0.0	0.0	0.0	0.0	0.0	-0.31189721007831395
