YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C
0.3152637	0.8377779	0.0874198	0.5490888	0.2914731	0.5371013	0.4097636	0.7565226	0.5754976	0.8159366
0.3476023	0.3995886	0.1153124	0.6709573	0.3143751	0.7099586	0.3767878	0.7902545	0.5427625	0.7443722
0.7320520	0.7915039	0.0395508	0.4596859	0.5592764	0.1240207	0.5675894	0.6334921	0.7712244	0.9728683
0.6004222	0.6765782	0.0619707	0.2265759	0.5241348	0.2579090	0.5319853	0.6568811	0.7691305	0.9602105
0.5805270	0.7465378	0.0421534	0.8675119	0.1419770	0.5881627	0.2528840	0.7433672	0.5480279	0.9106037
0.6582881	0.8427309	0.0456333	0.3183566	0.6982491	0.1202581	0.5727643	0.7244091	0.8890749	0.8950245
0.7677590	0.7759488	0.0823586	0.7755730	0.2421396	0.6604961	0.2653613	0.6073872	0.5253004	0.7350657
0.6146518	0.9820026	0.0349240	0.3722522	0.7198177	0.0517057	0.6359674	0.3666252	0.7603734	0.7923139
0.6382743	0.7028343	0.0625540	0.3371993	0.5240302	0.0495390	0.6430306	0.5707934	0.3213586	0.9048542
0.5715506	0.8062442	0.0595147	0.6465351	0.3816376	0.3342495	0.4678000	0.6252101	0.7168021	0.3648720
