"Time"	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W

0	0.9239601	0.2094741	0.4119127	0.4433312	0.1721300	0.9447548	1.1077279	0.7634859	1.0259905	0.8991190
50	0.9701130	0.2271949	0.2895956	0.4288302	0.1658020	0.9488847	1.0475250	0.6619615	0.9569563	1.0590967
100	1.0876700	0.1533079	0.1677401	0.4623701	0.1604747	0.9397686	1.1086333	0.6694225	0.9983670	1.0791965
150	1.0804223	0.1346902	0.1436657	0.5288275	0.2204155	1.0120157	1.1077118	0.6631447	0.9041059	0.9271772
200	0.9398907	0.0958345	0.1261788	0.5855939	0.2265871	0.9396477	1.0355949	0.6720861	1.0414915	0.9427380
250	0.8148956	0.0788955	0.1196453	0.5946905	0.1906286	0.9333458	1.0509550	0.7615916	1.0013563	0.8848920
300	0.8455259	0.0755406	0.1164406	0.5653897	0.1568273	0.8964582	1.1090997	0.7023515	1.0246283	0.9000633
350	0.8160474	0.1045058	0.0919594	0.5898787	0.1944208	0.8966649	1.0095114	0.7218943	1.0250998	0.9646315
400	0.8744159	0.0845416	0.1487070	0.5541532	0.1996080	0.9693059	1.0142049	0.7415788	0.9560868	0.9562331
450	0.8356383	0.0959904	0.1386458	0.5024533	0.1844417	1.0849552	0.9932337	0.7830984	0.9245599	0.9981510
500	0.7847887	0.1092234	0.1410800	0.5183317	0.1405461	1.0528491	1.0465241	0.7067388	1.0152512	1.0472844
550	0.8470700	0.0962195	0.3092881	0.5419095	0.1372126	1.0739496	1.0523942	0.7635700	1.0648822	1.0935736
600	0.7767768	0.1165472	0.3605118	0.5185964	0.1590701	1.0517453	1.0513462	0.7037772	1.0609147	1.0798539
650	0.8419711	0.1286753	0.3880260	0.4320832	0.1572778	1.1229905	1.0717854	0.6710689	0.9613238	0.9663312
700	0.9393528	0.2042293	0.4923574	0.4366129	0.1345200	1.0230787	1.0873824	0.6695640	0.9932721	0.9411554
750	0.9952711	0.2599345	0.4664671	0.4454262	0.0913783	1.0529538	0.9849167	0.6377702	1.0236794	0.9703756
800	1.0365434	0.2748145	0.4043559	0.4364622	0.1286332	1.1209552	0.9543195	0.6585737	0.9373583	0.9088527
850	1.0330863	0.2653392	0.4297834	0.4901810	0.1277410	1.1035938	0.9547425	0.6104746	0.9258314	1.0045196
900	0.9888195	0.2747461	0.4172564	0.4698568	0.1008801	1.0860902	1.0087839	0.6486428	0.9253986	1.0153036
950	1.0400086	0.2531114	0.4132300	0.5244077	0.1002904	1.0525583	1.0783852	0.5968620	1.0384015	0.9970251
1000	0.9582584	0.1659994	0.3920868	0.4415334	0.1192185	1.0546223	1.0371719	0.7359768	1.0441494	0.9892256

0	0.9239601	0.2094741	0.4119127	0.4433312	0.1721300	0.9447548	1.1077279	0.7634859	1.0259905	0.8991190
50	0.9658926	0.4442400	0.5318723	0.3157831	0.1662319	1.0348789	0.9777584	0.8563349	1.0331297	0.9452762
100	0.8905839	0.7085337	0.6313595	0.1943027	0.1784050	0.9864236	0.9998345	0.9257643	0.9059547	0.9135789
150	0.9464406	0.8517804	0.7716268	0.1281460	0.1079982	0.9239780	1.0303976	0.9363383	0.9855479	1.0054716
200	1.0770737	0.9929964	0.9411127	0.0906785	0.1814397	0.9303949	0.9204745	0.9167224	0.8560786	0.9904936
250	1.1411808	1.0713059	0.9591945	0.0974067	0.2141146	1.0168920	0.9948166	0.7817936	0.9679520	1.1790020
300	0.9880093	0.9734119	0.9292093	0.0828984	0.1494950	1.0912663	1.0762983	0.8412920	0.9444640	1.0093082
350	1.0940121	0.9091853	1.0007580	0.0874467	0.1097937	1.0322617	1.1157041	0.8801664	0.8928170	1.0382057
400	1.0394893	0.8779670	0.9542267	0.0671165	0.1601295	1.0563077	1.1142124	0.7842886	0.8829996	1.0296896
450	0.9828176	0.9394950	0.9627367	0.0820881	0.1905640	0.9951919	1.0662890	0.7540786	0.9728767	1.1280251
500	0.9701902	1.0174743	0.9158945	0.0850406	0.1458262	0.9581675	1.0462665	0.8248320	0.9473195	1.0251598
550	0.9900333	0.8989083	0.9684355	0.1320951	0.1830127	1.0482004	0.9703554	0.8299998	0.9407422	1.0412148
600	1.0248350	0.8517342	0.8980178	0.1716979	0.1262278	1.0900216	0.9499083	0.8243308	0.9647719	1.0159647
650	1.0677533	0.8472109	0.8884018	0.1896854	0.1141046	1.0647870	1.0137834	0.7000894	0.9780231	1.0731556
700	0.9886360	0.8125723	0.8458626	0.2186788	0.1319738	0.9158470	0.9664494	0.6333602	1.0215142	0.9835709
750	1.0355519	0.8166756	0.7255616	0.2576594	0.2025628	0.9924453	0.9567854	0.7167386	0.9569593	0.9797777
800	0.9826058	0.7582954	0.7208475	0.2943615	0.1363595	1.0426171	0.9591027	0.6862356	1.0542455	0.9881557
850	0.9702452	0.7163437	0.6718399	0.2512364	0.1458253	0.9942621	0.9989985	0.7021674	1.0326465	1.0306682
900	0.9065091	0.7264424	0.7035088	0.2422434	0.1640278	0.8873301	1.0177708	0.7916501	1.0624881	1.0815249
950	0.9032832	0.7270228	0.6794909	0.2849726	0.1928725	0.9333190	1.1305122	0.7522371	1.0207677	1.1166501
1000	0.9299279	0.5533241	0.5893892	0.3854818	0.1682628	0.9815585	0.9769344	0.7239563	0.9929325	1.1062109

0	0.9239601	0.2094741	0.4119127	0.4433312	0.1721300	0.9447548	1.1077279	0.7634859	1.0259905	0.8991190
50	0.8875983	0.2354470	0.3613816	0.3384356	0.1661811	0.9818720	1.0555577	0.5689808	0.8810656	1.0082886
100	0.9104390	0.2394571	0.5519364	0.1364789	0.1205295	0.9632903	0.9143202	0.5510393	0.9426745	0.9198309
150	0.9441677	0.3136014	0.8331215	0.0765705	0.1161118	1.0140705	1.0373286	0.4775202	0.9051753	0.9326325
200	0.9029508	0.4878476	0.8162138	0.0539874	0.1038880	0.8823692	1.0458245	0.6001122	0.8909797	0.9644611
250	1.0200915	0.5460314	0.9833604	0.0391732	0.1011932	0.8782100	1.0197785	0.5891956	0.9632193	1.0497255
300	0.9009413	0.6292527	1.0476856	0.0210801	0.1358617	0.8574431	1.0541913	0.6214365	0.9715455	0.9906696
350	0.9845382	0.8474971	1.0078115	0.0213396	0.1261756	0.8712514	0.9919842	0.6023927	0.9104771	0.9240826
400	0.9302225	0.8041351	1.0118099	0.0220080	0.1068152	0.9264602	1.0211663	0.6287795	0.9203056	1.0026032
450	0.9816846	0.8386080	0.9999353	0.0166970	0.1434218	0.8896934	0.9693438	0.7096693	1.0886941	1.0629575
500	0.9683057	0.8710883	0.9690083	0.0228674	0.1322939	0.8741599	0.9421930	0.7561708	0.9658051	0.9994091
550	1.0185917	0.8244788	0.9142860	0.0984782	0.1337816	0.8844072	1.0309247	0.6427343	0.9698997	0.9467083
600	0.9582990	0.8833791	0.9378392	0.1884709	0.1419497	0.9524652	1.0728543	0.5899760	0.9349827	0.9952785
650	1.0149501	0.8540319	0.7945414	0.2275438	0.1779557	1.0288799	1.0342639	0.6979928	1.0031465	0.9034549
700	0.9350950	0.7787129	0.7012069	0.2825916	0.1534922	1.0413604	1.0492172	0.6731049	1.0358014	0.9151158
750	1.0713249	0.6446610	0.7077227	0.3000317	0.1503615	1.1432602	1.0111577	0.6662329	0.9212541	0.9649821
800	0.9344581	0.6644470	0.5553663	0.2816837	0.1552837	1.0279794	0.9838980	0.6746160	1.0085132	0.9354869
850	0.9791115	0.6035053	0.5995731	0.3274573	0.1544027	0.9924366	0.9947438	0.6991747	0.9575104	0.8850967
900	1.0111531	0.4695554	0.5980293	0.2625056	0.1521652	0.9867892	0.9598364	0.6840072	0.9781369	0.9438400
950	1.0852568	0.4979115	0.6569543	0.2972133	0.1577535	0.9521126	0.9987732	0.7825034	0.9698184	1.0965899
1000	0.9431263	0.6356169	0.6889253	0.2991562	0.2078604	0.9807418	0.9903922	0.7643860	1.0165346	1.0923571

0	0.9239601	0.2094741	0.4119127	0.4433312	0.1721300	0.9447548	1.1077279	0.7634859	1.0259905	0.8991190
50	0.9273641	0.2152707	0.3085632	0.4287472	0.1362071	1.0687313	1.1059017	0.8083498	0.8747184	0.8879820
100	0.9148536	0.1965403	0.3027159	0.4697286	0.0750892	0.9996433	1.1064039	0.6681490	0.5908864	0.6361773
150	0.9635939	0.1379752	0.3111684	0.4217393	0.0500430	0.9829106	1.0477095	0.3710889	0.3555467	0.4655156
200	0.9156395	0.1233048	0.3608786	0.4286068	0.0488490	0.9624956	1.0766682	0.2343843	0.2575834	0.4250175
250	1.0386083	0.1572472	0.3258082	0.4955398	0.0384334	1.1021281	0.9309669	0.1105254	0.1671992	0.4281360
300	0.9743264	0.1485987	0.3226376	0.5038533	0.0299950	0.9385421	0.9964066	0.0490994	0.1487735	0.3211878
350	0.8722332	0.1466685	0.2626278	0.3860947	0.0315947	1.0411267	1.0059179	0.0347253	0.1391220	0.3136295
400	0.9870530	0.1354963	0.2868137	0.4658376	0.0512218	1.0290908	1.0337393	0.0190099	0.1295361	0.2841571
450	0.9479622	0.1251324	0.2725677	0.5228339	0.0408850	0.9024370	1.0068331	0.0266873	0.1368611	0.3233455
500	1.0397927	0.1313610	0.2406605	0.5109634	0.0412642	0.9250456	1.0473874	0.0107452	0.1929472	0.3454477
550	0.9232865	0.1043837	0.2955430	0.5033389	0.0915069	1.0641702	1.0101848	0.0101735	0.4088758	0.4534283
600	0.6281873	0.0824134	0.3738748	0.4343850	0.1234438	0.9928129	0.9251534	0.0376776	0.7440501	0.7531250
650	0.6453073	0.1646618	0.4314210	0.4528692	0.1721631	0.9258890	1.0199113	0.1426187	0.9772587	0.9909025
700	0.6028938	0.1745651	0.4502056	0.3824568	0.1931684	0.9832142	1.1270999	0.4075275	0.9255280	1.0300423
750	0.7807476	0.2067076	0.3998886	0.4162574	0.1707138	0.9049955	0.9455217	0.5123060	0.9108581	0.9694958
800	0.8115751	0.2073110	0.4537001	0.4543868	0.1684815	0.9106073	0.9468037	0.5599987	1.0130482	1.0775753
850	0.8897199	0.2167810	0.5049652	0.4048387	0.1550643	1.0174143	1.0051347	0.6467004	0.9472151	1.0747043
900	0.9697542	0.2651291	0.5010100	0.4587244	0.1628539	1.0747448	0.9452136	0.6548302	1.0290797	1.0250917
950	0.9013071	0.3100576	0.3888111	0.4485467	0.2019137	0.9614058	1.0535213	0.6752551	1.0248922	1.0289894
1000	1.0936312	0.2593314	0.4880759	0.4702958	0.2107051	0.8210087	1.0576787	0.6902013	0.9915825	1.0031015

0	0.9239601	0.2094741	0.4119127	0.4433312	0.1721300	0.9447548	1.1077279	0.7634859	1.0259905	0.8991190
50	0.9350784	0.5230605	0.4341138	0.3828925	0.1364679	1.0952561	1.0153588	0.6990104	0.9566221	1.0452046
100	1.0301240	0.5860696	0.6141459	0.2955083	0.1427902	1.1059216	0.9522362	0.6496296	0.8856235	0.9823554
150	0.9417695	0.7459225	0.7066701	0.1579874	0.1198164	1.1620376	0.8380838	0.6388348	0.8986232	0.9836936
200	1.0243829	0.8219044	0.8537196	0.1353820	0.1276509	1.0325182	0.8535580	0.6321985	0.9741743	0.9687567
250	0.9359613	0.8795129	0.8738801	0.1200292	0.1556028	0.9836380	1.0437611	0.6206330	0.8669695	0.9713741
300	0.9417008	0.9720672	0.9742026	0.1302420	0.1041980	1.0339507	0.9458130	0.5950414	0.8355849	0.9961340
350	0.9873294	0.9555484	0.8633099	0.1205217	0.1167028	0.9510695	0.8979092	0.5614025	0.8327075	1.0754007
400	0.9103862	1.0026934	0.9642909	0.1326368	0.1265800	1.0161911	0.8909358	0.5634532	0.8959209	0.9976427
450	0.8967686	1.0885500	1.0178497	0.1142371	0.1640899	1.0618820	0.8894113	0.6093006	1.0008055	1.1079402
500	0.9185343	1.0171773	0.9784400	0.0684766	0.1409453	0.9545345	0.9623983	0.6135230	0.9331008	0.9488497
550	0.9925049	0.9956351	1.0061456	0.1345569	0.1383037	1.0971718	0.9193965	0.6540664	0.9061212	0.9478784
600	1.0193598	0.9526724	0.8814388	0.1758685	0.0997467	1.0382605	0.9881806	0.6147752	0.9096216	1.0170275
650	0.9010512	0.8447528	0.7680337	0.1669575	0.1332426	1.0061632	0.9694172	0.5356538	0.9531973	1.0736913
700	0.9155372	0.7293661	0.8612569	0.1983832	0.1694348	1.0143620	1.0387035	0.5843400	0.9464007	1.0564941
750	0.8876015	0.8304980	0.8065436	0.2420338	0.1521687	0.8763558	0.9868828	0.6039143	1.0667350	1.1524580
800	0.9979701	0.7152099	0.8023258	0.2210511	0.1807804	0.8628223	1.0779193	0.6350381	0.9802046	1.0932911
850	0.9790658	0.7761306	0.6436078	0.2901749	0.2366549	0.9709000	1.0958284	0.7481069	0.9536626	0.9351949
900	0.9327572	0.6555127	0.6123925	0.3543972	0.2563116	0.9967195	1.1633440	0.6730234	0.9726650	1.0290478
950	0.9441343	0.5478971	0.5267280	0.3324051	0.2105523	0.9967154	1.0020620	0.6308884	0.9992725	1.0575698
1000	0.8844640	0.4549998	0.5866567	0.3483640	0.1549652	1.0377631	1.0052106	0.7548397	1.0250598	0.9582733

0	0.9239601	0.2094741	0.4119127	0.4433312	0.1721300	0.9447548	1.1077279	0.7634859	1.0259905	0.8991190
50	0.9252705	0.4315232	0.3647522	0.4727944	0.1760839	0.8129878	0.8788014	0.7330334	1.0348527	0.9274684
100	1.0654494	0.4641172	0.2933519	0.4383527	0.2311997	0.4959040	0.9197056	0.7143946	0.9911792	0.8606385
150	1.0465246	0.4748967	0.2877614	0.4958954	0.4512614	0.3174172	0.9270402	0.7624437	1.0461874	0.8018924
200	0.9485675	0.4446869	0.2251327	0.6719273	0.6286277	0.2212491	0.9048937	0.6493554	1.0608748	0.7934155
250	0.9663646	0.4737160	0.1539007	0.8484408	0.6887818	0.1871435	0.8530434	0.7229432	0.9924208	0.8192624
300	0.9973980	0.4699833	0.0860844	0.9076863	0.7236292	0.2133206	0.8360360	0.7104959	1.0776671	0.8921347
350	1.0367363	0.4561058	0.0825836	0.8901227	0.7769054	0.1932483	0.8282283	0.6616598	1.0366485	0.9240447
400	1.1037653	0.3819464	0.0981101	0.8676937	0.7330989	0.1935363	0.9166375	0.7435052	1.0165225	0.9425886
450	0.9601780	0.4431164	0.1079630	0.8356859	0.6433797	0.2218886	0.8558353	0.6694874	1.0469014	0.9190200
500	0.8640637	0.4729988	0.0898210	0.8594300	0.7894757	0.1861170	0.8327163	0.6709332	1.0041744	0.9107964
550	0.9002239	0.3277354	0.1411567	0.9475642	0.9037409	0.3675727	0.8586816	0.7620608	0.9637834	0.9180999
600	0.9019333	0.2165537	0.1705983	0.8504230	0.7283924	0.6869530	0.9641276	0.6780779	0.9766352	0.9193657
650	0.9081131	0.1161059	0.2103283	0.8537968	0.5480454	0.8710148	0.9801047	0.6407047	1.0344863	1.0028196
700	0.9464199	0.0918891	0.1914358	0.8967920	0.4033497	0.8591648	1.0038695	0.6355190	0.9789168	0.9580126
750	0.8751400	0.0838449	0.2203464	0.6970339	0.2522573	0.9126758	1.0303349	0.6747978	0.9202727	0.9216350
800	0.7493620	0.0795645	0.2791091	0.6240609	0.2188157	0.9049164	1.0089678	0.6552330	1.0163572	1.0218570
850	0.7361370	0.1098362	0.3148939	0.5607443	0.2018351	1.0315460	1.0862866	0.6931451	1.0405350	1.0258574
900	0.8300795	0.0940883	0.2958744	0.5327843	0.1969177	1.0414287	1.0149807	0.7460450	0.9709011	0.9828261
950	0.8419749	0.0962359	0.2828141	0.5774129	0.1587474	1.0392399	1.0096537	0.7600971	1.0890042	0.9306933
1000	0.7302037	0.1289598	0.2979121	0.5784836	0.1751643	1.0597299	1.0555317	0.7717327	1.0763431	1.0305980

0	0.9239601	0.2094741	0.4119127	0.4433312	0.1721300	0.9447548	1.1077279	0.7634859	1.0259905	0.8991190
50	0.9563085	0.2444542	0.4082432	0.4869675	0.1659640	0.9045579	0.9909461	0.7435139	0.9806699	0.9790288
100	1.0697562	0.1843902	0.4688652	0.4488592	0.1097459	0.8667681	1.0584976	0.7584390	1.0639403	1.0212534
150	0.9988344	0.1912517	0.4375995	0.3640255	0.1002637	0.9275605	0.9441561	0.7039806	1.0174588	0.9708489
200	0.8656549	0.2228595	0.4895120	0.3839633	0.0828996	0.9350138	0.9489403	0.6476141	0.9885202	1.0623240
250	0.9295042	0.3005997	0.5182013	0.3741537	0.0634810	0.9646765	1.0187554	0.6381890	0.9685172	0.9336469
300	1.0287809	0.3670702	0.4813346	0.3754111	0.0347651	0.9449220	0.9187804	0.6417512	0.9656737	0.9612883
350	0.9317695	0.3527460	0.5242246	0.4352146	0.0415645	0.9327392	0.9126063	0.6441126	0.9366236	0.9204558
400	0.9658241	0.3122735	0.4286530	0.5138006	0.0496592	1.0150173	0.9497170	0.6713928	0.9212924	0.9987365
450	0.9052259	0.2174459	0.3884657	0.4563657	0.0433407	0.9301702	0.9982875	0.6428911	1.0102600	0.9875424
500	0.9213248	0.2073867	0.4676386	0.4299651	0.0286424	0.8743416	0.8974564	0.7638845	1.0643523	0.9795180
550	0.9033296	0.2277998	0.5250320	0.3210606	0.1026028	0.9397733	0.9861565	0.7023675	1.1007779	0.9901748
600	1.0069433	0.3059515	0.5500196	0.3650099	0.1127289	0.9421383	1.1468702	0.7599345	1.0552189	0.9176030
650	0.9361815	0.4869018	0.5826367	0.3710349	0.2298994	0.8451480	1.0891612	0.7276637	1.0664200	0.9478599
700	0.9532721	0.4431381	0.4981036	0.4334202	0.2382854	0.8810403	0.9031012	0.8441925	1.0117540	1.0205454
750	0.8780597	0.3391562	0.4591973	0.4364823	0.3032027	0.9511553	0.9563328	0.8222920	1.0350499	1.0012161
800	0.8459282	0.3384859	0.4543180	0.4010556	0.2433310	1.1047576	0.9605834	0.8552119	1.0713569	0.9309593
850	0.9755822	0.2725846	0.4488451	0.4405626	0.1589866	1.0934666	1.0324535	0.8166947	0.9998232	1.0114501
900	0.9488147	0.2577612	0.3970766	0.4215182	0.1147808	1.0778778	0.9962662	0.8328329	1.0018007	1.1003394
950	0.9437445	0.2321407	0.3984392	0.4676539	0.1305320	1.0547320	1.0284927	0.7455190	0.8949086	1.0144616
1000	1.0533913	0.2414008	0.4413424	0.4134106	0.1447618	1.1602524	1.0389674	0.6388217	0.9174974	0.9929994

0	0.9239601	0.2094741	0.4119127	0.4433312	0.1721300	0.9447548	1.1077279	0.7634859	1.0259905	0.8991190
50	0.7860382	0.1839998	0.2785810	0.4282256	0.1396258	1.0061987	0.8976918	0.6815892	0.7877267	0.8952730
100	0.9171519	0.1597107	0.2383085	0.4450015	0.0871399	0.9723707	0.8195966	0.5944290	0.4491804	0.9869434
150	0.8333197	0.1158581	0.2988543	0.5188102	0.0514899	1.0467925	0.7984282	0.3016154	0.2523386	1.0007997
200	0.6756292	0.1207957	0.2618537	0.5421598	0.0428881	1.0198864	0.8751538	0.1622487	0.1101834	0.9384340
250	0.5977691	0.1069389	0.2376724	0.5801288	0.0503996	1.0579477	0.7978492	0.0570224	0.0531972	0.9302036
300	0.6092238	0.0974988	0.2897663	0.5421997	0.0391237	1.0728345	0.7324780	0.0348221	0.0318406	0.9748299
350	0.4628748	0.0990781	0.2299298	0.4973016	0.0300425	1.0369695	0.7065824	0.0277976	0.0371021	0.9587635
400	0.4809538	0.1067603	0.2935541	0.5078800	0.0251563	1.0472057	0.7760239	0.0164996	0.0263648	1.0522030
450	0.4783478	0.1073706	0.2775658	0.5566516	0.0251467	1.0566116	0.7220531	0.0245932	0.0098691	1.0345715
500	0.3807313	0.0973396	0.2405387	0.4930517	0.0323197	1.0614648	0.7975067	0.0136600	0.0133116	0.9626549
550	0.5148105	0.1001979	0.3278843	0.5279964	0.0730232	1.0027088	0.8417178	0.0218839	0.2711674	1.0985607
600	0.4890561	0.0852287	0.3090901	0.5755283	0.1531336	0.8768921	0.9226165	0.0209010	0.5724768	1.0286353
650	0.4526499	0.0985224	0.3277013	0.5241766	0.2026360	0.8635480	0.9587918	0.1268497	0.8362201	0.9881352
700	0.5206523	0.1258076	0.3278937	0.5205600	0.1897571	0.9541824	0.9542987	0.3071362	0.9158571	0.9838419
750	0.7261270	0.1773814	0.3736648	0.5043917	0.1679029	0.9604791	0.9129808	0.4753120	1.0341766	0.9811406
800	0.7187460	0.1774257	0.4179885	0.4446464	0.1763015	1.1094125	1.0089942	0.5846081	1.0363755	0.9406864
850	0.8630173	0.2346468	0.4620005	0.4559103	0.1426351	1.0021542	0.9450289	0.7124818	0.9657694	1.0091872
900	0.8419404	0.2309582	0.4689371	0.4247647	0.1508613	1.0309440	0.9670566	0.6712635	1.0214573	0.9866805
950	0.8625822	0.2659142	0.4511513	0.3670373	0.1330432	0.9009322	1.1104602	0.7066652	1.0815258	0.9859996
1000	0.8788224	0.2660425	0.4676740	0.4348202	0.2376174	0.8609532	1.0506745	0.7583166	1.0522646	1.0157765

0	0.9239601	0.2094741	0.4119127	0.4433312	0.1721300	0.9447548	1.1077279	0.7634859	1.0259905	0.8991190
50	0.9909197	0.1984871	0.3722654	0.4973941	0.2076216	0.9076283	0.7381818	0.6446337	0.8844311	1.1221679
100	0.9641826	0.1185028	0.3044268	0.5835969	0.2304860	0.8229579	0.4463195	0.6070094	0.9353668	0.9975171
150	1.0447223	0.1017978	0.2733876	0.6183946	0.1989235	0.9628219	0.2686766	0.6038171	0.9555243	0.9941560
200	0.9681395	0.0887735	0.3028520	0.5688232	0.2410810	1.0405884	0.2148636	0.5887128	0.9693655	0.9442623
250	1.0185759	0.1211304	0.3282975	0.5634972	0.1654050	1.1037242	0.2228874	0.6271407	0.9407104	1.0603733
300	1.0076077	0.0843228	0.3239608	0.5050812	0.1630573	1.1184686	0.2108395	0.6407609	0.9651192	1.0724743
350	0.9733441	0.1269615	0.3498066	0.4825989	0.1408947	1.0715001	0.2026497	0.6749844	0.9385514	0.9948053
400	1.0151466	0.1122460	0.3496535	0.5324150	0.1140608	1.0709326	0.2152518	0.6400800	1.0070639	1.0134247
450	0.8555271	0.1291995	0.3123345	0.4923094	0.1582617	1.0187168	0.1833796	0.6907293	0.9903355	1.0665921
500	0.8334906	0.1124781	0.3434602	0.4719087	0.1358844	1.0675435	0.1786272	0.6720919	0.9279445	1.0480166
550	0.8379422	0.1013106	0.3875637	0.4740011	0.0783900	1.0798920	0.4310824	0.7153605	0.9178867	1.0421048
600	0.7775937	0.1114726	0.4553239	0.4965563	0.0888000	1.0014151	0.7265811	0.6666822	1.0078612	1.1060902
650	0.8453696	0.2200659	0.3901344	0.4939491	0.1312559	1.1259707	0.9155694	0.6162891	1.0510906	0.9420713
700	0.8825074	0.2202263	0.3919658	0.4915798	0.1579794	1.0799283	0.9539667	0.6570712	1.0047443	1.0518029
750	0.8271402	0.1681684	0.3903052	0.4667169	0.1535333	0.9710707	0.9653158	0.7268862	1.0424614	1.0224921
800	0.9632658	0.1633131	0.4219861	0.4671220	0.1534996	1.0152029	0.9631812	0.8614100	0.9980205	0.9897601
850	0.9407045	0.1932407	0.4075399	0.4576250	0.1596037	0.9944855	0.9590572	0.7279081	0.9653719	0.9222680
900	0.9342871	0.1723493	0.4026698	0.4413616	0.1874008	0.9894046	0.9837220	0.7165833	1.0092339	0.9702413
950	0.9659245	0.1703605	0.4080637	0.4771128	0.1629360	1.0150974	1.0478369	0.6412760	0.9743050	0.8529689
1000	0.8325801	0.1851707	0.4374254	0.4534128	0.1557364	1.0814661	1.1199754	0.6556808	0.9557219	0.9280163

0	0.9239601	0.2094741	0.4119127	0.4433312	0.1721300	0.9447548	1.1077279	0.7634859	1.0259905	0.8991190
50	0.8633616	0.2612785	0.4575062	0.4613318	0.2226925	0.8885426	0.9774490	0.6897927	1.0524573	0.6908180
100	0.9318418	0.2083402	0.4226579	0.4738759	0.2143623	0.9376852	0.9862676	0.7650266	0.9854473	0.3231577
150	0.9298864	0.2317464	0.4258184	0.4590863	0.1979496	0.9724856	0.9685028	0.6865842	0.9617330	0.1538412
200	0.9165780	0.2229060	0.4206149	0.4330019	0.1855556	0.9704135	1.0226044	0.6937806	0.9335396	0.0766641
250	0.8949140	0.1833250	0.3992465	0.4397437	0.1445964	1.0374357	0.9621785	0.6585972	0.8890714	0.0370727
300	0.9025015	0.1794229	0.3573338	0.4687512	0.1178265	0.9731983	0.9848419	0.6993757	0.9454766	0.0120788
350	0.8533935	0.1713946	0.3342391	0.5021123	0.1587437	0.9956242	1.0064615	0.6822865	1.0348011	0.0055704
400	0.8575774	0.1425167	0.3688006	0.4637282	0.1746450	0.9784226	1.0439725	0.7644232	1.1594031	0.0040094
450	0.8919229	0.1483206	0.4567937	0.4531499	0.2030700	0.8952307	1.0568564	0.7310781	1.0192151	0.0000000
500	0.8388582	0.1521455	0.4402101	0.4541911	0.1318802	0.9087273	1.0684455	0.7005909	0.9413617	0.0005448
