YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W
0.2850819	0.8259776	0.4553402	0.9478817	0.3208885	0.5414825	0.9868784	0.7532147	0.5595041	1.0000000
0.2140142	0.4129093	0.4555692	0.9473237	0.3220830	0.5448890	0.9929192	0.7531883	0.5595041	1.0000000
0.6629145	0.9687015	0.2275452	0.9488911	0.3182260	0.5333248	0.9725333	0.8442280	0.5595041	1.0000000
0.3424447	0.5580380	0.7472586	0.4741188	0.3197100	0.5375946	0.9799480	0.7321604	0.5595041	1.0000000
0.5817612	0.8427679	0.4349900	0.9932575	0.1585499	0.5293340	0.9652049	0.7565450	0.5595041	1.0000000
0.5808604	0.8416977	0.4362049	0.9906257	0.1771788	0.2646700	0.9652161	0.7563030	0.5595041	1.0000000
0.5696079	0.8264756	0.4539372	0.9525853	0.3089321	0.2067159	0.4826613	0.7532514	0.5595041	1.0000000
0.5728394	0.8308930	0.4487408	0.9638977	0.2802699	0.4138359	0.7812551	0.3770420	0.5595041	1.0000000
0.5704617	0.8268282	0.4539926	0.9518070	0.3107230	0.5098960	0.9318729	0.5983812	0.2797524	1.0000000
0.5701413	0.8261198	0.4550828	0.9487222	0.3186755	0.5346529	0.9747711	0.8375176	0.3382310	0.5000111
