YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C
0.3113003	0.2270771	0.4063117	0.6638680	0.7951234	0.2037089	0.9162291	0.4703236	0.7725641	1.0000000
0.6224923	0.1136085	0.4063367	0.6638834	0.7951100	0.2037105	0.9162258	0.4703236	0.7725641	1.0000000
0.6224856	0.2270961	0.2032522	0.6638776	0.7951151	0.2037099	0.9162270	0.4703236	0.7725641	1.0000000
0.5943411	0.2032154	0.1378089	0.3197038	0.8320182	0.1939157	0.9585284	0.4703236	0.7725641	1.0000000
0.9302944	0.7909225	0.5729118	0.9297375	0.3851250	0.2098431	0.8928797	0.4703236	0.7725641	1.0000000
0.4869273	0.1321400	0.3146869	0.5434949	0.9925019	0.1002491	0.9293829	0.4703236	0.7725641	1.0000000
0.9998958	0.9997323	0.6081535	0.9998144	0.0448798	0.5601960	0.4439104	0.4703236	0.7725641	1.0000000
0.5769399	0.1896127	0.3771718	0.6241638	0.8555341	0.1870760	0.9926624	0.2351618	0.7725641	1.0000000
0.5737412	0.1871801	0.3750155	0.6213508	0.8599204	0.1857319	0.9999156	0.0711066	0.3862821	1.0000000
0.5737042	0.1871566	0.3749944	0.6213183	0.8599707	0.1857166	0.9999993	0.0180676	0.2172328	0.5000000
