YIR023W	YKL112W	YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W
0.9773010	1.1021308	0.6385084	0.1736568	0.0163031	1.0472241	0.8837271	0.3870633	0.6819147	0.5306139
0.9120618	0.6110325	1.0243024	0.6092999	0.0160641	0.9952921	0.8738654	0.3469622	0.9355668	0.3118163
0.9490188	0.8815748	1.0461824	0.1702716	0.0259227	1.0184331	0.8735700	0.4406938	0.8403730	0.4379351
1.0839878	0.9691096	0.9991665	0.2281474	0.1006760	1.0046656	0.2934720	0.4116183	0.3727938	0.6149573
0.9145772	0.3587503	0.8616973	0.3369743	0.0191603	1.0174825	0.9263120	0.4225853	0.8856742	0.4306549
0.9747854	0.9520670	0.8897180	0.1965939	0.0564848	0.9681692	0.3809117	0.4156695	0.5626440	0.7080444
1.0596176	0.9360530	1.0042051	0.1511991	0.0816835	1.0195091	0.9424486	0.3664278	0.3383286	0.7106866
0.9750850	1.0857203	0.9214129	0.2127641	0.0122358	1.0328106	0.8048771	0.3140681	0.9336173	0.4911134
1.1079773	0.7758797	0.9552616	0.2052323	0.0933554	0.9596154	0.7428684	0.5591845	0.4300252	0.8240771
1.0224144	0.6215223	1.0409321	0.1224721	0.0173613	0.9667608	0.8857787	0.4053421	0.7559586	0.5568104
