YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C
0.2544576	0.6041963	0.6021580	0.8132408	0.3744159	0.9974046	0.2462865	0.9470862	0.1103989	1.0000000
0.2047325	0.3021097	0.6021457	0.8131987	0.3742027	0.9984661	0.2195060	0.9955527	0.1103989	1.0000000
0.3119173	0.9767164	0.3010834	0.8132772	0.3746289	0.9963152	0.2662869	0.9146053	0.1103989	1.0000000
0.5059041	0.8560199	0.4528198	0.4066366	0.3745927	0.9965063	0.2631224	0.9195292	0.1103989	1.0000000
0.5164889	0.6233973	0.5919448	0.7831919	0.1872147	0.9973281	0.2481113	0.9438659	0.1103989	1.0000000
0.5019206	0.5883607	0.6106472	0.8389263	0.5334077	0.4987320	0.2447865	0.9498254	0.1103989	1.0000000
0.5088930	0.6042231	0.6021332	0.8131449	0.3739161	0.9998876	0.1231425	0.9470852	0.1103989	1.0000000
0.5055677	0.5953783	0.6070803	0.8282752	0.4451286	0.7203228	0.7292744	0.4742417	0.1103989	1.0000000
0.4337605	0.4868987	0.6656550	0.8131983	0.3742092	0.9984289	0.2207337	0.9931867	0.0551995	1.0000000
0.5096325	0.6066248	0.6007473	0.8089371	0.3744165	0.9974005	0.2464385	0.9467420	0.1103989	0.5000165
