"Time"	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C

0	0.2985077	0.2408335	0.0356637	0.0592316	0.9984338	0.6244952	0.5157527	0.5525698	0.9966548	1.0000000
50	0.4286343	0.2394380	0.0356637	0.0592316	0.9984664	0.6314235	0.5718706	0.6281973	0.9966548	1.0000000
100	0.5635726	0.2324507	0.0356637	0.0592316	0.9985448	0.6638410	0.6695609	0.6890284	0.9966548	1.0000000
150	0.6257171	0.2232289	0.0356637	0.0592316	0.9987379	0.7152643	0.7579135	0.7156490	0.9966548	1.0000000
200	0.6437452	0.2155620	0.0356637	0.0592315	0.9989976	0.7647609	0.8208217	0.7263719	0.9966548	1.0000000
250	0.6439239	0.2104262	0.0356637	0.0592315	0.9992352	0.8019234	0.8608662	0.7306204	0.9966548	1.0000000
300	0.6392279	0.2073828	0.0356637	0.0592314	0.9994103	0.8263420	0.8849214	0.7322979	0.9966548	1.0000000
350	0.6344907	0.2057154	0.0356636	0.0592313	0.9995246	0.8412377	0.8988943	0.7329597	0.9966548	1.0000000
400	0.6309643	0.2048503	0.0356636	0.0592313	0.9995941	0.8499489	0.9068423	0.7332208	0.9966548	1.0000000
450	0.6286430	0.2044189	0.0356636	0.0592313	0.9996348	0.8549211	0.9113030	0.7333237	0.9966548	1.0000000
500	0.6272116	0.2042103	0.0356635	0.0592312	0.9996580	0.8577191	0.9137851	0.7333644	0.9966548	1.0000000
550	0.4947577	0.2051465	0.0356635	0.0592312	0.9996710	0.8584028	0.8835239	0.6577529	0.9966548	1.0000000
600	0.3533587	0.2109684	0.0356635	0.0592312	0.9996765	0.8526145	0.8241934	0.5969281	0.9966548	1.0000000
650	0.2818230	0.2196654	0.0356635	0.0592312	0.9996723	0.8381570	0.7632874	0.5703100	0.9966548	1.0000000
700	0.2556338	0.2275744	0.0356635	0.0592312	0.9996543	0.8173808	0.7148070	0.5595881	0.9966548	1.0000000
750	0.2504809	0.2332242	0.0356635	0.0592312	0.9996205	0.7946424	0.6797599	0.5553399	0.9966548	1.0000000
800	0.2531701	0.2367337	0.0356635	0.0592312	0.9995727	0.7733884	0.6543699	0.5536626	0.9966548	1.0000000
850	0.2579500	0.2387258	0.0356635	0.0592312	0.9995153	0.7551018	0.6351918	0.5530009	0.9966548	1.0000000
900	0.2627266	0.2397882	0.0356635	0.0592312	0.9994533	0.7398716	0.6201122	0.5527398	0.9966548	1.0000000
950	0.2669084	0.2403296	0.0356635	0.0592313	0.9993910	0.7272426	0.6079351	0.5526369	0.9966548	1.0000000
1000	0.2704287	0.2405960	0.0356635	0.0592313	0.9993311	0.7166980	0.5979311	0.5525962	0.9966548	1.0000000

0	0.2985077	0.2408335	0.0356637	0.0592316	0.9984338	0.6244952	0.5157527	0.5525698	0.9966548	1.0000000
50	0.2956559	0.2769799	0.0356637	0.0592316	0.9984682	0.6353180	0.6163188	0.7330709	0.9970115	1.0000000
100	0.2812693	0.3125218	0.0356637	0.0592316	0.9985790	0.6855286	0.7663902	0.8782604	0.9973194	1.0000000
150	0.2592000	0.3267351	0.0356637	0.0592316	0.9988347	0.7529471	0.8741380	0.9417998	0.9974467	1.0000000
200	0.2387232	0.3296307	0.0356637	0.0592315	0.9991310	0.8073817	0.9344862	0.9673951	0.9974901	1.0000000
250	0.2238757	0.3287577	0.0356637	0.0592314	0.9993676	0.8420205	0.9646797	0.9775366	0.9975036	1.0000000
300	0.2145169	0.3272885	0.0356636	0.0592314	0.9995231	0.8614272	0.9789480	0.9815409	0.9975075	1.0000000
350	0.2091169	0.3261485	0.0356636	0.0592313	0.9996149	0.8715145	0.9854924	0.9831207	0.9975087	1.0000000
