YIR023W	YKL112W	YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W
0.4996212	1.0000000	1.0000000	0.2262841	0.0641514	0.9998965	0.7191975	0.5221244	0.5007974	0.6793734
0.9734636	0.5000067	1.0000000	0.2262841	0.0641514	0.9998965	0.7191975	0.5221244	0.5007974	0.6793734
0.9992402	1.0000000	0.5000000	0.2021262	0.1404590	0.9994455	0.6218558	0.6055718	0.3493794	0.8009252
0.9992402	1.0000000	1.0000000	0.1379620	0.0319967	0.9999797	0.8089542	0.4421160	0.7099774	0.5519731
0.9992402	1.0000000	1.0000000	0.2262841	0.0320762	0.9998965	0.7191974	0.5221244	0.5007974	0.6793734
0.9992402	1.0000000	1.0000000	0.2262841	0.0641514	0.4999705	0.7191974	0.5221244	0.5007974	0.6793734
0.9992402	1.0000000	1.0000000	0.2262841	0.0641514	0.9998965	0.3595987	0.5221244	0.5007974	0.6793734
0.9992402	1.0000000	1.0000000	0.2262841	0.0641514	0.9998965	0.9550894	0.2610726	0.5007974	0.6793734
0.9992402	1.0000000	1.0000000	0.2262841	0.2776461	0.9973848	0.5399346	0.6790867	0.2503987	0.6793734
0.9992402	1.0000000	1.0000000	0.4681377	0.0204069	0.9999946	0.8696537	0.3808439	0.9444692	0.3627718
